pc_receive_time_iso,pc_receive_time_unix,lora_downlink_rssi_dbm,lora_downlink_snr_db,lora_crc_error,packet_type,protocol_version,packet_type_ok,protocol_version_ok,length_ok,crc_ok,received_crc16,calculated_crc16,sequence_number,lost_packets_since_previous,total_lost_packets,utc_timestamp,obc_uptime_ms,flight_state,flight_state_name,status_flags_raw,GNSS_FIX_VALID,GNSS_TIME_VALID,IMU_VALID,BARO_VALID,BARO_RANGE_VALID,BATTERY_VALID,CORAL_VALID,CORAL_NEW,SD_LOGGING_OK,LAST_LORA_TX_OK,COMMAND_RX_SINCE_LAST,OBC_TIME_FALLBACK,GPS_ERROR,IMU_ERROR,BARO_ERROR,SD_ERROR,battery_mv,battery_v,gnss_fix_type,gnss_satellites_used,latitude_deg,longitude_deg,gnss_altitude_m,gnss_hdop,gnss_vdop,ground_speed_ms,vertical_speed_ms,course_deg,baro_pressure_pa,baro_temperature_c,baro_altitude_m,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,imu_temperature_c,mcu_temperature_c,reset_cause_raw,PIN_RESET,BOR_RESET,SOFTWARE_RESET,IWDG_RESET,WWDG_RESET,LOW_POWER_RESET,OPTION_BYTE_RESET,FIREWALL_RESET,boot_count,sd_log_record_counter,sd_error_counter,sensor_error_counter,command_counter,last_uplink_rssi_dbm,last_uplink_snr_db,datapool_timestamp_ms,gps_valid_raw,imu_accel_x_g,imu_accel_y_g,imu_accel_z_g,imu_accel_mag_g,imu_gyro_x_dps,imu_gyro_y_dps,imu_gyro_z_dps,imu_valid_raw,baro_valid_raw,i2c_bus_state_raw,batt_valid_raw,coral_valid_raw,scv_magic,scv_mission_elapsed_ms,scv_equipment_enabled,scv_equipment_faults,scv_gps_timeout_count,scv_imu_timeout_count,scv_baro_timeout_count,scv_coral_timeout_count,scv_sd_fault_count,scv_watchdog_reset_count,scv_last_batt_mv,scv_baro_ground_alt_cm,scv_crc16,reset_reason_name,coral_status,coral_result_age_s,coral_payload_text,coral_payload_hex
2026-07-14T13:04:39.921588+00:00,1784034279.921588,-68,11.5,False,1,3,True,True,True,True,0x1961,0x1961,0,0,0,,7422,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,7087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,7422,0x007F,0x0040,1,1,0,1,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:04:59.963526+00:00,1784034299.963526,-33,12.5,False,1,3,True,True,True,True,0x2E21,0x2E21,13,12,12,,27444,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,27143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,27444,0x007F,0x004A,14,14,0,14,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:05:20.048346+00:00,1784034320.048346,-33,12.5,False,1,3,True,True,True,True,0x8197,0x8197,26,12,24,,47519,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,47192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,47519,0x007F,0x004A,27,27,0,27,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:05:40.101505+00:00,1784034340.101505,-32,13.25,False,1,3,True,True,True,True,0x11D9,0x11D9,39,12,36,,67568,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,67267,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,67568,0x007F,0x004B,40,40,0,40,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:06:00.200583+00:00,1784034360.200583,-32,12.5,False,1,3,True,True,True,True,0xA01D,0xA01D,52,12,48,,87643,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,87316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,87643,0x007F,0x004B,53,53,0,53,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:06:20.260100+00:00,1784034380.2601,-28,13.0,False,1,3,True,True,True,True,0x3D1B,0x3D1B,65,12,60,,107692,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,106234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,106561,0x007F,0x004B,66,66,0,66,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:06:41.645611+00:00,1784034401.645611,-28,12.5,False,1,3,True,True,True,True,0xA694,0xA694,79,13,73,,129068,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,127610,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,127937,0x007F,0x004B,80,80,0,80,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:07:03.023783+00:00,1784034423.023783,-28,12.25,False,1,3,True,True,True,True,0x8373,0x8373,93,13,86,,150444,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,148986,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,149313,0x007F,0x004B,94,94,0,94,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:07:24.405232+00:00,1784034444.405232,-28,13.0,False,1,3,True,True,True,True,0xDD6E,0xDD6E,107,13,99,,171820,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,170362,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,170689,0x007F,0x004B,108,108,0,108,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
2026-07-14T13:07:45.805477+00:00,1784034465.805477,-55,9.5,False,1,3,True,True,True,True,0xBD8C,0xBD8C,121,13,112,,193196,0,STANDBY,0,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,False,65535,65.535,,,0.0,0.0,0.0,,,0.0,-0.0,,86973.8984375,-481.760009765625,-673.9227294921875,0.0,0.0,0.0,0.0,0.0,0.0,,,1,False,False,False,False,False,False,False,False,1,,0,,,,,191738,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0xCAFE,192065,0x007F,0x004B,122,122,0,122,0,0,65535,-2147483648,0x0000,POWER_ON,0,,,00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
