elapsed_min,vertical_up_mps,ground_speed_mps,accel_mag_g,accel_mag_max_g
56.45833,4.53,6.98,1.005,1.229
56.54167,4.7,10.69,1.0065,1.164
56.625,5.84,9.51,0.968,1.153
56.70833,4.91,12.34,0.9955,1.094
56.79167,4.98,11.56,1.073,1.124
56.875,5.77,13.06,1.021,1.253
56.95833,5.99,12.06,1.044,1.371
57.04167,5.83,11.97,1.202,1.451
57.125,7.88,14.32,1.239,1.637
57.20833,7.45,11,1.466,1.987
57.29167,7.17,10.18,1.314,1.63
57.375,6.12,11.74,1.281,2.031
57.45833,6.53,10.27,1.1425,1.863
57.54167,8.42,10.84,1.245,2.228
57.625,7.49,10.34,1.2705,2.687
57.70833,6.14,9.65,1.4615,3.055
57.79167,8.99,6.05,1.1915,2.713
57.875,8.49,11.63,1.372,3.376
57.95833,7.57,8.1,1.119,2.239
58.04167,4.98,11.07,1.238,1.5
58.125,4.71,6.02,1.148,1.619
58.20833,5.99,4.21,1.123,1.641
58.29167,6.8,4.4,1.103,1.797
58.375,5.97,5.86,0.9195,2.106
58.45833,5.57,7.79,1.127,2.684
58.54167,9.86,7.73,1.155,2.822
58.625,8.25,6.8,1.258,3.414
58.70833,8.28,6.24,1.2085,2.359
58.79167,8.63,4.58,0.99,2.473
58.875,8.68,4.88,1.3135,3.03
58.95833,6.81,4.74,1.485,3.678
59.04167,7.59,5.42,1.0125,3.318
59.125,5.39,3.52,1.247,4.001
59.20833,5.24,6.44,1.443,4.007
59.29167,6.35,4.28,1.008,4.001
59.375,7.49,5.26,0.9345,3.226
59.45833,8.12,8.02,1.0905,2.539
59.54167,8.81,7.01,1.257,2.263
59.625,7.71,7.73,1.338,2.808
59.70833,6.69,4.6,1.174,2.253
59.79167,6.68,6.46,1.109,2.152
59.875,7.98,8.71,1.353,2.547
59.95833,9.35,3.61,1.08,3.041
60.04167,5.88,6.35,0.866,2.334
60.125,5.12,5.42,1.044,4.001
60.20833,6.02,5.68,1.301,3.276
60.29167,6.09,7.18,1.2465,3.132
60.375,5.37,6.16,1.246,2.854
60.45833,6.31,10.09,1.544,2.79
60.54167,5.93,7.35,1.586,3.627
60.625,4.68,4.79,1.08,3.586
60.70833,9.25,7.43,0.968,3.401
60.79167,6.96,5.63,0.9625,3.812
60.875,5.52,3.85,1.1345,2.601
60.95833,6.03,5.11,0.8885,2.624
61.04167,6.42,2.98,0.928,2.812
61.125,4.92,6.39,1.3585,2.955
61.20833,6.46,7.45,1.027,2.686
61.29167,8.12,7.99,1.0495,2.586
61.375,7.51,4.86,1.137,1.912
61.45833,5.24,6.58,1.394,2.076
61.54167,6.56,5.41,1.087,2.252
61.625,7.02,8.31,0.9235,2.857
61.70833,5.99,10.42,1.411,2.056
61.79167,7.66,8.76,1.2245,2.758
61.875,8.86,8.49,1,2.529
61.95833,10.45,6.85,1.152,3.66
62.04167,6.33,6.16,1.216,2.844
62.125,9.11,5.55,1.0595,3.751
62.20833,5.62,4.37,1.228,2.757
62.29167,7.32,5.79,1.2185,2.463
62.375,7.83,8.24,1.165,2.605
62.45833,8.04,7.84,1.197,2.862
62.54167,8.49,4.24,0.949,2.653
62.625,7.6,6.31,1.582,3.189
62.70833,8.98,5.53,1.069,2.883
62.79167,7.64,4.39,1.021,2.845
62.875,12.24,4.2,1.5015,3.184
62.95833,5.2,5.78,1.236,3.008
63.04167,6.4,7.09,1.351,3.242
63.125,5.54,6.15,1.393,4
63.20833,5.83,5.83,1.24,3.721
63.29167,7.11,4.27,1.229,3.349
63.375,7.92,7.21,0.973,4.003
63.45833,5.6,4.95,1.1105,3.012
63.54167,7.19,2.84,0.9745,2.336
63.625,6.4,4.78,1.3975,2.576
63.70833,7.95,5.83,1.204,2.348
63.79167,9.89,7.46,1.05,2.735
63.875,7.34,7.82,1.313,3.435
63.95833,8.71,8.34,1.509,2.245
64.04167,9.68,7.51,1.1695,3.164
64.125,7.47,7.25,1.338,4
64.20833,4.36,6.96,1.194,4.002
64.29167,7.03,7.56,0.877,4.001
64.375,7.56,5.83,0.925,4.001
64.45833,8.68,7.45,1.027,4
64.54167,8.82,6.54,1.069,3.096
64.625,9.72,5.75,1.2905,4.002
64.70833,9.6,4.34,1.097,3.156
64.79167,13.51,7.63,0.9295,3.207
64.875,5.67,6.98,1.5305,3.812
64.95833,4.77,6.97,1.1175,4.001
65.04167,7.73,6.09,1.285,3.919
65.125,6.24,6.32,1.415,4.006
65.20833,8.93,5.28,1.077,4.004
65.29167,4.42,5.46,1.074,2.329
65.375,7.24,4.16,1.185,1.832
65.45833,6.65,5.82,1.196,2.579
65.54167,9.56,5.27,1.181,1.968
65.625,8.45,2.15,1.19,2.019
65.70833,7.96,3.75,1.065,2.808
65.79167,5.18,5.99,1.1245,2.282
65.875,7.45,5.16,0.933,2.47
65.95833,7.09,7.3,1.116,2.541
66.04167,7.51,6.56,1.1755,2.478
66.125,8.55,6.82,0.9395,2.715
66.20833,6.39,7.18,1.369,3.41
66.29167,6.7,6.19,1.2885,3.372
66.375,8.81,4.11,0.945,2.273
66.45833,4.48,6.12,1.661,2.991
66.54167,5.4,4.87,1.14,3.256
66.625,6.21,3.91,1.369,2.973
66.70833,6.15,6.08,1.282,4.001
66.79167,7,6.95,1.163,3.012
66.875,5.48,6.91,1.1065,2.892
66.95833,9.05,7.31,1.022,4.001
67.04167,8.09,7.1,0.934,3.136
67.125,5.84,7.53,1.025,4
67.20833,7.45,4.5,1.068,2.43
67.29167,7.13,7.8,1.286,1.811
67.375,8.52,8.21,1.45,2.384
67.45833,5.27,6.23,1.24,2.827
67.54167,7.7,4.5,0.9335,2.219
67.625,5.76,7.3,1.489,2.308
67.70833,10.85,8.12,1.073,2.731
67.79167,10.5,5.88,1.2565,2.69
67.875,8.51,5.94,1.3445,3.088
67.95833,10.05,5.23,1.095,3.736
68.04167,7.56,8.6,1.478,3.097
68.125,5.72,10.8,1.285,3.123
68.20833,6.2,10.29,1.3565,3.185
68.29167,6.32,7.26,1.5135,2.75
68.375,6.83,10.58,1.154,3.013
68.45833,8.68,11,1.386,2.521
68.54167,7.33,11.58,1.313,3.237
68.625,8.91,14.84,0.892,2.863
68.70833,7.82,10.56,1.501,2.752
68.79167,6.36,6.38,0.953,3.402
68.875,7.94,7.19,1.291,2.38
68.95833,6.73,9.92,1.189,2.512
69.04167,8.96,9.03,1.175,2.145
69.125,8.13,7.52,1.486,2.163
69.20833,8.32,8,1.253,3.146
69.29167,7.31,8.25,1.328,2.914
69.375,6.55,8.77,1.231,3.641
69.45833,6.73,10.53,1.184,1.915
69.54167,7.35,5.05,1.054,2.043
69.625,6.63,5.95,1.1905,1.967
69.70833,8.31,3.81,0.9765,1.957
69.79167,8.28,4.96,0.873,2.036
69.875,5.05,5.67,1.5845,2.398
69.95833,7.7,6.5,1.1615,2.277
70.04167,8,8.46,1.581,2.56
70.125,9.25,8.95,1.259,2.832
70.20833,9.21,8.03,1.1905,2.78
70.29167,2.7,9.17,1.585,2.739
70.375,9.35,7.16,0.91,2.569
70.45833,8.59,5.03,1.508,2.299
70.54167,5.95,5.38,1.158,2.406
70.625,5.94,7.31,1.393,2.566
70.70833,7.14,6.28,1.3165,2.548
70.79167,10.01,4.81,0.795,2.407
70.875,5.93,6.19,1.302,2.712
70.95833,6.18,4.94,1.267,2.425
71.04167,6.28,5.56,1.4715,2.37
71.125,8.52,6.63,1.323,2.434
71.20833,7.67,8.63,0.996,2.51
71.29167,5.47,5.54,1.6,2.664
71.375,8.11,7.7,0.961,2.811
71.45833,8.25,8.74,1.2485,2.725
71.54167,7.44,5,1.052,2.508
71.625,5.35,5.09,1.1215,2.708
71.70833,5.03,7.41,1.483,2.218
71.79167,9.5,9.7,1.046,2.387
71.875,7.09,7.33,1.3915,2.404
71.95833,6.5,9.94,0.9665,2.176
72.04167,5.68,10.76,1.118,2.37
72.125,9.83,7.76,1.1545,2.213
72.20833,9.44,7.64,1.139,2.468
72.29167,7.37,10.26,1.659,2.863
72.375,6.1,10.01,1.373,2.541
72.45833,7.78,7.83,1.482,2.574
72.54167,9.48,10.83,1.198,3.023
72.625,6.81,12.6,1.049,3.382
72.70833,5.16,9.91,1.228,3.271
72.79167,9.51,7.73,0.907,3.129
72.875,8.79,11.19,1.43,3.491
72.95833,7.24,11.15,0.8235,3.724
73.04167,5.25,7.93,1.518,3.734
73.125,6.86,5.77,0.852,3.169
73.20833,9.55,7.87,1.51,4
73.29167,9.15,6.53,0.738,4.003
73.375,7.82,6.87,1.187,3.771
73.45833,5.92,10.32,1.18,2.575
73.54167,9.27,5.41,1.019,1.954
73.625,4.72,4.52,1.312,1.807
73.70833,8.37,6.88,0.932,1.665
73.79167,6.05,6.2,1.2815,2.04
73.875,7.03,3.83,0.923,1.599
73.95833,8.65,4.13,1.1585,1.619
74.04167,6.1,3.1,1.107,1.623
74.125,6.61,4.26,0.95,1.307
74.20833,6.85,6.36,1.042,1.262
74.29167,7.31,5.67,1.0525,1.451
74.375,7.16,5.92,0.9605,1.303
74.45833,6.76,5.12,1.0455,1.29
74.54167,6.3,8.04,0.984,1.24
74.625,6.49,1.84,0.999,1.168
74.70833,6.31,8.08,1.0075,1.234
74.79167,6.35,2.12,1.05,1.182
74.875,6.92,6.42,0.9965,1.183
74.95833,6.71,2.85,0.9885,1.118
75.04167,6.71,8.53,1.0075,1.14
75.125,6.91,1.43,1.005,1.111
75.20833,6.39,6.99,1.007,1.167
75.29167,5.75,2.03,1.023,1.191
75.375,6.4,6.43,1.0635,1.218
75.45833,8.34,5.46,1.069,1.165
75.54167,6.5,7.43,0.994,1.102
75.625,6.41,9.58,1.001,1.128
75.70833,6.38,9.81,1.06,1.132
75.79167,5.92,10.65,1.0125,1.105
75.875,6.58,10.06,0.9645,1.112
75.95833,5.88,12.1,1.086,1.204
76.04167,7.2,12.49,1.0075,1.143
76.125,6.4,12.59,0.9795,1.094
76.20833,6.86,10.51,0.995,1.154
76.29167,6.89,10.12,0.98,1.09
76.375,5.91,12.08,0.993,1.087
76.45833,6.44,13.56,0.987,1.188
76.54167,5.96,11.33,0.982,1.144
76.625,6.62,10.33,1.011,1.184
76.70833,6.47,9.78,1.001,1.14
76.79167,6.79,10.96,1.013,1.144
76.875,6.005,8.26,0.932,1.107
76.95833,6.29,8,1.01,1.161
77.04167,6.97,10.81,0.957,1.133
77.125,6.41,8.86,1.01,1.199
77.20833,6.76,13.19,1.0155,1.129
77.29167,6.88,11.77,1.012,1.099
77.375,8.2,17,0.938,1.168
77.45833,7.4,15.85,0.941,1.306
77.54167,6.99,12.44,1.044,1.363
77.625,6.65,16.11,1.0125,1.25
77.70833,6.87,11.99,0.973,1.188
77.79167,5.87,16.32,1.023,1.323
77.875,5.46,12.51,1.014,1.171
77.95833,6.23,15.92,1.0385,1.137
78.04167,6.82,10.69,0.971,1.14
78.125,7.26,16.02,0.972,1.137
78.20833,6.75,11.52,1.003,1.202
78.29167,7.59,16.47,1.005,1.207
78.375,6.55,12.11,1.0335,1.106
78.45833,6.8,15.78,0.975,1.223
78.54167,7.12,13.51,1.0005,1.243
78.625,6.32,13.08,1.033,1.176
78.70833,7.06,14.44,0.963,1.117
78.79167,6.49,14.65,1.015,1.122
78.875,6.41,15.95,1.0175,1.126
78.95833,6.62,17.52,1.024,1.181
79.04167,6.37,13.84,0.975,1.06
79.125,6.34,19.41,0.999,1.044
79.20833,6.93,17.15,0.9565,1.049
79.29167,7.29,12.66,1.013,1.14
79.375,6.7,18.96,0.98,1.095
79.45833,7.12,13.61,1.006,1.104
79.54167,6.8,19.89,1.021,1.066
79.625,6.13,12.04,1.023,1.087
79.70833,6.26,17.29,1.006,1.148
79.79167,6.36,9.79,1.02,1.151
79.875,6.84,14.28,1.012,1.117
79.95833,6.32,10.76,1.004,1.105
80.04167,7.34,13.27,1.0385,1.138
80.125,6.75,10.34,1.0385,1.166
80.20833,6.34,13.52,1.007,1.131
80.29167,7.08,12.25,0.962,1.216
80.375,6.2,15.48,1.024,1.141
80.45833,6.7,13.23,0.989,1.212
80.54167,6.75,16.32,1.031,1.108
80.625,6.85,13.96,1.01,1.185
80.70833,6.48,17.09,1.01,1.195
80.79167,5.69,13.99,0.9755,1.146
80.875,6.2,16.87,0.9885,1.224
80.95833,6.89,14.87,0.998,1.216
81.04167,6.26,15.7,1.011,1.122
81.125,6.52,13.68,0.9865,1.055
81.20833,6.13,11.56,0.976,1.059
81.29167,5.96,13.56,1.007,1.068
81.375,5.64,13.96,1.0065,1.086
81.45833,6.09,11.72,0.9755,1.128
81.54167,6.47,12.8,1.017,1.131
81.625,6.26,9.94,1.006,1.138
81.70833,6.84,12.01,0.9885,1.154
81.79167,6.57,11.8,0.986,1.118
81.875,6.44,12.04,1.01,1.094
81.95833,6.67,14.16,1.0325,1.128
82.04167,6.39,12.91,1.0505,1.172
82.125,6.44,13.64,1.0535,1.143
82.20833,7.04,14.46,1.052,1.107
82.29167,6.52,13.07,1.06,1.174
82.375,6.38,16.5,1.0135,1.082
82.45833,6.61,15.77,1.005,1.079
82.54167,6.33,15.51,1.0295,1.099
82.625,6.87,13.73,1.025,1.117
82.70833,6.86,13.63,0.998,1.086
82.79167,7.13,12.68,1.001,1.095
82.875,7.01,12.6,0.984,1.141
82.95833,6.43,11.51,1.026,1.127
83.04167,7.13,11.76,1.013,1.148
83.125,7.33,11.53,0.9855,1.096
83.20833,6.99,12.71,1.034,1.186
83.29167,7.35,13.32,0.995,1.153
83.375,6.97,17.56,0.979,1.1
83.45833,7.09,18.3,1.0215,1.082
83.54167,6.65,14.78,1.0195,1.189
83.625,6.8,16.19,0.977,1.117
83.70833,6.62,13.65,1.006,1.104
83.79167,7.16,17.04,0.987,1.143
83.875,7.47,13.69,1.03,1.173
83.95833,6.78,14.68,1.018,1.079
84.04167,6.85,13.84,1.006,1.113
84.125,6.94,16.39,0.988,1.077
84.20833,6.98,16.27,1.036,1.181
84.29167,7.12,17.12,1.0275,1.175
84.375,7.24,15.29,0.998,1.097
84.45833,6.93,17.61,0.991,1.139
84.54167,6.57,17.7,0.9815,1.055
84.625,6.59,15.68,0.9995,1.083
84.70833,6.62,17.01,1.0375,1.121
84.79167,6.19,17.81,0.996,1.066
84.875,6.61,16.89,0.9855,1.123
84.95833,7.1,15.93,0.9815,1.126
85.04167,6.68,19.3,0.982,1.145
85.125,6.87,16.55,0.989,1.097
85.20833,6.68,21.92,1.008,1.136
85.29167,6.8,17.38,1.005,1.095
85.375,6.47,21.18,0.9875,1.095
85.45833,6.28,18.42,0.973,1.089
85.54167,6.54,19.5,0.983,1.064
85.625,6.61,20.39,1.018,1.081
85.70833,5.96,22.23,1.035,1.133
85.79167,5.94,22,1.0365,1.102
85.875,6.24,20.28,0.973,1.108
85.95833,6.7,21.49,0.9955,1.106
86.04167,6.57,18.4,1.0005,1.132
86.125,6.95,17.4,1.003,1.101
86.20833,6.78,18.1,1.014,1.096
86.29167,6.86,15.66,1.011,1.11
86.375,6.86,18.11,1.008,1.058
86.45833,6.1,15.05,1.0255,1.128
86.54167,6.26,20.23,0.9835,1.152
86.625,6.76,15.86,0.975,1.119
86.70833,7.15,14.54,0.969,1.114
86.79167,6.88,16.36,1.0165,1.076
86.875,6.37,14.9,1.0265,1.124
86.95833,6.56,17.32,1.0265,1.075
87.04167,6.67,16.31,1.018,1.074
87.125,7.22,14.92,0.96,1.004
87.20833,6.91,12.64,0.99,1.057
87.29167,6.65,19.56,0.9945,1.041
87.375,6.29,17.3,0.988,1.076
87.45833,7.13,16.71,1.005,1.117
87.54167,7.26,18.44,1.013,1.122
87.625,8.34,19.71,1.005,1.104
87.70833,7.27,18.48,1.046,1.1
87.79167,7.35,18,1.017,1.098
87.875,7.16,17.24,1.019,1.082
87.95833,6.99,15.56,0.994,1.058
88.04167,7.69,14.56,0.9895,1.037
88.125,6.47,21.13,0.9755,1.048
88.20833,7.32,19.84,1,1.05
88.29167,8.09,15.52,1.013,1.148
88.375,7.01,24.42,1.0085,1.045
88.45833,7.09,19.76,0.93,1.112
88.54167,7.38,20.69,0.9815,1.093
88.625,7.28,21.72,0.988,1.051
88.70833,7.48,16.91,1.016,1.074
88.79167,6.16,16.7,1.067,1.124
88.875,7.39,16.34,1.0185,1.087
88.95833,7.36,15.8,0.948,1.067
89.04167,7.55,14.84,1.042,1.088
89.125,6.25,18.2,1.0115,1.07
89.20833,6.81,19.36,0.981,1.067
89.29167,7.27,17.23,0.976,1.08
89.375,7.49,16.12,0.9705,1.11
89.45833,7.31,17.08,1.0205,1.079
89.54167,6.91,12.16,1.011,1.113
89.625,6.74,16.81,0.992,1.054
89.70833,7.07,15.25,0.956,1.073
89.79167,7.1,14.8,1.0195,1.081
89.875,7.68,18.62,1.02,1.146
89.95833,6.95,12.54,0.997,1.071
90.04167,6.76,18.73,0.977,1.044
90.125,7.67,16.56,0.959,1.037
90.20833,7.67,14.58,1.0105,1.035
90.29167,7.71,19.2,0.963,1.029
90.375,6.95,15.37,0.972,1.013
90.45833,7.47,14.6,1.0085,1.035
90.54167,6.05,20.6,1.035,1.088
90.625,6.56,16.98,0.9795,1.055
90.70833,7.06,19.89,0.9665,1.022
90.79167,6.39,19.88,0.9975,1.046
90.875,7.1,15.71,0.972,1.007
90.95833,7.32,16.83,0.98,1.005
91.04167,6.63,20.93,1.0025,1.025
91.125,6.71,16.27,0.966,1.069
91.20833,7.3,17.23,0.972,1.048
91.29167,6.75,17.95,1.0065,1.056
91.375,6.9,16.65,1.0345,1.074
91.45833,6.5,18.64,0.9995,1.065
91.54167,6.78,13.96,0.9605,1.049
91.625,7.38,16.16,0.994,1.082
91.70833,7.01,19.89,1.042,1.098
91.79167,6.84,15.17,0.997,1.133
91.875,6.75,19.81,1.029,1.064
91.95833,6.5,16.62,0.977,1.062
92.04167,7.04,19.12,0.9865,1.082
92.125,7.11,20.49,1.011,1.095
92.20833,7.05,17.96,1.0195,1.068
92.29167,6.87,22.14,1.0255,1.045
92.375,6.1,17.73,1.0005,1.046
92.45833,7.27,19.82,0.96,1.046
92.54167,6.38,21.29,1.03,1.083
92.625,6.91,15.76,0.994,1.08
92.70833,6.43,22.45,0.996,1.044
92.79167,6.89,19.27,0.967,1.035
92.875,7.09,16.74,1.014,1.088
92.95833,6.57,22.72,1.019,1.062
93.04167,6.63,15.77,0.982,1.016
93.125,6.78,19.75,0.951,1.019
93.20833,6.88,20.78,1.033,1.059
93.29167,6.59,13.91,1.025,1.071
93.375,6.76,20.15,0.961,1.086
93.45833,6.72,15.85,0.99,1.038
93.54167,7.13,16.37,1.0045,1.053
93.625,6.62,17.95,1.0165,1.094
93.70833,6.46,12.32,0.981,1.063
93.79167,7.22,14.74,0.95,1.06
93.875,6.7,16.29,1.007,1.062
93.95833,6.05,12.6,0.9265,1.057
94.04167,7.09,12.73,0.9965,1.045
94.125,6.48,13.84,1.0135,1.084
94.20833,6.9,10.6,0.9745,1.062
94.29167,7.12,13.86,0.964,1.063
94.375,7.13,13.9,1.017,1.072
94.45833,6.06,9.99,1.045,1.084
94.54167,6.71,15.68,0.9775,1.075
94.625,6.93,11.94,0.959,1.047
94.70833,7.13,13.18,0.955,1.083
94.79167,6.07,15.75,0.999,1.062
94.875,6.61,14.22,0.955,1.037
94.95833,7.02,13.73,1.0125,1.034
95.04167,6.17,17.35,1,1.039
95.125,7.31,16.89,0.947,1.019
95.20833,6.99,14.9,1.041,1.061
95.29167,6.29,15.02,0.974,1.02
95.375,7.02,11.19,0.975,1.012
95.45833,7.08,12.84,0.9855,1.003
95.54167,6.91,14.26,0.962,1.016
95.625,6.79,9.67,0.9815,1.021
95.70833,6.66,9.86,0.9915,1.033
95.79167,7.24,10.38,0.9305,1
95.875,6.34,8.52,1.008,1.035
95.95833,6.73,10.82,0.9545,1.053
96.04167,6.83,12.66,0.982,1.025
96.125,6.54,12.61,0.996,1.027
96.20833,6.94,14.93,0.957,1.046
96.29167,7.29,14.92,0.99,1.048
96.375,6.13,16.19,1.0205,1.072
96.45833,6.6,17.49,0.973,1.033
96.54167,6.99,15.83,0.994,1.095
96.625,7.05,16.05,0.974,1.055
96.70833,6.79,17.86,1.04,1.098
96.79167,7.08,14.85,0.992,1.052
96.875,6.73,17.29,0.973,1.044
96.95833,7.19,14.22,0.939,1.053
97.04167,6.66,14.3,1.0075,1.05
97.125,6.48,16.29,1.0125,1.095
97.20833,7.16,11.68,0.9875,1.08
97.29167,7.37,10.82,0.983,1.1
97.375,7.87,12.41,1.034,1.099
97.45833,7.06,11.6,0.985,1.048
97.54167,6.71,15.73,0.953,1.042
97.625,7.39,13.08,0.931,1.056
97.70833,6.84,11.17,1.027,1.068
97.79167,7.62,18.03,1.017,1.056
97.875,7.11,13.39,0.958,1.013
97.95833,7.37,12.61,1.0015,1.063
98.04167,6.95,15.89,1.019,1.058
98.125,6.87,13.31,0.98,1.066
98.20833,7.58,13.42,0.9685,1.056
98.29167,7.56,12.51,0.996,1.053
98.375,7.27,12,0.9945,1.048
98.45833,7.48,10.9,0.934,1.026
98.54167,7.39,12.51,1.043,1.071
98.625,6.62,10.98,1.007,1.07
98.70833,7.4,8.49,0.966,1.027
98.79167,7.35,8.5,0.985,1.059
98.875,6.84,5.85,0.998,1.056
98.95833,7.1,6.6,0.988,1.054
99.04167,7.94,5.89,0.963,1.051
99.125,7.46,5.33,1.0155,1.057
99.20833,7.1,4.32,1.0105,1.047
99.29167,7.01,3.46,0.944,1.026
99.375,7.31,3.2,0.998,1.064
99.45833,7.31,4.16,1.012,1.069
99.54167,6.69,3.86,0.967,1.021
99.625,7.11,6.44,0.961,1.026
99.70833,6.82,8.03,1.015,1.029
99.79167,7.14,4.81,0.947,1.008
99.875,7.16,7.26,0.9625,1.011
99.95833,6.84,10.94,1.008,1.064
100.04167,7.27,7.09,0.9945,1.044
100.125,6.7,12.45,0.968,1.027
100.20833,7.5,11.72,0.997,1.039
100.29167,6.5,8.9,0.996,1.059
100.375,6.67,12.36,0.946,1.036
100.45833,7.16,12.2,0.97,1.059
100.54167,6.73,10.75,0.9885,1.028
100.625,6.52,15.3,0.972,1.03
100.70833,7.16,12.3,0.9355,1.045
100.79167,6.17,9.21,1.021,1.056
100.875,6.81,15.17,0.981,1.039
100.95833,7.36,11.94,0.965,1.027
101.04167,6.34,12.36,0.998,1.034
101.125,6.41,16.97,1.002,1.046
101.20833,7.01,13.31,0.951,1.031
101.29167,6.7,13.48,0.996,1.029
101.375,6.48,18.77,0.978,0.997
101.45833,6.85,17.27,0.977,0.992
101.54167,6.55,14.17,0.975,0.983
101.625,6.42,16.92,0.989,1
101.70833,6.88,18.86,0.97,0.989
101.79167,6.37,17.71,0.9845,0.999
101.875,6.82,16.44,0.965,0.986
101.95833,6.59,20.2,0.991,1.006
102.04167,7.09,21.25,0.963,0.987
102.125,6.4,17.45,0.988,1.001
102.20833,6.76,19.14,0.961,0.989
102.29167,6.43,22.54,1.009,1.031
102.375,6.89,19.24,0.9415,0.99
102.45833,6.79,15.84,1.004,1.038
102.54167,6.51,19.68,0.992,1.005
102.625,6.72,18.88,0.9565,1.004
102.70833,6.76,16.12,1.0045,1.023
102.79167,6.86,15.83,0.953,0.998
102.875,6.6,15.62,0.9635,1.031
102.95833,6.15,16.58,1.013,1.024
103.04167,7.02,18.4,0.943,1.02
103.125,7.07,19.22,1.016,1.034
103.20833,6.08,20.13,0.985,1.03
103.29167,7.39,20.94,0.958,1.036
103.375,6.48,22.33,0.9985,1.023
103.45833,6.94,22.96,0.949,1.006
103.54167,6.74,19.27,0.988,1.01
103.625,6.84,18.95,0.969,0.991
103.70833,6.88,22.14,0.971,0.99
103.79167,7.08,23.19,0.9885,0.999
103.875,7.38,19.98,0.9555,0.971
103.95833,6.61,22.9,0.988,1.004
104.04167,6.97,25.08,0.9555,1.013
104.125,7.6,23.7,1.005,1.025
104.20833,6.51,22.69,0.963,1.021
104.29167,7.42,25.24,0.9555,1.031
104.375,7.08,26.06,1.006,1.027
104.45833,7.03,23.63,0.936,1.003
104.54167,7.37,22.54,1.0045,1.035
104.625,7.16,22.7,0.986,1.011
104.70833,7.47,20.31,0.942,1.001
104.79167,7.39,20.4,1.0035,1.045
104.875,6.89,22.13,0.974,1.009
104.95833,7.73,20.53,0.956,1.035
105.04167,6.95,18.11,1.017,1.037
105.125,7.03,20.94,0.962,0.99
105.20833,7.48,20.25,0.9985,1.019
105.29167,7.24,18.78,1.011,1.03
105.375,7.14,21.78,0.966,0.998
105.45833,7.71,22.05,0.999,1.024
105.54167,6.67,18.23,0.9875,1.01
105.625,7.31,21,0.976,1.032
105.70833,6.72,25.77,1.002,1.02
105.79167,7.83,23.58,0.9455,1.017
105.875,6.71,21.14,0.984,1.029
105.95833,7.3,24.21,0.946,1.026
106.04167,6.83,25.5,0.9895,1.007
106.125,7.24,21.35,0.9515,0.985
106.20833,-8.25,19.11,0.5835,3.1
106.29167,-58.07,19.06,0.283,1.762
106.375,-81.45,21.29,0.94,4.196
106.45833,-88.24,28.4,1.022,3.387
106.54167,-91.58,23.71,1.113,4.014
106.625,-92.33,17.54,1.197,4.145
106.70833,-88.44,16.92,1.1315,4.318
106.79167,-87.89,16.24,1.191,4.248
106.875,-86.98,12.72,1.2225,2.162
106.95833,-81.53,8.67,1.177,1.497
107.04167,-79.94,20.66,1.1935,1.482
107.125,-77.37,10.92,1.186,1.693
107.20833,-76.37,6.07,1.212,1.686
107.29167,-73.43,12.43,1.2,1.374
107.375,-71.03,16.84,1.23,1.696
107.45833,-69.71,17.14,1.198,1.45
107.54167,-67.39,18.2,1.167,1.369
107.625,-67.58,21.06,1.221,1.517
107.70833,-64.51,25.4,1.159,1.362
107.79167,-62.43,10.52,1.174,1.403
107.875,-57.58,6.15,1.141,1.389
107.95833,-55.94,5.3,1.127,1.299
108.04167,-58.63,19.05,1.216,1.621
108.125,-57.25,15.92,1.1915,1.6
108.20833,-52.77,19.24,1.16,1.427
108.29167,-53.75,25.69,1.1615,1.395
108.375,-53.67,27.23,1.177,1.47
108.45833,-52.47,20.31,1.198,1.694
108.54167,-50.57,23.18,1.154,1.424
108.625,-50.55,18.18,1.248,1.508
108.70833,-49.98,16.38,1.235,1.724
108.79167,-48.13,8.57,1.204,1.454
108.875,-47.79,13.63,1.217,1.407
108.95833,-47.16,15.59,1.2325,1.438
109.04167,-46.5,18.1,1.251,1.863
109.125,-45.85,18.52,1.23,1.622
109.20833,-44.73,15.47,1.2225,1.522
109.29167,-43.09,11.17,1.19,1.459
109.375,-42.16,5.23,1.2315,1.629
109.45833,-40.19,4.81,1.202,1.606
109.54167,-39.14,5.76,1.166,1.426
109.625,-40.81,5.99,1.1995,1.423
109.70833,-40.52,5.5,1.198,1.564
109.79167,-39.11,8.46,1.189,1.348
109.875,-37.93,7.39,1.189,1.466
109.95833,-35.08,6.62,1.0875,1.483
110.04167,-36.93,2.8,1.1365,1.461
110.125,-34.14,5.76,1.117,1.579
110.20833,-35.38,4.52,1.143,1.484
110.29167,-33.66,10.9,1.1725,1.46
110.375,-33.91,9.38,1.193,1.595
110.45833,-33.7,8.5,1.181,1.571
110.54167,-32.99,12.45,1.212,1.58
110.625,-28.84,14.4,1.0705,1.609
110.70833,-31.83,4.89,1.1425,1.697
110.79167,-30.03,7.24,1.08,1.495
110.875,-32.31,3.8,1.165,1.687
110.95833,-29.97,5.67,1.186,1.752
111.04167,-31.12,5.16,1.188,1.546
111.125,-31.38,8.44,1.161,1.479
111.20833,-30.99,8.19,1.1495,1.383
111.29167,-29.57,4.49,1.1655,1.82
111.375,-28.87,7.42,1.085,1.722
111.45833,-27.79,5.06,1.122,1.764
111.54167,-27.88,4.32,1.126,1.666
111.625,-27.48,8.87,1.1055,1.681
111.70833,-28.85,7.83,1.116,1.939
