elapsed_min,vertical_up_mps,ground_speed_mps,accel_mag_g,accel_mag_max_g
165.79167,0.01,0.03,1.0465,1.052
165.875,-0.08,0.04,1.046,1.056
165.95833,0.03,0.05,1.047,1.053
166.04167,0.04,0.03,1.046,1.06
166.125,-0.06,0.06,1.048,1.058
166.20833,0.06,0.07,1.047,1.057
166.29167,-0.08,0.12,1.047,1.058
166.375,0,0.08,1.046,1.055
166.45833,0.07,0.08,1.046,1.057
166.54167,0.02,0.05,1.045,1.058
166.625,-0.01,0.08,1.047,1.058
166.70833,0.04,0.06,1.045,1.057
166.79167,-0.02,0.08,1.048,1.055
166.875,0.01,0.05,1.0455,1.054
166.95833,0,0.09,1.047,1.052
167.04167,0.04,0.06,1.046,1.055
167.125,-0.13,0.14,1.046,1.055
167.20833,0.06,0.08,1.047,1.055
167.29167,-0.05,0.09,1.046,1.055
167.375,-0.04,0.24,1.046,1.056
167.45833,-0.03,0.08,1.047,1.055
167.54167,-0.02,0.06,1.045,1.06
167.625,0.07,0.04,1.047,1.057
167.70833,0.01,0.07,1.047,1.056
167.79167,-0.01,0.08,1.046,1.057
167.875,0.08,0.06,1.0465,1.058
167.95833,-0.05,0.08,1.045,1.052
168.04167,0.04,0.04,1.046,1.057
168.125,-0.02,0.05,1.046,1.057
168.20833,-0.02,0.04,1.045,1.056
168.29167,-0.07,0.03,1.045,1.053
168.375,0.03,0.06,1.046,1.056
168.45833,-0.05,0.08,1.046,1.053
168.54167,0.01,0.07,1.047,1.056
168.625,-0.04,0.06,1.047,1.057
168.70833,0.09,0.03,1.047,1.054
168.79167,-0.03,0.06,1.046,1.054
168.875,-0.03,0.12,1.047,1.057
168.95833,0.07,0.03,1.047,1.054
169.04167,-0.07,0.1,1.045,1.055
169.125,0.03,0.06,1.046,1.054
169.20833,0.05,0.09,1.046,1.056
169.29167,0.05,0.05,1.048,1.056
169.375,-0.02,0.09,1.045,1.053
169.45833,0.01,0.05,1.047,1.056
169.54167,-0.15,0.13,1.0465,1.055
169.625,-0.04,0.09,1.0465,1.057
169.70833,0.03,0.07,1.046,1.054
169.79167,-0.07,0.09,1.044,1.056
169.875,-0.13,0.15,1.046,1.059
169.95833,-0.05,0.05,1.0465,1.056
170.04167,0.02,0.07,1.046,1.054
170.125,-0.05,0.07,1.047,1.054
170.20833,0.06,0.1,1.045,1.059
170.29167,0.05,0.04,1.0475,1.055
170.375,0.02,0.12,1.046,1.054
170.45833,0.13,0.1,1.045,1.055
170.54167,0.04,0.11,1.046,1.054
170.625,-0.07,0.05,1.046,1.057
170.70833,-0.07,0.05,1.046,1.052
170.79167,-0.04,0.06,1.045,1.061
170.875,-0.04,0.06,1.045,1.059
170.95833,-0.02,0.07,1.046,1.054
171.04167,-0.02,0.06,1.0445,1.054
171.125,0,0.02,1.047,1.055
171.20833,-0.05,0.06,1.046,1.059
171.29167,0.01,0.07,1.045,1.055
171.375,0.03,0.07,1.046,1.053
171.45833,0.01,0.05,1.046,1.054
171.54167,-0.06,0.04,1.046,1.054
171.625,0,0.06,1.046,1.054
171.70833,0.055,0.09,1.045,1.054
171.79167,-0.04,0.07,1.045,1.057
171.875,-0.03,0.08,1.045,1.05
171.95833,0.02,0.03,1.045,1.057
172.04167,-0.05,0.06,1.045,1.057
172.125,-0.01,0.04,1.045,1.054
172.20833,0.03,0.05,1.046,1.056
172.29167,-0.01,0.07,1.045,1.052
172.375,-0.11,0.06,1.046,1.055
172.45833,0.01,0.14,1.046,1.055
172.54167,-0.08,0.06,1.045,1.054
172.625,-0.06,0.07,1.045,1.057
172.70833,0.01,0.05,1.044,1.054
172.79167,-0.07,0.05,1.0445,1.054
172.875,0,0.1,1.046,1.057
172.95833,0.03,0.09,1.045,1.055
173.04167,-0.02,0.09,1.046,1.054
173.125,0.11,0.16,1.045,1.055
173.20833,0.02,0.11,1.043,1.053
173.29167,0.1,0.06,1.046,1.054
173.375,0.02,0.05,1.045,1.056
173.45833,0.02,0.08,1.045,1.054
173.54167,-0.02,0.05,1.045,1.057
173.625,0.06,0.05,1.045,1.054
173.70833,-0.05,0.06,1.044,1.054
173.79167,0.03,0.07,1.046,1.054
173.875,0.03,0.1,1.046,1.059
173.95833,0.07,0.1,1.046,1.053
174.04167,-0.06,0.07,1.0445,1.054
174.125,-0.03,0.05,1.044,1.052
174.20833,-0.03,0.05,1.046,1.055
174.29167,0.07,0.08,1.046,1.053
174.375,-0.01,0.07,1.045,1.056
174.45833,-0.03,0.08,1.045,1.052
174.54167,-0.05,0.07,1.044,1.054
174.625,-0.02,0.11,1.045,1.054
174.70833,0.03,0.1,1.045,1.054
174.79167,-0.08,0.08,1.045,1.053
174.875,-0.04,0.18,1.044,1.055
174.95833,0.17,0.1,1.045,1.055
175.04167,0.05,0.06,1.045,1.054
175.125,0.05,0.09,1.045,1.057
175.20833,-0.07,0.16,1.0455,1.059
175.29167,0.04,0.15,1.004,1.326
175.375,0.13,0.39,1.012,1.652
175.45833,-0.17,0.25,1.03,1.108
175.54167,0.01,0.14,1.027,1.406
175.625,0.14,0.19,0.971,1.421
175.70833,-0.13,0.13,0.977,1.043
175.79167,-0.04,0.09,0.9765,1.001
175.875,0.04,0.09,0.9795,1.055
175.95833,0,0.05,0.9865,0.993
176.04167,0.02,0.06,0.985,0.996
176.125,0.02,0.03,0.987,0.997
176.20833,0.13,0.07,0.986,0.992
176.29167,0.08,0.06,0.986,0.997
176.375,0.07,0.04,0.986,0.994
176.45833,0.09,0.04,0.986,0.994
176.54167,-0.05,0.03,0.987,1.001
176.625,0,0.09,0.987,0.995
176.70833,-0.06,0.04,0.985,0.997
176.79167,-0.02,0.07,0.985,0.993
176.875,-0.03,0.06,0.986,0.995
176.95833,0.06,0.09,0.986,0.997
177.04167,-0.09,0.08,0.986,0.996
177.125,0.06,0.08,0.986,0.994
177.20833,0.04,0.14,0.986,0.996
177.29167,-0.01,0.05,0.9865,0.996
177.375,0.18,0.05,0.986,0.994
177.45833,-0.05,0.09,0.985,0.994
177.54167,0.06,0.04,0.985,0.992
177.625,0.06,0.08,0.986,0.996
177.70833,-0.09,0.07,0.987,0.996
177.79167,-0.08,0.06,0.986,0.998
177.875,0.08,0.05,0.9865,0.997
177.95833,-0.03,0.02,0.985,1
178.04167,0.03,0.04,0.987,0.995
178.125,0.06,0.05,0.986,0.994
178.20833,0.06,0.05,0.986,0.996
178.29167,-0.01,0.05,0.986,0.995
178.375,0.08,0.04,0.9875,0.993
178.45833,0,0.05,0.986,0.996
178.54167,0,0.04,0.987,0.995
178.625,0.02,0.03,0.986,0.996
178.70833,0,0.05,0.987,0.995
178.79167,0.1,0.15,0.986,0.995
178.875,-0.1,0.12,0.987,0.997
178.95833,-0.13,0.11,0.987,0.994
179.04167,-0.09,0.07,0.986,0.997
179.125,-0.04,0.07,0.987,0.996
179.20833,-0.04,0.07,0.9865,0.992
179.29167,0.04,0.04,0.987,0.996
179.375,0.03,0.05,0.987,0.995
179.45833,-0.02,0.07,0.986,1.001
179.54167,0.18,0.16,0.986,0.995
179.625,0.03,0.08,0.9865,0.996
179.70833,-0.05,0.07,0.986,0.994
179.79167,-0.03,0.07,0.9865,0.996
179.875,-0.1,0.05,0.9855,0.996
179.95833,-0.01,0.07,0.987,0.999
180.04167,0.03,0.07,0.9865,0.997
180.125,0.02,0.08,0.987,0.994
180.20833,0.05,0.04,0.985,0.995
180.29167,-0.01,0.05,0.986,0.998
180.375,-0.1,0.06,0.987,0.994
180.45833,0.07,0.03,0.987,0.994
180.54167,0.03,0.05,0.987,0.996
180.625,-0.03,0.06,0.987,1.001
180.70833,0.04,0.03,0.987,0.996
180.79167,-0.02,0.06,0.987,0.994
180.875,-0.01,0.04,0.987,0.996
180.95833,0.03,0.04,0.987,0.996
181.04167,0.09,0.04,0.987,0.995
181.125,0.03,0.05,0.987,0.995
181.20833,0.04,0.02,0.987,0.995
181.29167,0.06,0.05,0.988,1.001
181.375,0.09,0.05,0.9865,0.995
181.45833,-0.03,0.05,0.988,0.993
181.54167,0.04,0.1,0.987,0.997
181.625,-0.04,0.03,0.9865,0.994
181.70833,0.04,0.04,0.9875,0.997
181.79167,0.1,0.05,0.988,0.997
181.875,-0.01,0.07,0.986,0.996
181.95833,0.11,0.04,0.986,0.997
182.04167,-0.05,0.05,0.986,0.995
182.125,0.01,0.05,0.987,0.996
182.20833,-0.01,0.05,0.988,0.997
182.29167,-0.01,0.06,0.986,0.995
182.375,-0.02,0.05,0.987,0.997
182.45833,-0.15,0.06,0.9875,0.996
182.54167,0.1,0.09,0.988,0.995
182.625,0.05,0.08,0.987,0.999
182.70833,-0.02,0.06,0.9865,0.999
182.79167,-0.03,0.04,0.985,0.997
182.875,0.02,0.07,0.987,0.995
182.95833,0.03,0.04,0.989,0.996
183.04167,0.07,0.03,0.988,0.989
