elapsed_min,gps_alt_km,baro_alt_km,phase
73.45833,25.041,21.5941,2
73.54167,25.082,21.61603,2
73.625,25.119,21.64514,2
73.70833,25.155,21.66332,2
73.79167,25.188,21.68952,2
73.875,25.228,21.71424,2
73.95833,25.265,21.73668,2
74.04167,25.301,21.76405,2
74.125,25.335,21.78832,2
74.20833,25.369,21.80457,2
74.29167,25.407,21.83231,2
74.375,25.44,21.84869,2
74.45833,25.468,21.87831,2
74.54167,25.501,21.89982,2
74.625,25.536,21.91476,2
74.70833,25.569,21.93975,2
74.79167,25.603,21.96151,2
74.875,25.637,21.98673,2
74.95833,25.669,22.00362,2
75.04167,25.701,22.03075,2
75.125,25.735,22.04948,2
75.20833,25.769,22.07,2
75.29167,25.802,22.09404,2
75.375,25.837,22.11819,2
75.45833,25.872,22.13032,2
75.54167,25.906,22.15639,2
75.625,25.937,22.17734,2
75.70833,25.97,22.19838,2
75.79167,26.002,22.22039,2
75.875,26.033,22.24072,2
75.95833,26.064,22.25847,2
76.04167,26.098,22.28342,2
76.125,26.13,22.3049,2
76.20833,26.161,22.32828,2
76.29167,26.195,22.34634,2
76.375,26.227,22.36809,2
76.45833,26.259,22.38811,2
76.54167,26.291,22.40821,2
76.625,26.322,22.4284,2
76.70833,26.353,22.44682,2
76.79167,26.386,22.46531,2
76.875,26.421,22.49317,2
76.95833,26.449,22.50995,2
77.04167,26.482,22.52961,2
77.125,26.514,22.54935,2
77.20833,26.548,22.57011,2
77.29167,26.582,22.58906,2
77.375,26.621,22.61571,2
77.45833,26.658,22.63962,2
77.54167,26.691,22.66172,2
77.625,26.724,22.68102,2
77.70833,26.758,22.70234,2
77.79167,26.79,22.7218,2
77.875,26.824,22.74721,2
77.95833,26.854,22.76488,2
78.04167,26.888,22.78064,2
78.125,26.922,22.80437,2
78.20833,26.956,22.8322,2
78.29167,26.99,22.85218,2
78.375,27.023,22.87023,2
78.45833,27.057,22.89238,2
78.54167,27.091,22.91665,2
78.625,27.125,22.93291,2
78.70833,27.16,22.95534,2
78.79167,27.194,22.97583,2
78.875,27.227,22.99639,2
78.95833,27.26,23.01705,2
79.04167,27.295,23.03884,2
79.125,27.327,23.0649,2
79.20833,27.36,23.0827,2
79.29167,27.393,23.09845,2
79.375,27.428,23.12378,2
79.45833,27.462,23.14711,2
79.54167,27.496,23.16628,2
79.625,27.529,23.18124,2
79.70833,27.562,23.20915,2
79.79167,27.595,23.22641,2
79.875,27.629,23.2459,2
79.95833,27.661,23.27528,2
80.04167,27.694,23.2873,2
80.125,27.727,23.30703,2
80.20833,27.76,23.32685,2
80.29167,27.792,23.34896,2
80.375,27.825,23.36673,2
80.45833,27.859,23.38456,2
80.54167,27.891,23.40245,2
80.625,27.923,23.42717,2
80.70833,27.956,23.44749,2
80.79167,27.988,23.46789,2
80.875,28.02,23.4861,2
80.95833,28.052,23.50209,2
81.04167,28.083,23.52733,2
81.125,28.115,23.54577,2
81.20833,28.146,23.56196,2
81.29167,28.175,23.58053,2
81.375,28.206,23.60152,2
81.45833,28.237,23.6179,2
81.54167,28.269,23.63434,2
81.625,28.302,23.65556,2
81.70833,28.335,23.67451,2
81.79167,28.365,23.69829,2
81.875,28.398,23.71501,2
81.95833,28.43,23.73179,2
82.04167,28.463,23.75226,2
82.125,28.497,23.77038,2
82.20833,28.531,23.79709,2
82.29167,28.566,23.81416,2
82.375,28.6,23.83376,2
82.45833,28.633,23.85096,2
82.54167,28.665,23.87318,2
82.625,28.7,23.89551,2
82.70833,28.734,23.91544,2
82.79167,28.767,23.93296,2
82.875,28.801,23.96061,2
82.95833,28.834,23.97829,2
83.04167,28.872,23.99604,2
83.125,28.908,24.02407,2
83.20833,28.943,24.03943,2
83.29167,28.979,24.06257,2
83.375,29.015,24.08323,2
83.45833,29.05,24.10659,2
83.54167,29.085,24.12483,2
83.625,29.121,24.14578,2
83.70833,29.155,24.16945,2
83.79167,29.19,24.18265,2
83.875,29.225,24.20652,2
83.95833,29.261,24.22784,2
84.04167,29.296,24.24925,2
84.125,29.331,24.26538,2
84.20833,29.367,24.28967,2
84.29167,29.402,24.30594,2
84.375,29.437,24.32773,2
84.45833,29.472,24.34687,2
84.54167,29.506,24.36885,2
84.625,29.538,24.38817,2
84.70833,29.572,24.41035,2
84.79167,29.607,24.43264,2
84.875,29.64,24.44942,2
84.95833,29.674,24.4719,2
85.04167,29.707,24.48318,2
85.125,29.741,24.50299,2
85.20833,29.775,24.52289,2
85.29167,29.811,24.5486,2
85.375,29.842,24.56582,2
85.45833,29.874,24.58311,2
85.54167,29.906,24.60046,2
85.625,29.935,24.62079,2
85.70833,29.966,24.64121,2
85.79167,29.999,24.65292,2
85.875,30.032,24.67644,2
85.95833,30.064,24.6912,2
86.04167,30.096,24.71343,2
86.125,30.128,24.73278,2
86.20833,30.161,24.74773,2
86.29167,30.195,24.76873,2
86.375,30.228,24.78984,2
86.45833,30.261,24.80801,2
86.54167,30.295,24.8293,2
86.625,30.327,24.84151,2
86.70833,30.358,24.86297,2
86.79167,30.39,24.87527,2
86.875,30.423,24.90309,2
86.95833,30.457,24.9155,2
87.04167,30.491,24.94044,2
87.125,30.528,24.95924,2
87.20833,30.562,24.97811,2
87.29167,30.597,24.99707,2
87.375,30.63,25.01611,2
87.45833,30.665,25.03204,2
87.54167,30.699,25.05764,2
87.625,30.735,25.0705,2
87.70833,30.773,25.08985,2
87.79167,30.808,25.11255,2
87.875,30.842,25.12883,2
87.95833,30.879,25.15172,2
88.04167,30.915,25.17803,2
88.125,30.953,25.19125,2
88.20833,30.98,25.2045,2
88.29167,31.025,25.22446,2
88.375,31.063,25.24786,2
88.45833,31.102,25.27476,2
88.54167,31.135,25.29843,2
88.625,31.172,25.31882,2
88.70833,31.207,25.33247,2
88.79167,31.243,25.3599,2
88.875,31.279,25.37368,2
88.95833,31.315,25.39096,2
89.04167,31.349,25.40484,2
89.125,31.385,25.42574,2
89.20833,31.419,25.44674,2
89.29167,31.454,25.47137,2
89.375,31.49,25.48906,2
89.45833,31.526,25.50681,2
89.54167,31.562,25.52821,2
89.625,31.598,25.54253,2
89.70833,31.634,25.56411,2
89.79167,31.668,25.58218,2
89.875,31.703,25.60396,2
89.95833,31.74,25.61854,2
90.04167,31.776,25.64051,2
90.125,31.811,25.6589,2
90.20833,31.85,25.67367,2
90.29167,31.889,25.70336,2
90.375,31.92,25.71829,2
90.45833,31.955,25.73702,2
90.54167,31.988,25.75206,2
90.625,32.023,25.76338,2
90.70833,32.056,25.78611,2
90.79167,32.088,25.80705,2
90.875,32.122,25.82426,2
90.95833,32.158,25.83577,2
91.04167,32.192,25.85503,2
91.125,32.226,25.87437,2
91.20833,32.262,25.89381,2
91.29167,32.294,25.91725,2
91.375,32.327,25.93295,2
91.45833,32.362,25.9487,2
91.54167,32.397,25.96452,2
91.625,32.43,25.9804,2
91.70833,32.464,26.00833,2
91.79167,32.499,26.02036,2
91.875,32.534,26.04451,2
91.95833,32.569,26.05665,2
92.04167,32.604,26.07694,2
92.125,32.638,26.09734,2
92.20833,32.672,26.10963,2
92.29167,32.707,26.12195,2
92.375,32.741,26.14671,2
92.45833,32.774,26.15499,2
92.54167,32.808,26.17995,2
92.625,32.843,26.19248,2
92.70833,32.877,26.22187,2
92.79167,32.911,26.23031,2
92.875,32.944,26.25148,2
92.95833,32.979,26.26423,2
93.04167,33.013,26.28557,2
93.125,33.047,26.29628,2
93.20833,33.08,26.31994,2
93.29167,33.114,26.33724,2
93.375,33.149,26.34592,2
93.45833,33.183,26.37206,2
93.54167,33.215,26.38957,2
93.625,33.25,26.40276,2
93.70833,33.285,26.42926,2
93.79167,33.319,26.45148,2
93.875,33.352,26.4604,2
93.95833,33.388,26.47382,2
94.04167,33.418,26.49628,2
94.125,33.452,26.51434,2
94.20833,33.487,26.53248,2
94.29167,33.523,26.54614,2
94.375,33.556,26.55527,2
94.45833,33.589,26.592,2
94.54167,33.624,26.60123,2
94.625,33.658,26.61512,2
94.70833,33.691,26.62906,2
94.79167,33.724,26.64772,2
94.875,33.758,26.67117,2
94.95833,33.789,26.68531,2
95.04167,33.823,26.69949,2
95.125,33.857,26.71373,2
95.20833,33.89,26.73278,2
95.29167,33.925,26.74713,2
95.375,33.958,26.76635,2
95.45833,33.993,26.78566,2
95.54167,34.028,26.80506,2
95.625,34.061,26.8148,2
95.70833,34.095,26.83435,2
95.79167,34.13,26.85399,2
95.875,34.161,26.87372,2
95.95833,34.197,26.89356,2
96.04167,34.23,26.89853,2
96.125,34.263,26.91849,2
96.20833,34.299,26.93353,2
96.29167,34.332,26.95367,2
96.375,34.366,26.95872,2
96.45833,34.4,26.98661,2
96.54167,34.435,27.00446,2
96.625,34.47,27.01983,2
96.70833,34.504,27.03525,2
96.79167,34.541,27.05592,2
96.875,34.578,27.07669,2
96.95833,34.612,27.08711,2
97.04167,34.646,27.09757,2
97.125,34.682,27.1291,2
97.20833,34.717,27.13967,2
97.29167,34.754,27.16089,2
97.375,34.789,27.16621,2
97.45833,34.826,27.18757,2
97.54167,34.855,27.20905,2
97.625,34.896,27.23065,2
97.70833,34.931,27.23607,2
97.79167,34.968,27.25782,2
97.875,35.005,27.27421,2
97.95833,35.039,27.29618,2
98.04167,35.076,27.31826,2
98.125,35.114,27.33492,2
98.20833,35.15,27.34606,2
98.29167,35.186,27.35723,2
98.375,35.223,27.3853,2
98.45833,35.261,27.39094,2
98.54167,35.294,27.41925,2
98.625,35.332,27.43634,2
98.70833,35.368,27.44778,2
98.79167,35.403,27.465,2
98.875,35.439,27.48229,2
98.95833,35.475,27.49967,2
99.04167,35.513,27.52295,2
99.125,35.548,27.54051,2
99.20833,35.584,27.55226,2
99.29167,35.622,27.57587,2
99.375,35.657,27.59368,2
99.45833,35.693,27.60559,2
99.54167,35.731,27.62354,2
99.625,35.765,27.64156,2
99.70833,35.798,27.64759,2
99.79167,35.836,27.66573,2
99.875,35.871,27.69006,2
99.95833,35.904,27.71454,2
100.04167,35.943,27.73918,2
100.125,35.979,27.73918,2
100.20833,36.012,27.75777,2
100.29167,36.048,27.77021,2
100.375,36.082,27.78895,2
100.45833,36.115,27.81409,2
100.54167,36.149,27.82671,2
100.625,36.184,27.84257,2
100.70833,36.218,27.84574,2
100.79167,36.25,27.88087,2
100.875,36.285,27.89051,2
100.95833,36.32,27.9034,2
101.04167,36.352,27.92931,2
101.125,36.384,27.92931,2
101.20833,36.418,27.96195,2
101.29167,36.451,27.9554,2
101.375,36.484,27.97509,2
101.45833,36.517,27.99489,2
101.54167,36.551,28.02144,2
101.625,36.583,28.02144,2
101.70833,36.616,28.0348,2
101.79167,36.649,28.06164,2
101.875,36.683,28.07514,2
101.95833,36.716,28.08868,2
102.04167,36.75,28.10909,2
102.125,36.783,28.12276,2
102.20833,36.817,28.13648,2
102.29167,36.848,28.14336,2
102.375,36.884,28.17101,2
102.45833,36.916,28.17795,2
102.54167,36.95,28.19188,2
102.625,36.984,28.21288,2
102.70833,37.014,28.2199,2
102.79167,37.05,28.24105,2
102.875,37.082,28.24813,2
102.95833,37.115,28.26945,2
103.04167,37.15,28.28373,2
103.125,37.182,28.29807,2
103.20833,37.216,28.31246,2
103.29167,37.249,28.31968,2
103.375,37.283,28.33054,2
103.45833,37.317,28.36329,2
103.54167,37.349,28.37794,2
103.625,37.383,28.37794,2
103.70833,37.418,28.40003,2
103.79167,37.452,28.41484,2
103.875,37.489,28.43715,2
103.95833,37.523,28.45211,2
104.04167,37.558,28.46712,2
104.125,37.592,28.48977,2
104.20833,37.629,28.50494,2
104.29167,37.663,28.50494,2
104.375,37.699,28.52783,2
104.45833,37.737,28.54317,2
104.54167,37.771,28.55857,2
104.625,37.809,28.56243,2
104.70833,37.846,28.58179,2
104.79167,37.881,28.613,2
104.875,37.918,28.60517,2
104.95833,37.954,28.64054,2
105.04167,37.99,28.66033,2
105.125,38.029,28.66828,2
105.20833,38.064,28.67624,2
105.29167,38.101,28.69223,2
105.375,38.138,28.70829,2
105.45833,38.173,28.73251,2
105.54167,38.21,28.74063,2
105.625,38.244,28.74876,2
105.70833,38.279,28.76507,2
105.79167,38.316,28.77326,2
105.875,38.352,28.79793,2
105.95833,38.388,28.8062,2
106.04167,38.422,28.83944,2
106.125,38.458,28.85619,2
106.20833,38.476,28.84781,2
106.29167,38.303,28.76507,2
106.375,37.935,28.66828,4
106.45833,37.511,28.43715,4
106.54167,37.055,28.22694,4
106.625,36.596,28.04149,4
106.70833,36.1,27.78589,4
106.79167,35.706,27.59368,4
106.875,35.265,27.35723,4
106.95833,34.845,27.16089,4
107.04167,34.443,26.94862,4
107.125,34.049,26.76885,4
107.20833,33.667,26.58278,4
107.29167,33.292,26.36333,4
107.375,32.936,26.20086,4
107.45833,32.583,25.99634,4
107.54167,32.242,25.82809,4
107.625,31.903,25.66258,4
107.70833,31.579,25.47137,4
107.79167,31.259,25.30862,4
107.875,30.963,25.13535,4
107.95833,30.682,24.99707,4
108.04167,30.393,24.8354,4
108.125,30.1,24.62953,4
108.20833,29.827,24.49733,4
108.29167,29.56,24.34961,4
108.375,29.29,24.19855,4
108.45833,29.03,24.0497,4
108.54167,28.771,23.88805,4
108.625,28.516,23.74382,4
108.70833,28.263,23.58053,4
108.79167,28.016,23.42717,4
108.875,27.774,23.27418,4
108.95833,27.535,23.12801,4
109.04167,27.299,23.00878,4
109.125,27.067,22.85819,4
109.20833,26.842,22.70623,4
109.29167,26.619,22.58336,4
109.375,26.406,22.43392,4
109.45833,26.202,22.29952,4
109.54167,26.004,22.15639,4
109.625,25.804,22.04266,4
109.70833,25.601,21.91143,4
109.79167,25.401,21.7786,4
109.875,25.209,21.65541,4
109.95833,25.023,21.53506,4
110.04167,24.849,21.42498,4
110.125,24.675,21.30528,4
110.20833,24.5,21.19259,4
110.29167,24.324,21.06664,4
110.375,24.154,20.96993,4
110.45833,23.991,20.8504,4
110.54167,23.817,20.73214,4
110.625,23.666,20.63987,4
110.70833,23.515,20.53117,4
110.79167,23.362,20.42835,4
110.875,23.205,20.29664,4
110.95833,23.045,20.19083,4
111.04167,22.894,20.10239,4
111.125,22.738,20.00134,4
111.20833,22.583,19.87582,4
111.29167,22.433,19.7709,4
111.375,22.288,19.67668,4
111.45833,22.152,19.56887,4
111.54167,22.013,19.47048,4
111.625,21.875,19.37062,4
111.70833,21.734,19.27656,4
111.79167,21.595,19.17394,4
111.875,21.46,19.07013,4
111.95833,21.326,18.96424,4
112.04167,21.19,18.86407,4
112.125,21.058,18.77308,4
112.20833,20.929,18.68627,4
112.29167,20.8,18.58338,4
112.375,20.673,18.48493,4
112.45833,20.551,18.39513,4
112.54167,20.426,18.3084,4
112.625,20.3,18.20493,4
112.70833,20.178,18.11077,4
112.79167,20.056,18.02802,4
112.875,19.935,17.92429,4
112.95833,19.815,17.84241,4
113.04167,19.699,17.74891,4
113.125,19.583,17.6611,4
113.20833,19.472,17.57376,4
113.29167,19.359,17.48574,4
113.375,19.25,17.4042,4
113.45833,19.139,17.30449,4
113.54167,19.029,17.22528,4
113.625,18.93,17.14777,4
113.70833,18.826,17.06766,4
113.79167,18.722,16.98224,4
113.875,18.615,16.89519,4
113.95833,18.505,16.80864,4
114.04167,18.395,16.71719,4
114.125,18.292,16.63533,4
114.20833,18.191,16.55451,4
114.29167,18.086,16.47567,4
114.375,17.985,16.38564,4
114.45833,17.894,16.31387,4
114.54167,17.799,16.23228,4
114.625,17.711,16.15293,4
114.70833,17.61,16.07393,4
114.79167,17.512,15.99167,4
114.875,17.412,15.9134,4
114.95833,17.315,15.82784,4
115.04167,17.216,15.74337,4
115.125,17.118,15.66626,4
115.20833,17.018,15.57422,4
115.29167,16.918,15.48872,4
115.375,16.817,15.40432,4
115.45833,16.722,15.31852,4
115.54167,16.633,15.23809,4
115.625,16.539,15.16392,4
115.70833,16.448,15.08899,4
115.79167,16.354,15.0045,4
115.875,16.262,14.92258,4
115.95833,16.173,14.84443,4
116.04167,16.084,14.76316,4
116.125,15.998,14.69149,4
116.20833,15.914,14.61372,4
116.29167,15.841,14.54844,4
116.375,15.736,14.45885,4
116.45833,15.649,14.38412,4
116.54167,15.561,14.29474,4
116.625,15.475,14.22638,4
116.70833,15.391,14.1486,4
116.79167,15.311,14.07168,4
116.875,15.228,14.00321,4
116.95833,15.147,13.92299,4
117.04167,15.067,13.85683,4
117.125,14.986,13.78693,4
117.20833,14.906,13.7117,4
117.29167,14.827,13.63512,4
117.375,14.747,13.56442,4
117.45833,14.668,13.49317,4
117.54167,14.591,13.4189,4
117.625,14.515,13.35234,4
117.70833,14.435,13.27021,4
117.79167,14.358,13.20301,4
117.875,14.28,13.13127,4
117.95833,14.204,13.06496,4
118.04167,14.13,12.99574,4
118.125,14.058,12.92216,4
118.20833,13.984,12.85372,4
118.29167,13.907,12.77797,4
118.375,13.831,12.71666,4
118.45833,13.759,12.64287,4
118.54167,13.686,12.57495,4
118.625,13.614,12.5102,4
118.70833,13.542,12.43484,4
118.79167,13.468,12.37203,4
118.875,13.4,12.30336,4
118.95833,13.33,12.23919,4
119.04167,13.26,12.16861,4
119.125,13.192,12.10317,4
119.20833,13.125,12.03745,4
119.29167,13.056,11.97195,4
119.375,12.987,11.90015,4
119.45833,12.918,11.83967,4
119.54167,12.851,11.76812,4
119.625,12.783,11.70705,4
119.70833,12.715,11.6348,4
119.79167,12.648,11.57287,4
119.875,12.581,11.51271,4
119.95833,12.513,11.44891,4
120.04167,12.446,11.37844,4
120.125,12.382,11.31716,4
120.20833,12.319,11.25543,4
120.29167,12.253,11.18946,4
120.375,12.189,11.12587,4
120.45833,12.129,11.06311,4
120.54167,12.064,11.00114,4
120.625,12.004,10.94441,4
120.70833,11.941,10.87899,4
120.79167,11.879,10.81993,4
120.875,11.818,10.76248,4
120.95833,11.757,10.70172,4
121.04167,11.695,10.64285,4
121.125,11.634,10.58358,4
121.20833,11.574,10.5256,4
121.29167,11.515,10.4647,4
121.375,11.453,10.41062,4
121.45833,11.394,10.34512,4
121.54167,11.334,10.2875,4
121.625,11.275,10.23003,4
121.70833,11.216,10.17136,4
121.79167,11.16,10.12085,4
121.875,11.103,10.0614,4
121.95833,11.046,10.00502,4
122.04167,10.988,9.95294,4
122.125,10.931,9.89525,4
122.20833,10.873,9.83745,4
122.29167,10.815,9.78033,4
122.375,10.758,9.72513,4
122.45833,10.7,9.67081,4
122.54167,10.643,9.61635,4
122.625,10.588,9.56165,4
122.70833,10.532,9.50644,4
122.79167,10.474,9.45223,4
122.875,10.419,9.39996,4
122.95833,10.362,9.34246,4
123.04167,10.304,9.28824,4
123.125,10.248,9.23105,4
123.20833,10.193,9.17828,4
123.29167,10.134,9.1195,4
123.375,10.075,9.06698,4
123.45833,10.017,9.00783,4
123.54167,9.959,8.95303,4
123.625,9.902,8.89927,4
123.70833,9.844,8.84086,4
123.79167,9.788,8.78647,4
123.875,9.731,8.73335,4
123.95833,9.675,8.67922,4
124.04167,9.62,8.62787,4
124.125,9.563,8.57069,4
124.20833,9.506,8.51499,4
124.29167,9.451,8.46074,4
124.375,9.4,8.40793,4
124.45833,9.343,8.35759,4
124.54167,9.288,8.30414,4
124.625,9.231,8.24553,4
124.70833,9.177,8.19784,4
124.79167,9.123,8.14415,4
124.875,9.072,8.09537,4
124.95833,9.011,8.03923,4
125.04167,8.955,7.99146,4
125.125,8.903,7.93478,4
125.20833,8.851,7.88943,4
125.29167,8.804,7.83947,4
125.375,8.755,7.79462,4
125.45833,8.7,7.73327,4
125.54167,8.65,7.6864,4
125.625,8.594,7.63605,4
125.70833,8.548,7.58991,4
125.79167,8.497,7.54383,4
125.875,8.447,7.49702,4
125.95833,8.396,7.45086,4
126.04167,8.343,7.39843,4
126.125,8.291,7.34765,4
126.20833,8.24,7.30048,4
126.29167,8.193,7.25414,4
126.375,8.146,7.20701,4
126.45833,8.1,7.16256,4
126.54167,8.053,7.11519,4
126.625,8.007,7.07397,4
126.70833,7.961,7.02846,4
126.79167,7.916,6.98555,4
126.875,7.875,6.94477,4
126.95833,7.823,6.89839,4
127.04167,7.776,6.85603,4
127.125,7.726,6.80387,4
127.20833,7.677,6.75841,4
127.29167,7.631,6.71478,4
127.375,7.581,6.67031,4
127.45833,7.535,6.62608,4
127.54167,7.489,6.58031,4
127.625,7.44,6.53288,4
127.70833,7.394,6.49105,4
127.79167,7.346,6.44495,4
127.875,7.298,6.39842,4
127.95833,7.251,6.35569,4
128.04167,7.204,6.31165,4
128.125,7.161,6.2722,4
128.20833,7.114,6.2264,4
128.29167,7.072,6.18266,4
128.375,7.027,6.14312,4
128.45833,6.981,6.09715,4
128.54167,6.935,6.0547,4
128.625,6.892,6.01393,4
128.70833,6.847,5.96976,4
128.79167,6.802,5.92695,4
128.875,6.757,5.88498,4
128.95833,6.716,5.84625,4
129.04167,6.678,5.80706,4
129.125,6.634,5.76867,4
129.20833,6.594,5.72728,4
129.29167,6.547,5.68183,4
129.375,6.505,5.64303,4
129.45833,6.463,5.5991,4
129.54167,6.419,5.55755,4
129.625,6.375,5.51681,4
129.70833,6.334,5.47764,4
129.79167,6.296,5.44093,4
129.875,6.249,5.39675,4
129.95833,6.203,5.35475,4
130.04167,6.159,5.31189,4
130.125,6.116,5.26909,4
130.20833,6.075,5.23202,4
130.29167,6.033,5.19004,4
130.375,5.989,5.14735,4
130.45833,5.947,5.10827,4
130.54167,5.903,5.06817,4
130.625,5.86,5.02825,4
130.70833,5.815,4.98632,4
130.79167,5.774,4.94501,4
130.875,5.731,4.90115,4
130.95833,5.689,4.86367,4
131.04167,5.647,4.8265,4
131.125,5.605,4.78505,4
131.20833,5.563,4.74506,4
131.29167,5.521,4.70483,4
131.375,5.479,4.66392,4
131.45833,5.435,4.62068,4
131.54167,5.39,4.57959,4
131.625,5.348,4.53743,4
131.70833,5.304,4.50002,4
131.79167,5.258,4.45478,4
131.875,5.213,4.41113,4
131.95833,5.168,4.37109,4
132.04167,5.123,4.32662,4
132.125,5.077,4.28458,4
132.20833,5.032,4.24307,4
132.29167,4.987,4.2004,4
132.375,4.942,4.15413,4
132.45833,4.894,4.11425,4
132.54167,4.848,4.06649,4
132.625,4.799,4.02225,4
132.70833,4.752,3.97601,4
132.79167,4.703,3.93103,4
132.875,4.657,3.8917,4
132.95833,4.609,3.84402,4
133.04167,4.564,3.80134,4
133.125,4.518,3.75661,4
133.20833,4.473,3.71501,4
133.29167,4.428,3.66974,4
133.375,4.381,3.62519,4
133.45833,4.336,3.58186,4
133.54167,4.293,3.53908,4
133.625,4.249,3.49452,4
133.70833,4.201,3.45227,4
133.79167,4.16,3.41525,4
133.875,4.116,3.37163,4
133.95833,4.07,3.32693,4
134.04167,4.028,3.28827,4
134.125,3.987,3.2491,4
134.20833,3.944,3.20491,4
134.29167,3.899,3.1656,4
134.375,3.855,3.12394,4
134.45833,3.813,3.08603,4
134.54167,3.771,3.0446,4
134.625,3.733,3.0077,4
134.70833,3.695,2.97496,4
134.79167,3.651,2.93318,4
134.875,3.621,2.90418,4
134.95833,3.584,2.86643,4
135.04167,3.544,2.83022,4
135.125,3.504,2.78953,4
135.20833,3.463,2.75233,4
135.29167,3.422,2.7138,4
135.375,3.381,2.67564,4
135.45833,3.345,2.64116,4
135.54167,3.305,2.60329,4
135.625,3.268,2.56782,4
135.70833,3.227,2.52664,4
135.79167,3.186,2.49157,4
135.875,3.143,2.45383,4
135.95833,3.105,2.41535,4
136.04167,3.065,2.37558,4
136.125,3.027,2.33835,4
136.20833,2.991,2.30147,4
136.29167,2.954,2.2684,4
136.375,2.915,2.23184,4
136.45833,2.878,2.19542,4
136.54167,2.836,2.15545,4
136.625,2.795,2.1164,4
136.70833,2.753,2.07998,4
136.79167,2.715,2.04294,4
136.875,2.678,2.00732,4
136.95833,2.639,1.96599,4
137.04167,2.6,1.92727,4
137.125,2.558,1.89164,4
137.20833,2.518,1.85037,4
137.29167,2.481,1.81711,4
137.375,2.441,1.78011,4
137.45833,2.402,1.73951,4
137.54167,2.362,1.70455,4
137.625,2.325,1.66921,4
137.70833,2.285,1.63162,4
137.79167,2.245,1.59582,4
137.875,2.209,1.5636,4
137.95833,2.174,1.52834,4
138.04167,2.14,1.49311,4
138.125,2.109,1.46364,4
138.20833,2.08,1.43647,4
138.29167,2.049,1.40566,4
138.375,2.016,1.37236,4
138.45833,1.981,1.34105,4
138.54167,1.943,1.30618,4
138.625,1.908,1.27211,4
138.70833,1.874,1.24289,4
138.79167,1.841,1.20796,4
138.875,1.809,1.17824,4
138.95833,1.777,1.14685,4
139.04167,1.746,1.1143,4
139.125,1.712,1.08263,4
139.20833,1.681,1.05318,4
139.29167,1.652,1.02797,4
139.375,1.621,0.99618,4
139.45833,1.59,0.96344,4
139.54167,1.558,0.93634,4
139.625,1.534,0.91037,4
139.70833,1.507,0.88789,4
139.79167,1.482,0.86385,4
139.875,1.459,0.84384,4
139.95833,1.434,0.81914,4
140.04167,1.41,0.7963,4
140.125,1.381,0.76984,4
140.20833,1.356,0.7457,4
140.29167,1.333,0.72133,4
140.375,1.305,0.6953,4
140.45833,1.277,0.6671,4
140.54167,1.248,0.63902,4
140.625,1.22,0.61584,4
140.70833,1.193,0.59096,4
140.79167,1.167,0.56466,4
140.875,1.145,0.54293,4
140.95833,1.125,0.52382,4
141.04167,1.101,0.50264,4
141.125,1.077,0.47858,4
141.20833,1.053,0.45639,4
141.29167,1.031,0.4358,4
141.375,1.009,0.41489,4
141.45833,0.987,0.39475,4
141.54167,0.966,0.37284,4
141.625,0.946,0.35251,4
141.70833,0.922,0.33177,4
141.79167,0.9,0.31018,4
141.875,0.879,0.28979,4
141.95833,0.86,0.27187,4
142.04167,0.842,0.25504,4
142.125,0.819,0.23468,4
142.20833,0.791,0.20536,4
142.29167,0.759,0.1756,5
142.375,0.73,0.14981,5
142.45833,0.711,0.12886,5
142.625,0.691,0.1158,5
142.70833,0.692,0.1158,5
142.79167,0.692,0.11572,5
142.875,0.692,0.11563,5
142.95833,0.692,0.11572,5
143.04167,0.693,0.11572,5
143.125,0.693,0.11572,5
143.20833,0.693,0.11563,5
143.29167,0.693,0.11554,5
143.375,0.693,0.11572,5
143.45833,0.692,0.11563,5
143.54167,0.692,0.11563,5
143.625,0.692,0.11572,5
143.70833,0.693,0.11563,5
143.79167,0.693,0.1158,5
143.875,0.693,0.11589,5
143.95833,0.694,0.11572,5
144.04167,0.694,0.11607,5
144.125,0.693,0.11607,5
144.20833,0.692,0.11598,5
144.29167,0.692,0.1158,5
144.375,0.692,0.11607,5
144.45833,0.691,0.11594,5
144.54167,0.691,0.11598,5
144.625,0.691,0.11598,5
144.70833,0.691,0.11589,5
144.79167,0.689,0.11598,5
144.875,0.689,0.11598,5
144.95833,0.685,0.11598,5
145.04167,0.684,0.11598,5
145.125,0.688,0.1158,5
145.20833,0.689,0.11589,5
145.29167,0.687,0.11589,5
145.375,0.686,0.1158,5
145.45833,0.687,0.11559,5
145.54167,0.688,0.1158,5
145.625,0.689,0.11598,5
145.70833,0.69,0.11589,5
145.79167,0.69,0.11572,5
145.875,0.691,0.11572,5
145.95833,0.691,0.11572,5
146.04167,0.691,0.11563,5
146.125,0.692,0.11572,5
146.20833,0.692,0.11554,5
146.29167,0.693,0.11563,5
146.375,0.693,0.11563,5
146.45833,0.693,0.11572,5
146.54167,0.692,0.11572,5
146.625,0.692,0.11563,5
146.70833,0.692,0.11572,5
146.79167,0.693,0.1158,5
146.875,0.693,0.11563,5
146.95833,0.693,0.11563,5
147.04167,0.694,0.11554,5
147.125,0.695,0.11572,5
147.20833,0.696,0.1158,5
147.29167,0.697,0.11563,5
147.375,0.693,0.11563,5
147.45833,0.693,0.11563,5
147.54167,0.693,0.11554,5
147.625,0.692,0.11563,5
147.70833,0.692,0.11554,5
147.79167,0.692,0.11563,5
