elapsed_min,gps_alt_km,baro_alt_km,phase
147.875,0.692,0.11572,5
147.95833,0.693,0.1158,5
148.04167,0.693,0.11563,5
148.125,0.693,0.11563,5
148.20833,0.692,0.11554,5
148.29167,0.692,0.11554,5
148.375,0.692,0.11554,5
148.45833,0.692,0.11545,5
148.54167,0.692,0.11545,5
148.625,0.691,0.11563,5
148.70833,0.691,0.11559,5
148.79167,0.691,0.11572,5
148.875,0.692,0.11572,5
148.95833,0.692,0.11568,5
149.04167,0.692,0.11563,5
149.125,0.691,0.11572,5
149.20833,0.691,0.11554,5
149.29167,0.691,0.11563,5
149.375,0.692,0.11563,5
149.45833,0.692,0.11554,5
149.54167,0.692,0.11545,5
149.625,0.692,0.11545,5
149.70833,0.692,0.11545,5
149.79167,0.692,0.11536,5
149.875,0.693,0.11545,5
149.95833,0.693,0.11554,5
150.04167,0.694,0.11554,5
150.125,0.694,0.11554,5
150.20833,0.694,0.11545,5
150.29167,0.694,0.11536,5
150.375,0.694,0.11545,5
150.45833,0.694,0.11554,5
150.54167,0.694,0.11545,5
150.625,0.694,0.11545,5
150.70833,0.694,0.11545,5
150.79167,0.693,0.11554,5
150.875,0.693,0.11563,5
150.95833,0.693,0.11554,5
151.04167,0.693,0.11554,5
151.125,0.692,0.11554,5
151.20833,0.692,0.11554,5
151.29167,0.692,0.11527,5
151.375,0.692,0.11554,5
151.45833,0.692,0.11554,5
151.54167,0.692,0.11536,5
151.625,0.692,0.11545,5
151.70833,0.693,0.11545,5
151.79167,0.693,0.11563,5
151.875,0.693,0.11563,5
151.95833,0.693,0.11545,5
152.04167,0.693,0.11554,5
152.125,0.693,0.11536,5
152.20833,0.693,0.11536,5
152.29167,0.694,0.11545,5
152.375,0.694,0.11527,5
152.45833,0.694,0.11527,5
152.54167,0.695,0.11545,5
152.625,0.695,0.11563,5
152.70833,0.695,0.11545,5
152.79167,0.695,0.11545,5
152.875,0.695,0.11554,5
152.95833,0.695,0.11545,5
153.04167,0.694,0.11559,5
153.125,0.694,0.11554,5
153.20833,0.694,0.11572,5
153.29167,0.693,0.11572,5
153.375,0.693,0.11589,5
153.45833,0.692,0.1158,5
153.54167,0.692,0.11572,5
153.625,0.692,0.11563,5
153.70833,0.692,0.11563,5
153.79167,0.692,0.11563,5
153.875,0.692,0.11563,5
153.95833,0.692,0.11563,5
154.04167,0.692,0.11554,5
154.125,0.692,0.11572,5
154.20833,0.692,0.11554,5
154.29167,0.693,0.11554,5
154.375,0.693,0.11554,5
154.45833,0.693,0.1155,5
154.54167,0.692,0.11563,5
154.625,0.692,0.11563,5
154.70833,0.692,0.11572,5
154.79167,0.692,0.11572,5
154.875,0.692,0.11563,5
154.95833,0.692,0.11589,5
155.04167,0.693,0.11554,5
155.125,0.692,0.11563,5
155.20833,0.692,0.11563,5
155.29167,0.692,0.11563,5
155.375,0.692,0.11572,5
155.45833,0.693,0.11563,5
155.54167,0.693,0.11589,5
155.625,0.693,0.1158,5
155.70833,0.693,0.1158,5
155.79167,0.693,0.1158,5
155.875,0.693,0.11572,5
155.95833,0.693,0.11589,5
156.04167,0.692,0.11589,5
156.125,0.692,0.11554,5
156.20833,0.692,0.11572,5
156.29167,0.692,0.1158,5
156.375,0.692,0.1158,5
156.45833,0.692,0.1158,5
156.54167,0.692,0.11598,5
156.625,0.691,0.11589,5
156.70833,0.693,0.11616,5
156.79167,0.694,0.11624,5
156.875,0.694,0.11624,5
156.95833,0.693,0.11616,5
157.04167,0.693,0.11616,5
157.125,0.693,0.11616,5
157.20833,0.692,0.11633,5
157.29167,0.691,0.11598,5
157.375,0.691,0.11616,5
157.45833,0.691,0.11616,5
157.54167,0.692,0.11633,5
157.625,0.692,0.11633,5
157.70833,0.692,0.11633,5
157.79167,0.691,0.11642,5
157.875,0.691,0.11642,5
157.95833,0.691,0.11642,5
158.04167,0.692,0.1166,5
158.125,0.691,0.11651,5
158.20833,0.691,0.11677,5
158.29167,0.691,0.11651,5
158.375,0.691,0.1166,5
158.45833,0.691,0.11651,5
158.54167,0.691,0.1166,5
158.625,0.691,0.1166,5
158.70833,0.691,0.11651,5
158.79167,0.691,0.1166,5
158.875,0.691,0.11677,5
158.95833,0.691,0.11651,5
159.04167,0.691,0.1166,5
159.125,0.691,0.11677,5
159.20833,0.691,0.11669,5
159.29167,0.69,0.1166,5
159.375,0.69,0.11651,5
159.45833,0.69,0.1166,5
159.54167,0.69,0.1166,5
159.625,0.69,0.11651,5
159.70833,0.69,0.11651,5
159.79167,0.69,0.11677,5
159.875,0.691,0.11677,5
159.95833,0.691,0.11677,5
160.04167,0.691,0.11669,5
160.125,0.691,0.11673,5
160.20833,0.691,0.11686,5
160.29167,0.692,0.11673,5
160.375,0.691,0.11669,5
160.45833,0.691,0.11669,5
160.54167,0.691,0.11677,5
160.625,0.691,0.1166,5
160.70833,0.691,0.11686,5
160.79167,0.691,0.11669,5
160.875,0.691,0.11686,5
160.95833,0.69,0.11677,5
161.04167,0.69,0.11695,5
161.125,0.69,0.11677,5
161.20833,0.69,0.11669,5
161.29167,0.69,0.11677,5
161.375,0.691,0.11748,5
161.45833,0.691,0.11721,5
161.54167,0.691,0.11721,5
161.625,0.691,0.11695,5
161.70833,0.692,0.11677,5
161.79167,0.692,0.11669,5
161.875,0.693,0.11695,5
161.95833,0.692,0.11677,5
162.04167,0.692,0.11686,5
162.125,0.692,0.1166,5
162.20833,0.693,0.11669,5
162.29167,0.692,0.11686,5
162.375,0.693,0.11669,5
162.45833,0.693,0.11677,5
162.54167,0.693,0.11677,5
162.625,0.694,0.11677,5
162.70833,0.694,0.11677,5
162.79167,0.695,0.11686,5
162.875,0.696,0.11686,5
162.95833,0.696,0.11704,5
163.04167,0.695,0.11704,5
163.125,0.695,0.11704,5
163.20833,0.695,0.11695,5
163.29167,0.695,0.11704,5
163.375,0.696,0.11695,5
163.45833,0.696,0.11686,5
163.54167,0.695,0.11695,5
163.625,0.695,0.11686,5
163.70833,0.694,0.11695,5
163.79167,0.695,0.11704,5
163.875,0.695,0.11686,5
163.95833,0.695,0.11686,5
164.04167,0.695,0.11686,5
164.125,0.696,0.11704,5
164.20833,0.695,0.11704,5
164.29167,0.695,0.11695,5
164.375,0.694,0.117,5
164.45833,0.694,0.11704,5
164.54167,0.694,0.11713,5
164.625,0.693,0.11704,5
164.70833,0.694,0.11695,5
164.79167,0.693,0.11695,5
164.875,0.694,0.11677,5
164.95833,0.693,0.11695,5
165.04167,0.692,0.11686,5
165.125,0.692,0.11695,5
165.20833,0.693,0.11691,5
165.29167,0.694,0.11686,5
165.375,0.695,0.11677,5
165.45833,0.695,0.11677,5
165.54167,0.695,0.11686,5
165.625,0.695,0.11695,5
165.70833,0.695,0.11695,5
165.79167,0.695,0.11686,5
165.875,0.695,0.1166,5
165.95833,0.695,0.11677,5
166.04167,0.695,0.11677,5
166.125,0.696,0.11695,5
166.20833,0.695,0.11695,5
166.29167,0.695,0.11682,5
166.375,0.695,0.11695,5
166.45833,0.695,0.11686,5
166.54167,0.695,0.11686,5
166.625,0.695,0.11686,5
166.70833,0.694,0.11677,5
166.79167,0.694,0.11669,5
166.875,0.693,0.11686,5
166.95833,0.693,0.11686,5
167.04167,0.693,0.11704,5
167.125,0.693,0.11669,5
167.20833,0.693,0.11677,5
167.29167,0.693,0.11677,5
167.375,0.692,0.11695,5
167.45833,0.693,0.11677,5
167.54167,0.692,0.11677,5
167.625,0.692,0.11686,5
167.70833,0.692,0.11686,5
167.79167,0.692,0.11686,5
167.875,0.692,0.11686,5
167.95833,0.692,0.11677,5
168.04167,0.693,0.11695,5
168.125,0.693,0.11695,5
168.20833,0.693,0.11704,5
168.29167,0.694,0.11713,5
168.375,0.694,0.1173,5
168.45833,0.695,0.11713,5
168.54167,0.695,0.11704,5
168.625,0.694,0.11704,5
168.70833,0.695,0.11713,5
168.79167,0.695,0.11713,5
168.875,0.694,0.11717,5
168.95833,0.694,0.11721,5
169.04167,0.694,0.1173,5
169.125,0.693,0.11721,5
169.20833,0.694,0.11713,5
169.29167,0.694,0.1173,5
169.375,0.695,0.1173,5
169.45833,0.695,0.11721,5
169.54167,0.695,0.11739,5
169.625,0.694,0.11739,5
169.70833,0.696,0.11739,5
169.79167,0.697,0.11739,5
169.875,0.697,0.11721,5
169.95833,0.696,0.11748,5
170.04167,0.695,0.11739,5
170.125,0.695,0.1173,5
170.20833,0.695,0.11739,5
170.29167,0.695,0.11739,5
170.375,0.696,0.11739,5
170.45833,0.696,0.11739,5
170.54167,0.696,0.11744,5
170.625,0.695,0.1173,5
170.70833,0.695,0.11735,5
170.79167,0.695,0.11739,5
170.875,0.694,0.11739,5
170.95833,0.694,0.11739,5
171.04167,0.694,0.1173,5
171.125,0.694,0.1173,5
171.20833,0.693,0.11739,5
171.29167,0.693,0.1173,5
171.375,0.694,0.1173,5
171.45833,0.694,0.1173,5
171.54167,0.693,0.11721,5
171.625,0.693,0.11757,5
171.70833,0.694,0.11739,5
171.79167,0.694,0.11739,5
171.875,0.694,0.11761,5
171.95833,0.694,0.11753,5
172.04167,0.694,0.11748,5
172.125,0.694,0.11748,5
172.20833,0.694,0.11739,5
172.29167,0.695,0.11757,5
172.375,0.694,0.11739,5
172.45833,0.695,0.11748,5
172.54167,0.694,0.11757,5
172.625,0.694,0.11765,5
172.70833,0.694,0.11757,5
172.79167,0.694,0.11765,5
172.875,0.694,0.11757,5
172.95833,0.695,0.11765,5
173.04167,0.695,0.11765,5
173.125,0.695,0.11748,5
173.20833,0.696,0.11757,5
173.29167,0.696,0.11765,5
173.375,0.696,0.11757,5
173.45833,0.695,0.11748,5
173.54167,0.695,0.11765,5
173.625,0.695,0.11757,5
173.70833,0.694,0.11757,5
173.79167,0.694,0.1177,5
173.875,0.695,0.11765,5
173.95833,0.696,0.11739,5
174.04167,0.696,0.11757,5
174.125,0.696,0.11753,5
174.20833,0.696,0.11765,5
174.29167,0.696,0.11765,5
174.375,0.697,0.11765,5
174.45833,0.697,0.11783,5
174.54167,0.696,0.11757,5
174.625,0.696,0.1177,5
174.70833,0.696,0.11757,5
174.79167,0.696,0.11765,5
174.875,0.695,0.11757,5
174.95833,0.695,0.11774,5
175.04167,0.695,0.11765,5
175.125,0.695,0.11757,5
175.20833,0.695,0.11774,5
175.29167,0.694,0.11806,5
175.375,0.695,0.11792,5
175.45833,0.695,0.1181,5
175.54167,0.695,0.1181,5
175.625,0.695,0.11792,5
175.70833,0.695,0.11783,5
175.79167,0.694,0.11783,5
175.875,0.693,0.11801,5
175.95833,0.693,0.11792,5
176.04167,0.693,0.11797,5
176.125,0.693,0.11783,5
176.20833,0.694,0.11783,5
176.29167,0.694,0.11783,5
176.375,0.694,0.11783,5
176.45833,0.694,0.11774,5
176.54167,0.695,0.11783,5
176.625,0.695,0.11783,5
176.70833,0.696,0.11783,5
176.79167,0.695,0.11774,5
176.875,0.694,0.11774,5
176.95833,0.694,0.11792,5
177.04167,0.694,0.11801,5
177.125,0.695,0.11783,5
177.20833,0.695,0.11783,5
177.29167,0.696,0.11783,5
177.375,0.696,0.11774,5
177.45833,0.697,0.11783,5
177.54167,0.698,0.11792,5
177.625,0.698,0.11792,5
177.70833,0.697,0.11792,5
177.79167,0.696,0.11783,5
177.875,0.695,0.11792,5
177.95833,0.695,0.11774,5
178.04167,0.696,0.11792,5
178.125,0.696,0.11792,5
178.20833,0.697,0.11792,5
178.29167,0.696,0.11774,5
178.375,0.696,0.11783,5
178.45833,0.696,0.11797,5
178.54167,0.696,0.11774,5
178.625,0.696,0.11783,5
178.70833,0.696,0.11801,5
178.79167,0.697,0.11774,5
178.875,0.697,0.11792,5
178.95833,0.696,0.11792,5
179.04167,0.696,0.11792,5
179.125,0.695,0.11783,5
179.20833,0.695,0.11801,5
179.29167,0.695,0.11792,5
179.375,0.695,0.1181,5
179.45833,0.695,0.11801,5
179.54167,0.695,0.11801,5
179.625,0.693,0.11801,5
179.70833,0.692,0.11806,5
179.79167,0.692,0.1181,5
179.875,0.692,0.1181,5
179.95833,0.691,0.11801,5
180.04167,0.691,0.11797,5
180.125,0.69,0.11801,5
180.20833,0.692,0.11818,5
180.29167,0.691,0.11818,5
180.375,0.691,0.11818,5
180.45833,0.691,0.1181,5
180.54167,0.691,0.11827,5
180.625,0.691,0.1181,5
180.70833,0.691,0.11818,5
180.79167,0.691,0.11818,5
180.875,0.691,0.11818,5
180.95833,0.691,0.11827,5
181.04167,0.692,0.11827,5
181.125,0.692,0.11827,5
181.20833,0.692,0.11823,5
181.29167,0.692,0.11818,5
181.375,0.694,0.11818,5
181.45833,0.692,0.11832,5
181.54167,0.693,0.11818,5
181.625,0.693,0.11827,5
181.70833,0.692,0.11832,5
181.79167,0.692,0.11827,5
181.875,0.692,0.11827,5
181.95833,0.693,0.11845,5
182.04167,0.693,0.11818,5
182.125,0.694,0.11827,5
182.20833,0.694,0.11827,5
182.29167,0.694,0.11818,5
182.375,0.695,0.11827,5
182.45833,0.694,0.11827,5
182.54167,0.694,0.11836,5
182.625,0.694,0.11827,5
182.70833,0.695,0.11841,5
182.79167,0.694,0.11836,5
182.875,0.694,0.11836,5
182.95833,0.694,0.11827,5
183.04167,0.694,0.11854,5
