elapsed_min,rssi_dbm,snr_db,sequence,lost_packets
164.61603,-121,-8,128,0
165.13585,-121,-12,131,2
165.31385,-120,-6.25,132,0
167.54585,-119,-1,145,12
167.71742,-120,-4.5,146,0
169.09555,-118,1.25,154,7
169.27532,-113,7.25,155,0
169.44688,-113,6.5,156,0
169.96208,-108,10,159,2
170.13385,-94,12,160,0
170.30555,-98,10.5,161,0
170.47712,-118,1.75,162,0
170.64843,-100,12.25,163,0
170.82435,-95,12,164,0
170.9998,-98,10.75,165,0
171.17418,-97,11.5,166,0
171.34618,-96,12,167,0
171.5187,-98,11.5,168,0
