elapsed_min,latitude_deg,longitude_deg,altitude_km,map_x,map_y
10.41667,48.0870624,11.2958352,0.738,1088.2607514,-711.1735009
10.58333,48.0869152,11.2957888,0.804,1088.2604874,-711.1747545
10.75,48.0868608,11.2958536,0.865,1088.260856,-711.1752178
10.91667,48.0867456,11.2958624,0.905,1088.2609061,-711.1761989
11.08333,48.0868288,11.295704,0.932,1088.260005,-711.1754903
11.25,48.0869248,11.2954808,0.967,1088.2587352,-711.1746728
11.41667,48.086928,11.2952088,1.005,1088.2571878,-711.1746455
11.58333,48.0869152,11.2950128,1.045,1088.2560728,-711.1747545
11.75,48.086776,11.2946792,1.075,1088.254175,-711.17594
11.91667,48.0865312,11.2942832,1.118,1088.2519222,-711.1780248
12.08333,48.0863328,11.2938016,1.17,1088.2491824,-711.1797144
12.25,48.086192,11.2935208,1.216,1088.247585,-711.1809135
12.41667,48.0860352,11.2931648,1.275,1088.2455598,-711.1822488
12.58333,48.0859872,11.2929384,1.325,1088.2442718,-711.1826576
12.75,48.08616,11.2926732,1.3745,1088.2427631,-711.181186
12.91667,48.0861696,11.292364,1.423,1088.2410041,-711.1811042
13.08333,48.086128,11.291952,1.477,1088.2386603,-711.1814585
13.25,48.0861664,11.2916104,1.539,1088.2367169,-711.1811315
13.41667,48.0862784,11.2913752,1.581,1088.2353789,-711.1801777
13.58333,48.0863328,11.2911384,1.654,1088.2340318,-711.1797144
13.75,48.0863264,11.2909392,1.719,1088.2328986,-711.1797689
13.91667,48.0864864,11.290864,1.7825,1088.2324708,-711.1784063
14.08333,48.086656,11.2911432,1.852,1088.2340591,-711.1769619
14.25,48.086936,11.2915,1.9,1088.2360889,-711.1745774
14.41667,48.0872448,11.2918312,1.957,1088.237973,-711.1719476
14.58333,48.087632,11.292168,2.006,1088.2398891,-711.16865
14.75,48.0879968,11.2925456,2.078,1088.2420372,-711.1655432
14.91667,48.0881952,11.2929536,2.132,1088.2443583,-711.1638536
15.08333,48.0884784,11.293616,2.1925,1088.2481266,-711.1614417
15.25,48.0888992,11.2942928,2.242,1088.2519768,-711.1578579
15.41667,48.0891424,11.2949864,2.295,1088.2559226,-711.1557867
15.58333,48.0893696,11.2956728,2.358,1088.2598275,-711.1538517
15.75,48.089448,11.2965392,2.4175,1088.2647563,-711.153184
15.91667,48.0895616,11.2972568,2.472,1088.2688387,-711.1522165
16.08333,48.0896896,11.298192,2.529,1088.2741589,-711.1511264
16.25,48.0897392,11.2993012,2.581,1088.280469,-711.1507039
16.41667,48.0897088,11.3005296,2.654,1088.2874573,-711.1509628
16.58333,48.0897472,11.3014448,2.709,1088.2926638,-711.1506358
16.75,48.0897952,11.3027592,2.781,1088.3001412,-711.150227
16.91667,48.0900064,11.3036992,2.838,1088.3054888,-711.1484282
17.08333,48.0901856,11.3048408,2.906,1088.3119832,-711.146902
17.25,48.0901984,11.3061088,2.966,1088.3191967,-711.146793
17.41667,48.0900064,11.3072032,3.015,1088.3254226,-711.1484282
17.58333,48.0898016,11.3082312,3.076,1088.3312708,-711.1501725
17.75,48.089616,11.3091104,3.131,1088.3362725,-711.1517532
17.91667,48.0893584,11.310078,3.1805,1088.3417771,-711.1539471
18.08333,48.0889792,11.3112296,3.24,1088.3483284,-711.1571766
18.25,48.0884384,11.3122256,3.302,1088.3539945,-711.1617824
18.41667,48.0879712,11.313364,3.361,1088.3604708,-711.1657613
18.58333,48.0874592,11.3143912,3.417,1088.3663144,-711.1701217
18.75,48.087056,11.3156588,3.476,1088.3735256,-711.1735554
18.91667,48.0863616,11.3168688,3.532,1088.3804092,-711.1794691
19.08333,48.0857648,11.318326,3.5915,1088.388699,-711.1845515
19.25,48.0852544,11.3194688,3.659,1088.3952003,-711.1888981
19.41667,48.0845824,11.3205792,3.704,1088.4015172,-711.1946208
19.58333,48.0841088,11.3217736,3.758,1088.408312,-711.1986539
19.75,48.0834432,11.3228264,3.8175,1088.4143013,-711.204322
19.91667,48.082912,11.3239272,3.872,1088.4205636,-711.2088455
20.08333,48.0823712,11.3249712,3.932,1088.4265028,-711.2134507
20.25,48.0819552,11.3261496,3.985,1088.4332066,-711.2169932
20.41667,48.0815456,11.3274704,4.037,1088.4407205,-711.2204811
20.58333,48.0810688,11.328708,4.087,1088.4477611,-711.2245412
20.75,48.080512,11.3299176,4.136,1088.4546423,-711.2292825
20.91667,48.0801024,11.3312872,4.192,1088.4624338,-711.2327703
21.08333,48.079712,11.3324824,4.233,1088.4692332,-711.2360946
21.25,48.0792608,11.3338752,4.2915,1088.4771567,-711.2399366
21.41667,48.0785664,11.3349384,4.34,1088.4832051,-711.2458494
21.58333,48.0778192,11.3364988,4.403,1088.4920821,-711.2522117
21.75,48.0773504,11.3377584,4.457,1088.4992478,-711.2562034
21.91667,48.0769184,11.3389416,4.507,1088.5059789,-711.2598817
22.08333,48.0764672,11.3401384,4.561,1088.5127873,-711.2637235
22.25,48.075904,11.3410424,4.615,1088.5179301,-711.2685188
22.41667,48.0752576,11.342404,4.666,1088.5256761,-711.2740225
22.58333,48.074832,11.3439144,4.735,1088.5342686,-711.2776462
22.75,48.0741984,11.3451224,4.794,1088.5411408,-711.2830408
22.91667,48.07352,11.3463952,4.854,1088.5483816,-711.2888168
23.08333,48.0728,11.347764,4.922,1088.5561685,-711.2949469
23.25,48.0722784,11.3490584,4.976,1088.5635322,-711.2993877
23.41667,48.0717728,11.3502648,5.028,1088.5703953,-711.3036923
23.58333,48.071248,11.3517672,5.089,1088.5789423,-711.3081603
23.75,48.070704,11.35308,5.161,1088.5864107,-711.3127917
23.91667,48.0702016,11.354468,5.228,1088.5943068,-711.3170689
24.08333,48.0696432,11.355854,5.2925,1088.6021916,-711.3218228
24.25,48.06908,11.3573468,5.355,1088.610684,-711.3266176
24.41667,48.068512,11.3587856,5.417,1088.6188692,-711.3314531
24.58333,48.0677056,11.360316,5.489,1088.6275755,-711.3383181
24.75,48.0670784,11.3617304,5.553,1088.6356218,-711.3436575
24.91667,48.0664416,11.363146,5.6085,1088.643675,-711.3490785
25.08333,48.0658432,11.364768,5.668,1088.6529024,-711.3541726
25.25,48.0652,11.3663456,5.735,1088.6618772,-711.359648
25.41667,48.0645376,11.3680552,5.803,1088.6716029,-711.3652867
25.58333,48.0637424,11.3694476,5.8625,1088.6795241,-711.3720559
25.75,48.0631072,11.3713416,5.923,1088.6902989,-711.3774629
25.91667,48.0625184,11.3729008,5.982,1088.699169,-711.382475
26.08333,48.0616928,11.374638,6.0555,1088.7090517,-711.3895026
26.25,48.0611712,11.376208,6.107,1088.7179833,-711.3939425
26.41667,48.0604576,11.3779584,6.161,1088.7279411,-711.4000166
26.58333,48.0597472,11.3797656,6.235,1088.7382221,-711.4060634
26.75,48.0591136,11.381616,6.295,1088.7487488,-711.4114565
26.91667,48.0585152,11.3834368,6.357,1088.7591071,-711.4165498
27.08333,48.05808,11.385032,6.4135,1088.768182,-711.420254
27.25,48.0575296,11.386872,6.475,1088.7786496,-711.4249387
27.41667,48.057168,11.3883056,6.526,1088.7868052,-711.4280165
27.58333,48.05656,11.3898616,6.5835,1088.7956571,-711.4331913
27.75,48.0558944,11.3915464,6.645,1088.8052417,-711.4388564
27.91667,48.0554176,11.393112,6.707,1088.8141483,-711.4429145
28.08333,48.0547488,11.3950624,6.772,1088.8252439,-711.4486066
28.25,48.0539744,11.3968584,6.836,1088.8354611,-711.4551974
28.41667,48.0532672,11.3983008,6.896,1088.8436668,-711.4612163
28.58333,48.0526784,11.4004944,6.97,1088.8561459,-711.4662273
28.75,48.052168,11.4023612,7.029,1088.8667659,-711.4705711
28.91667,48.051392,11.4044712,7.091,1088.8787695,-711.4771752
29.08333,48.0507968,11.4061776,7.143,1088.888477,-711.4822406
29.25,48.0496064,11.4081704,7.205,1088.8998138,-711.4923711
29.41667,48.048752,11.410196,7.256,1088.9113372,-711.4996421
29.58333,48.0481728,11.4121472,7.31,1088.9224374,-711.504571
29.75,48.0475648,11.4143264,7.372,1088.9348346,-711.509745
29.91667,48.0470048,11.4160248,7.425,1088.9444966,-711.5145104
30.08333,48.0460864,11.4180288,7.489,1088.9558972,-711.5223256
30.25,48.0454784,11.4199928,7.553,1088.9670702,-711.5274994
30.41667,48.0448624,11.421808,7.6085,1088.9773966,-711.5327412
30.58333,48.0443872,11.4235016,7.668,1088.9870313,-711.5367848
30.75,48.0439008,11.4257736,7.728,1088.9999565,-711.5409237
30.91667,48.0432016,11.4273972,7.7955,1089.009193,-711.5468732
31.08333,48.0426816,11.4291248,7.866,1089.0190211,-711.5512979
31.25,48.0419968,11.430868,7.94,1089.028938,-711.5571248
31.41667,48.0415168,11.4332288,7.996,1089.0423683,-711.561209
31.58333,48.041184,11.434844,8.042,1089.051557,-711.5640407
31.75,48.0404064,11.4374008,8.107,1089.0661023,-711.570657
31.91667,48.0398496,11.4391296,8.168,1089.0759373,-711.5753946
32.08333,48.0390784,11.4413368,8.242,1089.0884938,-711.5819563
32.25,48.0388,11.4432496,8.308,1089.0993755,-711.584325
32.41667,48.038384,11.4455168,8.365,1089.1122734,-711.5878644
32.58333,48.0376576,11.4470928,8.435,1089.121239,-711.5940448
32.75,48.036944,11.4489472,8.49,1089.1317885,-711.6001161
32.91667,48.0362976,11.4505624,8.557,1089.1409772,-711.6056157
33.08333,48.0356032,11.4526616,8.6225,1089.1529193,-711.6115235
33.25,48.0350112,11.4547168,8.686,1089.1646111,-711.6165601
33.41667,48.0342144,11.4571904,8.755,1089.1786832,-711.623339
33.58333,48.0331296,11.4593232,8.815,1089.1908164,-711.6325679
33.75,48.0318272,11.4618816,8.892,1089.2053709,-711.6436477
33.91667,48.030928,11.4639264,8.954,1089.2170035,-711.6512973
34.08333,48.02984,11.4666224,9.022,1089.2323408,-711.6605528
34.25,48.0289184,11.4690568,9.083,1089.2461898,-711.6683927
34.41667,48.0277744,11.4715948,9.149,1089.2606282,-711.6781242
34.58333,48.0268224,11.4739784,9.221,1089.2741882,-711.6862223
34.75,48.026208,11.476304,9.274,1089.2874183,-711.6914486
34.91667,48.0253248,11.478998,9.3405,1089.3027442,-711.6989612
35.08333,48.0241664,11.4814032,9.399,1089.3164271,-711.7088146
35.25,48.0235296,11.4841344,9.457,1089.3319646,-711.7142311
35.41667,48.022384,11.4870912,9.527,1089.3487855,-711.7239752
35.58333,48.021696,11.48974,9.596,1089.3638542,-711.729827
35.75,48.0209856,11.4929144,9.655,1089.381913,-711.7358693
35.91667,48.0202976,11.4958432,9.715,1089.3985746,-711.7417209
36.08333,48.0196944,11.4987936,9.767,1089.4153591,-711.7468513
36.25,48.0191904,11.5022488,9.828,1089.4350154,-711.7511379
36.41667,48.0183744,11.5050824,9.892,1089.4511354,-711.7580779
36.58333,48.0175808,11.5083904,9.96,1089.4699543,-711.7648274
36.75,48.0171456,11.5112184,10.026,1089.4860425,-711.7685287
36.91667,48.016144,11.5146548,10.091,1089.5055918,-711.7770469
37.08333,48.0154624,11.517368,10.156,1089.5210268,-711.7828436
37.25,48.0143456,11.5201128,10.219,1089.5366417,-711.7923413
37.41667,48.0137568,11.5233448,10.29,1089.5550282,-711.7973486
37.58333,48.0129792,11.5265032,10.332,1089.572996,-711.8039614
37.75,48.0121952,11.5300312,10.392,1089.5930664,-711.8106285
37.91667,48.0113024,11.5327432,10.45,1089.6084946,-711.8182208
38.08333,48.0103936,11.5355648,10.516,1089.6245464,-711.8259489
38.25,48.0095776,11.5385096,10.582,1089.6412991,-711.8328878
38.41667,48.008576,11.5411848,10.645,1089.656518,-711.8414048
38.58333,48.008,11.5446008,10.697,1089.6759512,-711.8463027
38.75,48.0070624,11.548724,10.751,1089.6994076,-711.8542753
38.91667,48.0062272,11.5516032,10.809,1089.7157871,-711.861377
39.08333,48.0053568,11.5550968,10.89,1089.7356618,-711.8687779
39.25,48.0043904,11.55822,10.959,1089.7534293,-711.8769949
39.41667,48.003792,11.5618772,11.022,1089.7742347,-711.8820828
39.58333,48.0025952,11.565416,11.083,1089.7943666,-711.8922586
39.75,48.0015968,11.5690184,11.14,1089.8148602,-711.9007472
39.91667,48.000768,11.5724728,11.212,1089.8345119,-711.9077938
40.08333,47.9996672,11.5757496,11.258,1089.8531533,-711.9171527
40.25,47.99888,11.5790432,11.328,1089.8718902,-711.9238453
40.41667,47.9980992,11.5824448,11.387,1089.8912415,-711.9304834
40.58333,47.9971776,11.586632,11.458,1089.915062,-711.9383184
40.75,47.9968416,11.5899984,11.51,1089.9342131,-711.9411749
40.91667,47.9963616,11.5929096,11.568,1089.9507746,-711.9452555
41.08333,47.9958752,11.5968664,11.636,1089.9732844,-711.9493906
41.25,47.9952512,11.6001504,11.707,1089.9919667,-711.9546953
41.41667,47.9947936,11.6039256,11.76,1090.0134434,-711.9585854
41.58333,47.9942176,11.608352,11.818,1090.0386247,-711.963482
41.75,47.993856,11.6122424,11.874,1090.0607568,-711.9665559
41.91667,47.9934112,11.6158632,11.936,1090.0813551,-711.9703371
42.08333,47.9925568,11.6197688,12.011,1090.1035736,-711.9776001
42.25,47.9923584,11.6238992,12.071,1090.127071,-711.9792867
42.41667,47.9919776,11.6279332,12.1375,1090.15002,-711.9825237
42.58333,47.9915248,11.6323072,12.221,1090.1749032,-711.9863728
42.75,47.9912576,11.6366424,12.274,1090.1995657,-711.9886441
42.91667,47.9909088,11.640476,12.32,1090.2213746,-711.991609
43.08333,47.9904064,11.6446288,12.387,1090.2449994,-711.9958796
43.25,47.9900864,11.6479448,12.438,1090.2638638,-711.9985997
43.41667,47.9895488,11.6526288,12.508,1090.2905105,-712.0031695
43.58333,47.9891008,11.6565984,12.581,1090.3130931,-712.0069775
43.75,47.9887328,11.6606888,12.638,1090.336363,-712.0101056
43.91667,47.9885152,11.6644096,12.69,1090.3575302,-712.0119552
44.08333,47.9880992,11.6684896,12.739,1090.3807408,-712.0154912
44.25,47.9877632,11.6722864,12.793,1090.4023404,-712.0183471
44.41667,47.9871936,11.67658,12.864,1090.4267662,-712.0231886
44.58333,47.9866416,11.680316,12.918,1090.4480199,-712.0278805
44.75,47.9861856,11.684356,12.996,1090.471003,-712.0317564
44.91667,47.9860224,11.6878176,13.043,1090.4906957,-712.0331435
45.08333,47.9852672,11.6919968,13.105,1090.5144707,-712.0395624
45.25,47.9847904,11.6952152,13.149,1090.5327798,-712.0436149
45.41667,47.9843456,11.6994,13.198,1090.5565867,-712.0473954
45.58333,47.983936,11.7031752,13.246,1090.5780634,-712.0508767
45.75,47.9834976,11.7067296,13.316,1090.5982839,-712.0546028
45.91667,47.9827488,11.7099656,13.371,1090.6166932,-712.0609669
46.08333,47.9818336,11.712784,13.435,1090.6327268,-712.0687452
46.25,47.9811008,11.7153712,13.5,1090.647445,-712.0749732
46.41667,47.9801792,11.7180888,13.557,1090.6629052,-712.0828056
46.58333,47.9794784,11.7209536,13.601,1090.6792027,-712.0887614
46.75,47.9788672,11.7239904,13.654,1090.6964787,-712.0939557
46.91667,47.9783776,11.7264888,13.701,1090.7106918,-712.0981165
47.08333,47.9777504,11.729328,13.757,1090.7268437,-712.1034466
47.25,47.9773088,11.7315832,13.803,1090.7396733,-712.1071994
47.41667,47.9769136,11.7341816,13.882,1090.7544553,-712.1105579
47.58333,47.9763872,11.7372656,13.942,1090.7719999,-712.1150313
47.75,47.9758176,11.739712,14.001,1090.7859172,-712.1198717
47.91667,47.9751808,11.741704,14.065,1090.7972494,-712.1252832
48.08333,47.9745984,11.74362,14.128,1090.8081493,-712.1302323
48.25,47.9743488,11.7463112,14.207,1090.8234593,-712.1323533
48.41667,47.9738656,11.7485648,14.266,1090.8362798,-712.1364594
48.58333,47.9733696,11.7503644,14.321,1090.8465175,-712.1406742
48.75,47.973008,11.7524824,14.394,1090.8585665,-712.1437469
48.91667,47.9721984,11.7541368,14.45,1090.8679782,-712.1506264
49.08333,47.9712224,11.7562876,14.507,1090.8802139,-712.1589197
49.25,47.9702144,11.7580088,14.565,1090.8900056,-712.1674847
49.41667,47.9690624,11.7598256,14.646,1090.9003412,-712.1772732
49.58333,47.9682912,11.7615568,14.715,1090.9101898,-712.1838259
49.75,47.9675392,11.7626288,14.798,1090.9162883,-712.1902153
49.91667,47.9668416,11.7643192,14.862,1090.9259048,-712.1961425
50.08333,47.9667808,11.7659088,14.919,1090.9349478,-712.1966591
50.25,47.9664512,11.7679608,14.974,1090.9466214,-712.1994595
50.41667,47.9660864,11.7699608,15.043,1090.9579992,-712.202559
50.58333,47.9656272,11.771894,15.128,1090.968997,-712.2064605
50.75,47.965248,11.7743216,15.202,1090.9828073,-712.2096822
50.91667,47.96488,11.7759236,15.257,1090.9919209,-712.2128088
51.08333,47.9644112,11.777626,15.3305,1091.0016057,-712.2167918
51.25,47.9638576,11.7793468,15.404,1091.0113951,-712.2214952
51.41667,47.9634528,11.7810408,15.479,1091.0210321,-712.2249343
51.58333,47.9626528,11.78276,15.544,1091.0308124,-712.231731
51.75,47.9619392,11.7849072,15.603,1091.0430276,-712.2377935
51.91667,47.961328,11.7867552,15.666,1091.0535407,-712.242986
52.08333,47.9602816,11.7883104,15.743,1091.0623881,-712.2518757
52.25,47.9591584,11.7897632,15.812,1091.0706529,-712.2614176
52.41667,47.9582016,11.7912512,15.891,1091.0791179,-712.2695457
52.58333,47.9572768,11.7928472,15.9475,1091.0881974,-712.2774018
52.75,47.956304,11.7940328,16.013,1091.0949422,-712.2856656
52.91667,47.9556224,11.795108,16.082,1091.1010588,-712.2914555
53.08333,47.9549152,11.7963144,16.178,1091.1079219,-712.2974629
53.25,47.954608,11.7969288,16.23,1091.1114172,-712.3000724
53.41667,47.95428,11.797844,16.2985,1091.1166236,-712.3028586
53.58333,47.9538496,11.7990688,16.382,1091.1235914,-712.3065145
53.75,47.953552,11.7998432,16.439,1091.1279969,-712.3090424
53.91667,47.9531808,11.80112,16.515,1091.1352604,-712.3121955
54.08333,47.9528,11.8022328,16.582,1091.141591,-712.3154301
54.25,47.9525696,11.8037512,16.663,1091.150229,-712.3173871
54.41667,47.9520224,11.8055312,16.739,1091.1603553,-712.3220351
54.58333,47.95192,11.8068968,16.799,1091.168124,-712.3229048
54.75,47.9517984,11.8077248,16.867,1091.1728344,-712.3239377
54.91667,47.9518432,11.8085128,16.937,1091.1773173,-712.3235572
55.08333,47.9518112,11.8098588,17.0035,1091.1849745,-712.323829
55.25,47.9518176,11.810728,17.082,1091.1899193,-712.3237746
55.41667,47.95184,11.8118352,17.16,1091.196218,-712.3235844
55.58333,47.9518592,11.8132312,17.233,1091.2041597,-712.3234213
55.75,47.9518208,11.8141956,17.2815,1091.2096461,-712.3237475
55.91667,47.9517888,11.8151176,17.338,1091.2148912,-712.3240193
56.08333,47.951712,11.8162848,17.392,1091.2215313,-712.3246716
56.25,47.9515072,11.8173156,17.443,1091.2273954,-712.3264112
56.41667,47.9514272,11.818532,17.5,1091.2343154,-712.3270907
56.58333,47.9514976,11.8195432,17.543,1091.240068,-712.3264927
56.75,47.951568,11.8211352,17.598,1091.2491247,-712.3258947
56.91667,47.951632,11.8226296,17.643,1091.2576262,-712.3253511
57.08333,47.9515616,11.8242248,17.701,1091.2667011,-712.3259491
57.25,47.9512544,11.8255104,17.786,1091.2740147,-712.3285584
57.41667,47.9507728,11.826392,17.8485,1091.27903,-712.3326491
57.58333,47.9500192,11.8272184,17.919,1091.2837313,-712.3390499
57.75,47.9495936,11.8278752,17.988,1091.2874678,-712.3426648
57.91667,47.9495424,11.82876,18.08,1091.2925013,-712.3430997
58.08333,47.9489696,11.8295488,18.142,1091.2969887,-712.3479648
58.25,47.9488672,11.8301872,18.199,1091.3006205,-712.3488346
58.41667,47.9487424,11.8308208,18.266,1091.304225,-712.3498945
58.58333,47.9487968,11.8315488,18.334,1091.3083665,-712.3494325
58.75,47.9488832,11.8321592,18.414,1091.311839,-712.3486987
58.91667,47.9488896,11.8326304,18.484,1091.3145196,-712.3486443
59.08333,47.948784,11.8329868,18.568,1091.3165471,-712.3495412
59.25,47.9487456,11.8331888,18.649,1091.3176963,-712.3498674
59.41667,47.9488384,11.833412,18.7185,1091.318966,-712.3490792
59.58333,47.9488448,11.833952,18.805,1091.322038,-712.3490248
59.75,47.9488768,11.83436,18.875,1091.3243591,-712.348753
59.91667,47.9489344,11.8350096,18.947,1091.3280546,-712.3482638
60.08333,47.9492736,11.8350912,19.019,1091.3285188,-712.3453828
60.25,47.9494336,11.8352616,19.095,1091.3294882,-712.3440238
60.41667,47.9495936,11.8355744,19.174,1091.3312677,-712.3426648
60.58333,47.9497504,11.835832,19.248,1091.3327332,-712.341333
60.75,47.9499616,11.8361552,19.326,1091.3345718,-712.3395392
60.91667,47.9500896,11.8364008,19.4005,1091.335969,-712.338452
61.08333,47.9502368,11.836704,19.476,1091.3376939,-712.3372017
61.25,47.950544,11.8372432,19.551,1091.3407613,-712.3345924
61.41667,47.9507216,11.8375912,19.6145,1091.342741,-712.3330839
61.58333,47.950848,11.838248,19.68,1091.3464775,-712.3320103
61.75,47.9509024,11.8392464,19.738,1091.3521573,-712.3315483
61.91667,47.950832,11.8402488,19.813,1091.3578598,-712.3321462
62.08333,47.9507168,11.8406608,19.887,1091.3602037,-712.3331247
62.25,47.9506752,11.8407848,19.96,1091.3609091,-712.333478
62.41667,47.9510144,11.8409416,20.04,1091.3618011,-712.3305969
62.58333,47.951232,11.8412208,20.105,1091.3633894,-712.3287487
62.75,47.9512736,11.8415368,20.177,1091.3651871,-712.3283953
62.91667,47.9511648,11.84196,20.265,1091.3675947,-712.3293195
63.08333,47.9508864,11.8420688,20.34,1091.3682136,-712.3316842
63.25,47.9507136,11.8420408,20.417,1091.3680543,-712.3331519
63.41667,47.9507488,11.8420488,20.489,1091.3680998,-712.3328529
63.58333,47.9508736,11.842004,20.5705,1091.367845,-712.3317929
63.75,47.9507936,11.8418016,20.639,1091.3666935,-712.3324724
63.91667,47.9507072,11.8413592,20.725,1091.3641768,-712.3332062
64.08333,47.9508448,11.840888,20.809,1091.3614962,-712.3320375
64.25,47.9511232,11.8404856,20.875,1091.359207,-712.3296728
64.41667,47.9515712,11.8401192,20.96,1091.3571226,-712.3258675
64.58333,47.9520032,11.840204,21.028,1091.357605,-712.3221981
64.75,47.9521408,11.8401632,21.11,1091.3573729,-712.3210294
64.91667,47.9524832,11.839544,21.199,1091.3538503,-712.318121
65.08333,47.9528736,11.8392888,21.269,1091.3523985,-712.3148049
65.25,47.9532672,11.8392288,21.36,1091.3520572,-712.3114616
65.41667,47.9537024,11.8394032,21.415,1091.3530493,-712.3077649
65.58333,47.9539424,11.8397216,21.493,1091.3548607,-712.3057262
65.75,47.9540032,11.8395112,21.568,1091.3536637,-712.3052098
65.91667,47.9542352,11.83891,21.634,1091.3502436,-712.3032391
66.08333,47.954352,11.838124,21.704,1091.3457721,-712.302247
66.25,47.954816,11.8374824,21.781,1091.3421221,-712.2983055
66.41667,47.954976,11.8373088,21.856,1091.3411345,-712.2969464
66.58333,47.9550656,11.8373536,21.928,1091.3413894,-712.2961853
66.75,47.9551136,11.8372392,22.005,1091.3407386,-712.2957776
66.91667,47.9549952,11.8367168,22.093,1091.3377667,-712.2967833
67.08333,47.9547232,11.8363952,22.164,1091.3359371,-712.2990938
67.25,47.9545216,11.8359288,22.243,1091.3332838,-712.3008063
67.41667,47.9543424,11.8353584,22.313,1091.3300389,-712.3023285
67.58333,47.954472,11.8350132,22.3875,1091.3280751,-712.3012276
67.75,47.9546816,11.8342656,22.464,1091.3238221,-712.2994472
67.91667,47.9548288,11.8337088,22.5375,1091.3206545,-712.2981968
68.08333,47.9548672,11.832924,22.619,1091.3161899,-712.2978706
68.25,47.9550848,11.831888,22.6945,1091.3102962,-712.2960222
68.41667,47.9554112,11.8307656,22.777,1091.303911,-712.2932496
68.58333,47.9559712,11.8295416,22.851,1091.2969478,-712.2884926
68.75,47.95688,11.828872,22.922,1091.2931385,-712.2807726
68.91667,47.9573792,11.8280184,23.014,1091.2882825,-712.276532
69.08333,47.957536,11.8272272,23.096,1091.2837814,-712.2752
69.25,47.9577568,11.8270544,23.181,1091.2827984,-712.2733243
69.41667,47.9580768,11.8268184,23.244,1091.2814558,-712.2706059
69.58333,47.958384,11.8262664,23.31,1091.2783155,-712.2679962
69.75,47.9585216,11.8259888,23.381,1091.2767363,-712.2668273
69.91667,47.9587824,11.8257508,23.4645,1091.2753823,-712.2646118
70.08333,47.9590944,11.8252776,23.551,1091.2726903,-712.2619613
70.25,47.9592544,11.824372,23.629,1091.2675385,-712.260602
70.41667,47.9595744,11.8237792,23.703,1091.2641661,-712.2578836
70.58333,47.9597888,11.8234832,23.771,1091.2624822,-712.2560622
70.75,47.9599648,11.8232888,23.842,1091.2613763,-712.254567
70.91667,47.9602208,11.8230392,23.923,1091.2599563,-712.2523922
71.08333,47.9602656,11.8225184,23.986,1091.2569936,-712.2520116
71.25,47.9602048,11.8217656,24.055,1091.252711,-712.2525281
71.41667,47.9603232,11.8212344,24.133,1091.249689,-712.2515223
71.58333,47.96048,11.82064,24.197,1091.2463076,-712.2501902
71.75,47.9604768,11.8197344,24.266,1091.2411557,-712.2502174
71.91667,47.960264,11.8189112,24.3345,1091.2364726,-712.2520252
72.08333,47.95992,11.8177592,24.412,1091.229919,-712.2549476
72.25,47.9599968,11.8168056,24.4825,1091.2244941,-712.2542952
72.41667,47.9600512,11.8155616,24.567,1091.2174171,-712.253833
72.58333,47.9603168,11.8147456,24.64,1091.212775,-712.2515767
72.75,47.960672,11.8136128,24.712,1091.2063306,-712.2485591
72.91667,47.9610176,11.8125632,24.803,1091.2003595,-712.245623
73.08333,47.961392,11.8117096,24.869,1091.1955035,-712.2424423
73.25,47.9616448,11.8110304,24.949,1091.1916396,-712.2402946
73.41667,47.9620288,11.8104008,25.026,1091.1880579,-712.2370323
73.58333,47.9624896,11.8098504,25.098,1091.1849267,-712.2331175
73.75,47.9626784,11.8095016,25.172,1091.1829424,-712.2315135
73.91667,47.9628864,11.8092088,25.2445,1091.1812767,-712.2297464
74.08333,47.9629984,11.8093144,25.32,1091.1818775,-712.2287949
74.25,47.9629408,11.808816,25.384,1091.1790421,-712.2292842
74.41667,47.9627712,11.808178,25.455,1091.1754126,-712.2307251
74.58333,47.9626464,11.807388,25.523,1091.1709184,-712.2317854
74.75,47.9626272,11.8067888,25.584,1091.1675096,-712.2319485
74.91667,47.9626848,11.806156,25.656,1091.1639097,-712.2314591
75.08333,47.9626336,11.8054848,25.716,1091.1600913,-712.2318941
75.25,47.9625792,11.80502,25.784,1091.1574471,-712.2323563
75.41667,47.96232,11.8045612,25.856,1091.154837,-712.2345584
75.58333,47.96184,11.8041624,25.917,1091.1525683,-712.2386363
75.75,47.96104,11.8035056,25.989,1091.1488319,-712.2454328
75.91667,47.9604608,11.8026704,26.045,1091.1440805,-712.2503533
76.08333,47.9596208,11.80159,26.114,1091.1379342,-712.2574894
76.25,47.959048,11.800358,26.178,1091.1309255,-712.2623555
76.41667,47.9586528,11.7989456,26.246,1091.1228905,-712.2657127
76.58333,47.9583232,11.7975152,26.308,1091.1147531,-712.2685127
76.75,47.9580352,11.7964624,26.366,1091.1087639,-712.2709593
76.91667,47.9575584,11.7953224,26.435,1091.1022785,-712.2750097
77.08333,47.9569248,11.79452,26.496,1091.0977138,-712.280392
77.25,47.9561856,11.7933608,26.569,1091.0911192,-712.2866714
77.41667,47.9555168,11.7917328,26.645,1091.0818577,-712.2923526
77.58333,47.9550976,11.7902152,26.706,1091.0732242,-712.2959135
77.75,47.954688,11.7882416,26.78,1091.0619967,-712.2993928
77.91667,47.9543808,11.78656,26.834,1091.0524302,-712.3020023
78.08333,47.9540832,11.7847968,26.9,1091.0423996,-712.3045302
78.25,47.9538752,11.7830728,26.969,1091.0325919,-712.3062971
78.41667,47.9534944,11.781372,27.037,1091.0229163,-712.3095317
