elapsed_min,battery_v,battery_min_v,battery_max_v,coral_fault
49.25,3.907,3.849,3.916,0
49.28333,3.904,3.891,3.916,0
49.31667,3.907,3.894,3.916,0
49.35,3.907,3.897,3.92,0
49.38333,3.904,3.891,3.92,0
49.41667,3.904,3.84,3.926,0
49.45,3.9,3.878,3.92,0
49.48333,3.9085,3.881,3.929,0
49.51667,3.907,3.888,3.916,0
49.55,3.91,3.891,3.916,0
49.58333,3.9055,3.852,3.92,0
49.61667,3.904,3.897,3.923,0
49.65,3.9055,3.897,3.916,0
49.68333,3.904,3.881,3.926,0
49.71667,3.904,3.878,3.916,0
49.75,3.904,3.852,3.92,0
49.78333,3.91,3.878,3.926,0
49.81667,3.904,3.888,3.916,0
49.85,3.904,3.894,3.916,0
49.88333,3.9055,3.894,3.92,0
49.91667,3.904,3.843,3.916,0
49.95,3.904,3.891,3.916,0
49.98333,3.9055,3.884,3.92,0
50.01667,3.904,3.872,3.926,0
50.05,3.904,3.884,3.92,0
50.08333,3.904,3.852,3.92,0
50.11667,3.907,3.881,3.92,0
50.15,3.904,3.884,3.916,0
50.18333,3.904,3.875,3.916,0
50.21667,3.9055,3.891,3.916,0
50.25,3.904,3.884,3.916,0
50.28333,3.904,3.852,3.916,0
50.31667,3.904,3.891,3.926,0
50.35,3.9085,3.891,3.923,0
50.38333,3.9055,3.878,3.916,0
50.41667,3.904,3.891,3.92,0
50.45,3.904,3.843,3.913,0
50.48333,3.904,3.862,3.92,0
50.51667,3.904,3.891,3.916,0
50.55,3.904,3.884,3.916,0
50.58333,3.9,3.881,3.916,0
50.61667,3.904,3.862,3.913,0
50.65,3.904,3.884,3.916,0
50.68333,3.904,3.884,3.923,0
50.71667,3.904,3.891,3.916,0
50.75,3.904,3.891,3.91,0
50.78333,3.9,3.849,3.916,0
50.81667,3.904,3.891,3.916,0
50.85,3.9055,3.881,3.916,0
50.88333,3.9,3.881,3.916,0
50.91667,3.904,3.891,3.916,0
50.95,3.91,3.849,3.92,0
50.98333,3.904,3.881,3.916,0
51.01667,3.904,3.891,3.913,0
51.05,3.9055,3.888,3.939,0
51.08333,3.904,3.891,3.916,0
51.11667,3.9,3.888,3.91,0
51.15,3.894,3.852,3.91,0
51.18333,3.904,3.881,3.971,0
51.21667,3.904,3.881,3.916,0
51.25,3.9,3.881,3.916,0
51.28333,3.904,3.891,3.916,0
51.31667,3.902,3.836,3.92,0
51.35,3.904,3.891,3.916,0
51.38333,3.9,3.891,3.916,0
51.41667,3.9,3.891,3.916,0
51.45,3.897,3.878,3.913,0
51.48333,3.897,3.836,3.923,0
51.51667,3.904,3.891,3.916,0
51.55,3.904,3.872,3.916,0
51.58333,3.9,3.888,3.916,0
51.61667,3.904,3.894,3.916,0
51.65,3.9,3.836,3.916,0
51.68333,3.902,3.891,3.916,0
51.71667,3.9,3.878,3.916,0
51.75,3.904,3.859,3.916,0
51.78333,3.9055,3.888,3.916,0
51.81667,3.9005,3.824,3.913,0
51.85,3.9,3.884,3.916,0
51.88333,3.904,3.894,3.916,0
51.91667,3.902,3.891,3.916,0
51.95,3.904,3.888,3.916,0
51.98333,3.9,3.859,3.923,0
52.01667,3.902,3.872,3.92,0
52.05,3.904,3.731,3.92,0
52.08333,3.9,3.891,3.913,0
52.11667,3.904,3.872,3.916,0
52.15,3.897,3.84,3.907,0
52.18333,3.897,3.849,3.913,0
52.21667,3.9,3.884,3.916,0
52.25,3.9,3.884,3.923,0
52.28333,3.904,3.884,3.923,0
52.31667,3.894,3.881,3.907,0
52.35,3.904,3.846,3.916,0
52.38333,3.902,3.689,3.916,0
52.41667,3.9,3.881,3.913,0
52.45,3.904,3.888,3.913,0
52.48333,3.9,3.891,3.913,0
52.51667,3.904,3.836,3.916,0
52.55,3.904,3.891,3.923,0
52.58333,3.894,3.872,3.913,0
52.61667,3.9,3.878,3.92,0
52.65,3.904,3.884,3.91,0
52.68333,3.891,3.862,3.91,0
52.71667,3.904,3.888,3.916,0
52.75,3.8985,3.888,3.91,0
52.78333,3.904,3.884,3.916,0
52.81667,3.904,3.891,3.916,0
52.85,3.894,3.84,3.916,0
52.88333,3.9005,3.868,3.916,0
52.91667,3.902,3.884,3.913,0
52.95,3.904,3.878,3.916,0
52.98333,3.897,3.868,3.91,0
53.01667,3.897,3.849,3.91,0
53.05,3.9,3.891,3.916,0
53.08333,3.904,3.888,3.913,0
53.11667,3.902,3.891,3.929,0
53.15,3.897,3.878,3.913,0
53.18333,3.891,3.865,3.907,0
53.21667,3.9,3.369,3.913,0
53.25,3.8955,3.875,3.916,0
53.28333,3.904,3.884,3.916,0
53.31667,3.897,3.884,3.913,0
53.35,3.904,3.875,3.91,0
53.38333,3.894,3.849,3.904,0
53.41667,3.8955,3.881,3.913,0
53.45,3.891,3.875,3.916,0
53.48333,3.904,3.872,3.916,0
53.51667,3.9,3.884,3.929,0
53.55,3.904,3.859,3.916,0
53.58333,3.902,3.878,3.913,0
53.61667,3.904,3.881,3.916,0
53.65,3.904,3.891,3.91,0
53.68333,3.904,3.881,3.916,0
53.71667,3.9,3.859,3.916,0
53.75,3.8985,3.881,3.913,0
53.78333,3.904,3.884,3.916,0
53.81667,3.894,3.875,3.91,0
53.85,3.8955,3.881,3.916,0
53.88333,3.902,3.856,3.916,0
53.91667,3.904,3.852,3.916,0
53.95,3.9,3.884,3.91,0
53.98333,3.9,3.891,3.916,0
54.01667,3.894,3.865,3.904,0
54.05,3.897,3.884,3.91,0
54.08333,3.894,3.852,3.916,0
54.11667,3.8955,3.878,3.904,0
54.15,3.9,3.881,3.923,0
54.18333,3.9,3.878,3.923,0
54.21667,3.9,3.891,3.904,0
54.25,3.894,3.84,3.91,0
54.28333,3.897,3.878,3.904,0
54.31667,3.891,3.849,3.923,0
54.35,3.904,3.878,3.913,0
54.38333,3.9,3.881,3.916,0
54.41667,3.8985,3.849,3.91,0
54.45,3.897,3.884,3.913,0
54.48333,3.904,3.888,3.913,0
54.51667,3.904,3.881,3.91,0
54.55,3.8925,3.881,3.91,0
54.58333,3.894,3.827,3.916,0
54.61667,3.897,3.878,3.91,0
54.65,3.8985,3.878,3.916,0
54.68333,3.897,3.875,3.913,0
54.71667,3.897,3.888,3.916,0
54.75,3.9,3.849,3.91,0
54.78333,3.897,3.884,3.907,0
54.81667,3.902,3.884,3.913,1
54.85,3.9,3.884,3.916,1
54.88333,3.894,3.875,3.926,1
54.91667,3.897,3.865,3.916,1
54.95,3.897,3.872,3.907,1
54.98333,3.894,3.884,3.916,1
55.01667,3.8985,3.891,3.916,0
55.05,3.9,3.881,3.923,0
55.08333,3.9,3.884,3.907,0
55.11667,3.8985,3.824,3.913,0
55.15,3.894,3.878,3.916,0
55.18333,3.891,3.868,3.913,0
55.21667,3.897,3.865,3.91,0
55.25,3.897,3.888,3.916,0
55.28333,3.8955,3.836,3.916,0
55.31667,3.9,3.884,3.916,0
55.35,3.9,3.888,3.913,0
55.38333,3.897,3.881,3.904,0
55.41667,3.897,3.884,3.907,0
55.45,3.8925,3.836,3.907,0
55.48333,3.8985,3.888,3.952,0
55.51667,3.9,3.881,3.91,0
55.55,3.902,3.884,3.91,0
55.58333,3.894,3.888,3.916,0
55.61667,3.897,3.849,3.913,0
55.65,3.8955,3.881,3.913,0
55.68333,3.9,3.881,3.91,0
55.71667,3.897,3.888,3.916,0
55.75,3.891,3.878,3.907,0
55.78333,3.8955,3.878,3.916,0
55.81667,3.9,3.843,3.916,0
55.85,3.9,3.884,3.907,0
55.88333,3.894,3.872,3.916,0
55.91667,3.897,3.884,3.916,0
55.95,3.904,3.881,3.913,0
55.98333,3.897,3.843,3.91,0
56.01667,3.9,3.891,3.907,0
56.05,3.8985,3.884,3.91,0
56.08333,3.897,3.888,3.91,0
56.11667,3.897,3.878,3.913,0
56.15,3.8955,3.83,3.916,0
56.18333,3.897,3.884,3.907,0
56.21667,3.9,3.878,3.907,0
56.25,3.8955,3.862,3.91,1
56.28333,3.8955,3.868,3.923,1
56.31667,3.9005,3.859,3.916,1
56.35,3.8985,3.878,3.907,1
56.38333,3.897,3.878,3.907,0
56.41667,3.8925,3.881,3.91,0
56.45,3.897,3.875,3.91,0
56.48333,3.8925,3.84,3.916,0
56.51667,3.894,3.878,3.907,0
56.55,3.891,3.875,3.91,0
56.58333,3.9,3.878,3.907,0
56.61667,3.897,3.878,3.907,0
56.65,3.891,3.84,3.916,0
56.68333,3.902,3.881,3.913,0
56.71667,3.894,3.878,3.913,0
56.75,3.897,3.884,3.916,0
56.78333,3.897,3.884,3.91,0
56.81667,3.891,3.849,3.91,0
56.85,3.891,3.827,3.913,0
56.88333,3.897,3.852,3.916,0
56.91667,3.897,3.875,3.92,0
56.95,3.897,3.888,3.916,0
56.98333,3.894,3.884,3.916,0
57.01667,3.897,3.852,3.91,0
57.05,3.897,3.881,3.91,0
57.08333,3.897,3.878,3.916,0
57.11667,3.8895,3.875,3.916,0
57.15,3.897,3.878,3.904,0
57.18333,3.891,3.836,3.907,0
57.21667,3.8925,3.872,3.916,0
57.25,3.897,3.884,3.91,0
57.28333,3.897,3.881,3.904,0
57.31667,3.8955,3.888,3.904,0
57.35,3.891,3.83,3.91,0
57.38333,3.894,3.878,3.904,0
57.41667,3.891,3.875,3.916,0
57.45,3.894,3.478,3.907,0
57.48333,3.9,3.875,3.91,0
57.51667,3.891,3.836,3.907,0
57.55,3.894,3.881,3.907,0
57.58333,3.8955,3.878,3.91,0
57.61667,3.894,3.884,3.916,0
57.65,3.891,3.833,3.904,0
57.68333,3.891,3.881,3.913,0
57.71667,3.891,3.852,3.91,0
57.75,3.897,3.868,3.907,0
57.78333,3.897,3.872,3.907,0
57.81667,3.891,3.865,3.904,0
57.85,3.897,3.878,3.907,0
57.88333,3.894,3.878,3.91,0
57.91667,3.894,3.84,3.916,0
57.95,3.894,3.881,3.916,0
57.98333,3.891,3.878,3.904,0
58.01667,3.891,3.878,3.916,0
58.05,3.8955,3.872,3.913,0
58.08333,3.894,3.865,3.913,0
58.11667,3.8925,3.878,3.907,0
58.15,3.894,3.884,3.904,0
58.18333,3.8925,3.878,3.913,0
58.21667,3.894,3.881,3.907,0
58.25,3.894,3.846,3.904,0
58.28333,3.894,3.862,3.913,0
58.31667,3.894,3.878,3.904,0
58.35,3.9,3.878,3.913,0
58.38333,3.897,3.878,3.913,0
58.41667,3.894,3.846,3.907,0
58.45,3.891,3.878,3.904,0
58.48333,3.894,3.878,3.904,0
58.51667,3.897,3.881,3.91,0
58.55,3.891,3.875,3.904,0
58.58333,3.891,3.865,3.904,0
58.61667,3.894,3.827,3.916,0
58.65,3.9,3.888,3.904,0
58.68333,3.9,3.884,3.913,0
58.71667,3.891,3.875,3.91,0
58.75,3.891,3.865,3.907,0
58.78333,3.894,3.84,3.904,0
58.81667,3.891,3.878,3.9,0
58.85,3.891,3.868,3.904,0
58.88333,3.891,3.878,3.904,0
58.91667,3.894,3.875,3.913,0
58.95,3.897,3.843,3.958,0
58.98333,3.8925,3.872,3.907,0
59.01667,3.8955,3.878,3.91,0
59.05,3.891,3.878,3.904,0
59.08333,3.891,3.875,3.913,0
59.11667,3.891,3.849,3.907,0
59.15,3.888,3.875,3.907,0
59.18333,3.897,3.872,3.904,0
59.21667,3.8955,3.881,3.904,0
59.25,3.8895,3.878,3.904,0
59.28333,3.891,3.881,3.897,0
59.31667,3.891,3.83,3.904,0
59.35,3.894,3.881,3.904,0
59.38333,3.8925,3.878,3.904,0
59.41667,3.891,3.875,3.91,0
59.45,3.891,3.872,3.945,0
59.48333,3.897,3.833,3.92,0
59.51667,3.891,3.868,3.91,0
59.55,3.9,3.878,3.91,0
59.58333,3.894,3.881,3.907,0
59.61667,3.894,3.878,3.907,0
59.65,3.894,3.833,3.907,0
59.68333,3.894,3.878,3.91,0
59.71667,3.891,3.878,3.9,0
59.75,3.8925,3.878,3.907,0
59.78333,3.894,3.878,3.913,0
59.81667,3.891,3.824,3.904,0
59.85,3.894,3.884,3.907,0
59.88333,3.8925,3.878,3.91,0
59.91667,3.897,3.868,3.916,0
59.95,3.8955,3.878,3.913,0
59.98333,3.884,3.846,3.9,0
60.01667,3.897,3.881,3.913,0
60.05,3.897,3.875,3.91,0
60.08333,3.894,3.878,3.916,0
60.11667,3.894,3.884,3.916,0
60.15,3.888,3.843,3.907,0
60.18333,3.894,3.878,3.904,0
60.21667,3.888,3.878,3.9,0
60.25,3.891,3.868,3.9,0
60.28333,3.886,3.872,3.904,0
60.31667,3.894,3.878,3.91,0
60.35,3.894,3.856,3.904,0
60.38333,3.8925,3.875,3.91,0
60.41667,3.891,3.878,3.904,0
60.45,3.891,3.875,3.904,0
60.48333,3.891,3.878,3.904,0
60.51667,3.891,3.84,3.907,0
60.55,3.891,3.881,3.907,0
60.58333,3.8925,3.881,3.91,0
60.61667,3.894,3.872,3.904,0
60.65,3.894,3.872,3.91,0
60.68333,3.891,3.856,3.904,0
60.71667,3.891,3.875,3.913,0
60.75,3.891,3.878,3.91,0
60.78333,3.891,3.875,3.907,0
60.81667,3.891,3.868,3.904,0
60.85,3.883,3.846,3.904,0
60.88333,3.897,3.875,3.904,0
60.91667,3.897,3.878,3.907,0
60.95,3.8925,3.881,3.91,0
60.98333,3.891,3.881,3.904,0
61.01667,3.891,3.875,3.904,0
61.05,3.891,3.846,3.907,0
61.08333,3.891,3.881,3.904,0
61.11667,3.891,3.868,3.904,0
61.15,3.891,3.862,3.91,0
61.18333,3.897,3.862,3.913,0
61.21667,3.897,3.84,3.926,0
61.25,3.8955,3.884,3.907,0
61.28333,3.894,3.878,3.9,0
61.31667,3.891,3.878,3.9,0
61.35,3.891,3.878,3.904,0
61.38333,3.8895,3.846,3.916,0
61.41667,3.888,3.878,3.904,0
61.45,3.8955,3.875,3.91,0
61.48333,3.894,3.865,3.907,0
61.51667,3.891,3.881,3.904,0
61.55,3.891,3.849,3.916,0
61.58333,3.894,3.878,3.904,0
61.61667,3.8985,3.875,3.907,0
61.65,3.894,3.884,3.904,0
61.68333,3.888,3.868,3.916,0
61.71667,3.888,3.846,3.904,0
61.75,3.891,3.859,3.9,0
61.78333,3.891,3.862,3.907,0
61.81667,3.891,3.878,3.91,0
61.85,3.894,3.878,3.907,0
61.88333,3.888,3.849,3.9,0
61.91667,3.891,3.862,3.904,0
61.95,3.891,3.865,3.91,0
61.98333,3.888,3.862,3.91,0
62.01667,3.891,3.833,3.916,0
62.05,3.8955,3.878,3.91,0
62.08333,3.886,3.836,3.904,0
62.11667,3.891,3.881,3.9,0
62.15,3.891,3.878,3.897,0
62.18333,3.891,3.878,3.904,0
62.21667,3.8955,3.878,3.913,0
62.25,3.888,3.84,3.904,0
62.28333,3.8925,3.872,3.913,0
62.31667,3.8955,3.868,3.904,0
62.35,3.891,3.868,3.904,0
62.38333,3.891,3.875,3.904,0
62.41667,3.8925,3.849,3.897,0
62.45,3.888,3.852,3.913,0
62.48333,3.891,3.878,3.91,0
62.51667,3.888,3.862,3.904,0
62.55,3.884,3.875,3.907,0
62.58333,3.891,3.859,3.904,0
62.61667,3.894,3.865,3.916,0
62.65,3.891,3.878,3.904,0
62.68333,3.891,3.875,3.904,0
62.71667,3.891,3.881,3.904,0
62.75,3.891,3.878,3.91,0
62.78333,3.888,3.859,3.9,0
62.81667,3.888,3.875,3.904,0
62.85,3.891,3.868,3.974,0
62.88333,3.897,3.878,3.907,0
62.91667,3.891,3.872,3.904,0
62.95,3.891,3.824,3.904,0
62.98333,3.891,3.884,3.916,0
63.01667,3.891,3.878,3.904,0
63.05,3.891,3.872,3.904,0
63.08333,3.884,3.868,3.904,0
63.11667,3.878,3.817,3.9,0
63.15,3.891,3.862,3.904,0
63.18333,3.8895,3.875,3.904,0
63.21667,3.888,3.878,3.907,0
63.25,3.891,3.881,3.907,0
63.28333,3.8895,3.849,3.904,0
63.31667,3.891,3.878,3.907,0
63.35,3.888,3.878,3.904,1
63.38333,3.884,3.872,3.907,1
63.41667,3.891,3.872,3.904,1
63.45,3.891,3.859,3.897,1
63.48333,3.888,3.846,3.897,1
63.51667,3.888,3.878,3.907,0
63.55,3.8895,3.878,3.904,0
63.58333,3.8895,3.878,3.904,0
63.61667,3.891,3.881,3.916,0
63.65,3.891,3.84,3.897,0
63.68333,3.8895,3.865,3.91,0
63.71667,3.8925,3.878,3.91,0
63.75,3.894,3.875,3.913,0
63.78333,3.891,3.875,3.897,0
63.81667,3.891,3.843,3.9,0
63.85,3.891,3.875,3.913,0
63.88333,3.8895,3.872,3.913,0
63.91667,3.891,3.875,3.904,0
63.95,3.891,3.875,3.904,0
63.98333,3.888,3.846,3.904,0
64.01667,3.894,3.868,3.91,0
64.05,3.891,3.859,3.904,0
64.08333,3.894,3.875,3.904,0
64.11667,3.891,3.878,3.916,0
64.15,3.891,3.856,3.904,0
64.18333,3.891,3.875,3.9,0
64.21667,3.884,3.875,3.904,0
64.25,3.886,3.856,3.9,0
64.28333,3.886,3.878,3.904,0
64.31667,3.891,3.862,3.904,0
64.35,3.884,3.865,3.907,0
64.38333,3.891,3.872,3.91,0
64.41667,3.891,3.878,3.904,0
64.45,3.888,3.875,3.9,0
64.48333,3.888,3.865,3.904,0
64.51667,3.884,3.859,3.904,0
64.55,3.891,3.875,3.897,0
64.58333,3.891,3.868,3.904,0
64.61667,3.8925,3.865,3.907,0
64.65,3.888,3.868,3.904,0
64.68333,3.894,3.849,3.904,0
64.71667,3.891,3.868,3.907,0
64.75,3.891,3.875,3.897,0
64.78333,3.891,3.872,3.907,0
64.81667,3.884,3.862,3.9,0
64.85,3.888,3.824,3.91,0
64.88333,3.8925,3.878,3.904,0
64.91667,3.891,3.862,3.904,0
64.95,3.891,3.875,3.9,0
64.98333,3.884,3.843,3.904,0
65.01667,3.8895,3.878,3.904,0
65.05,3.881,3.872,3.907,0
65.08333,3.884,3.872,3.897,0
65.11667,3.891,3.862,3.904,0
65.15,3.884,3.849,3.9,0
65.18333,3.8875,3.875,3.9,0
65.21667,3.891,3.878,3.9,0
65.25,3.888,3.878,3.9,0
65.28333,3.888,3.878,3.904,0
65.31667,3.884,3.814,3.904,0
65.35,3.888,3.868,3.907,0
65.38333,3.878,3.868,3.923,0
65.41667,3.888,3.868,3.904,0
65.45,3.891,3.878,3.9,0
65.48333,3.891,3.833,3.904,0
65.51667,3.891,3.862,3.904,0
65.55,3.884,3.875,3.904,0
65.58333,3.891,3.872,3.913,0
65.61667,3.891,3.878,3.904,0
65.65,3.886,3.833,3.897,0
65.68333,3.884,3.872,3.9,0
65.71667,3.891,3.875,3.907,0
65.75,3.891,3.26,3.904,0
65.78333,3.884,3.875,3.9,0
65.81667,3.891,3.84,3.9,0
65.85,3.891,3.875,3.907,0
65.88333,3.888,3.878,3.897,0
65.91667,3.891,3.875,3.9,0
65.95,3.8825,3.868,3.9,0
65.98333,3.884,3.872,3.9,0
66.01667,3.891,3.849,3.904,0
66.05,3.891,3.865,3.913,0
66.08333,3.884,3.868,3.9,0
66.11667,3.8895,3.849,3.904,0
66.15,3.8895,3.872,3.897,0
66.18333,3.884,3.846,3.9,0
66.21667,3.884,3.878,3.904,0
66.25,3.884,3.868,3.904,0
66.28333,3.888,3.878,3.91,0
66.31667,3.891,3.868,3.904,0
66.35,3.884,3.843,3.904,0
66.38333,3.891,3.872,3.9,0
66.41667,3.884,3.856,3.894,0
66.45,3.888,3.872,3.9,0
66.48333,3.8925,3.878,3.904,0
66.51667,3.8825,3.824,3.891,0
66.55,3.886,3.852,3.904,0
66.58333,3.888,3.872,3.907,0
66.61667,3.891,3.856,3.904,0
66.65,3.888,3.878,3.904,0
66.68333,3.888,3.84,3.897,0
66.71667,3.891,3.872,3.897,0
66.75,3.888,3.862,3.913,0
66.78333,3.881,3.859,3.9,0
66.81667,3.878,3.859,3.897,0
66.85,3.891,3.856,3.904,0
66.88333,3.891,3.862,3.907,0
66.91667,3.884,3.849,3.904,0
66.95,3.891,3.872,3.897,0
66.98333,3.884,3.878,3.904,0
67.01667,3.884,3.875,3.904,0
67.05,3.881,3.843,3.897,0
67.08333,3.878,3.862,3.891,0
67.11667,3.888,3.872,3.891,0
67.15,3.891,3.868,3.904,0
67.18333,3.888,3.862,3.897,0
67.21667,3.8825,3.836,3.894,0
67.25,3.888,3.865,3.897,0
67.28333,3.886,3.872,3.897,0
67.31667,3.888,3.875,3.9,0
67.35,3.884,3.862,3.894,0
67.38333,3.878,3.824,3.904,0
67.41667,3.891,3.862,3.904,0
67.45,3.886,3.865,3.907,0
67.48333,3.886,3.862,3.91,0
67.51667,3.888,3.868,3.904,0
67.55,3.884,3.833,3.904,0
67.58333,3.8825,3.878,3.904,0
67.61667,3.8825,3.875,3.894,0
67.65,3.886,3.878,3.894,0
67.68333,3.881,3.865,3.894,0
67.71667,3.891,3.689,3.948,0
67.75,3.894,3.875,3.904,0
67.78333,3.886,3.846,3.9,0
67.81667,3.888,3.862,3.9,0
67.85,3.884,3.875,3.897,0
67.88333,3.884,3.859,3.894,0
67.91667,3.8895,3.824,3.897,0
67.95,3.8825,3.856,3.9,0
67.98333,3.8895,3.862,3.904,0
68.01667,3.894,3.872,3.904,0
68.05,3.888,3.859,3.904,0
68.08333,3.888,3.849,3.897,0
68.11667,3.8825,3.862,3.9,0
68.15,3.884,3.868,3.9,0
68.18333,3.888,3.862,3.897,0
68.21667,3.881,3.862,3.904,0
68.25,3.878,3.849,3.916,0
68.28333,3.891,3.862,3.904,0
68.31667,3.886,3.875,3.894,0
68.35,3.888,3.865,3.897,0
68.38333,3.888,3.868,3.9,0
68.41667,3.884,3.83,3.894,0
68.45,3.884,3.859,3.9,0
68.48333,3.884,3.868,3.9,0
68.51667,3.8765,3.852,3.891,0
68.55,3.888,3.862,3.904,0
68.58333,3.891,3.83,3.9,0
68.61667,3.884,3.872,3.913,0
68.65,3.8895,3.875,3.9,0
68.68333,3.886,3.875,3.894,0
68.71667,3.888,3.875,3.897,0
68.75,3.884,3.833,3.9,0
68.78333,3.881,3.859,3.9,0
68.81667,3.888,3.859,3.894,0
68.85,3.884,3.862,3.904,0
68.88333,3.888,3.868,3.904,0
68.91667,3.884,3.849,3.9,0
68.95,3.884,3.846,3.891,0
68.98333,3.888,3.875,3.897,0
69.01667,3.888,3.872,3.9,0
69.05,3.888,3.872,3.897,0
69.08333,3.878,3.868,3.904,0
69.11667,3.8795,3.824,3.894,0
69.15,3.8895,3.862,3.904,0
69.18333,3.884,3.862,3.9,0
69.21667,3.881,3.862,3.9,0
69.25,3.884,3.875,3.897,0
69.28333,3.881,3.859,3.894,0
69.31667,3.886,3.865,3.904,0
69.35,3.886,3.875,3.894,0
69.38333,3.8795,3.856,3.904,0
69.41667,3.891,3.859,3.904,0
69.45,3.884,3.833,3.897,0
69.48333,3.878,3.875,3.897,0
69.51667,3.884,3.875,3.9,0
69.55,3.8825,3.872,3.904,0
69.58333,3.884,3.872,3.904,0
69.61667,3.881,3.833,3.894,0
69.65,3.8795,3.856,3.891,0
69.68333,3.878,3.862,3.897,0
69.71667,3.886,3.868,3.9,0
69.75,3.884,3.856,3.904,0
69.78333,3.881,3.849,3.897,0
69.81667,3.881,3.862,3.897,0
69.85,3.881,3.872,3.894,0
69.88333,3.8875,3.872,3.897,0
69.91667,3.888,3.872,3.904,0
69.95,3.875,3.833,3.884,0
69.98333,3.888,3.875,3.9,0
70.01667,3.891,3.868,3.894,0
70.05,3.886,3.856,3.894,0
70.08333,3.884,3.875,3.894,0
70.11667,3.881,3.836,3.9,0
70.15,3.884,3.852,3.929,0
70.18333,3.881,3.862,3.897,0
70.21667,3.884,3.868,3.894,0
70.25,3.881,3.862,3.9,0
70.28333,3.881,3.868,3.9,0
70.31667,3.881,3.843,3.9,0
70.35,3.884,3.875,3.894,0
70.38333,3.888,3.865,3.897,0
70.41667,3.884,3.865,3.904,0
70.45,3.884,3.875,3.894,0
70.48333,3.8825,3.836,3.894,0
70.51667,3.878,3.84,3.891,0
70.55,3.888,3.868,3.904,0
70.58333,3.888,3.868,3.897,0
70.61667,3.8825,3.859,3.897,0
70.65,3.888,3.833,3.897,0
70.68333,3.8825,3.872,3.9,0
70.71667,3.8825,3.862,3.891,0
70.75,3.881,3.872,3.891,0
70.78333,3.881,3.868,3.891,0
70.81667,3.878,3.824,3.891,0
70.85,3.884,3.811,3.897,0
70.88333,3.891,3.865,3.894,0
70.91667,3.881,3.859,3.9,0
70.95,3.888,3.872,3.91,0
70.98333,3.884,3.836,3.897,0
71.01667,3.8825,3.872,3.897,0
71.05,3.884,3.868,3.894,0
71.08333,3.878,3.849,3.894,0
71.11667,3.878,3.865,3.897,0
71.15,3.888,3.862,3.904,0
71.18333,3.881,3.836,3.897,0
71.21667,3.884,3.862,3.897,0
71.25,3.886,3.872,3.904,0
71.28333,3.884,3.862,3.894,0
71.31667,3.881,3.875,3.9,0
71.35,3.878,3.843,3.897,0
71.38333,3.878,3.862,3.891,0
71.41667,3.8895,3.856,3.9,0
71.45,3.881,3.865,3.9,0
71.48333,3.881,3.862,3.904,0
71.51667,3.878,3.83,3.894,0
71.55,3.8825,3.872,3.891,0
71.58333,3.8795,3.862,3.894,0
71.61667,3.886,3.868,3.894,0
71.65,3.878,3.865,3.891,0
71.68333,3.8715,3.84,3.894,0
71.71667,3.881,3.862,3.904,0
71.75,3.888,3.859,3.904,0
71.78333,3.881,3.872,3.891,0
71.81667,3.881,3.868,3.891,0
71.85,3.884,3.843,3.904,0
71.88333,3.8795,3.827,3.904,0
71.91667,3.881,3.868,3.891,0
71.95,3.878,3.862,3.897,0
71.98333,3.8795,3.862,3.9,0
72.01667,3.8825,3.868,3.897,0
72.05,3.881,3.833,3.897,0
72.08333,3.878,3.865,3.891,0
72.11667,3.881,3.862,3.891,0
72.15,3.884,3.862,3.891,0
72.18333,3.8825,3.862,3.9,0
72.21667,3.875,3.824,3.891,0
72.25,3.878,3.862,3.897,0
72.28333,3.878,3.859,3.891,0
72.31667,3.884,3.862,3.894,0
72.35,3.8765,3.862,3.888,0
72.38333,3.8795,3.833,3.9,0
72.41667,3.881,3.878,3.891,0
72.45,3.8795,3.865,3.894,0
72.48333,3.884,3.852,3.891,0
72.51667,3.878,3.862,3.897,0
72.55,3.8765,3.827,3.891,0
72.58333,3.8825,3.852,4.668,0
72.61667,3.8795,3.862,3.894,0
72.65,3.8825,3.862,3.897,0
72.68333,3.881,3.852,3.9,0
72.71667,3.878,3.833,3.891,0
72.75,3.8795,3.852,3.904,0
72.78333,3.881,3.862,3.891,0
72.81667,3.875,3.862,3.891,0
72.85,3.8795,3.862,3.894,0
72.88333,3.8825,3.827,3.897,0
72.91667,3.878,3.859,3.897,0
72.95,3.878,3.862,3.894,0
72.98333,3.878,3.868,3.891,0
73.01667,3.878,3.865,3.9,0
73.05,3.878,3.862,3.891,0
73.08333,3.8735,3.84,3.891,0
73.11667,3.8765,3.859,3.891,0
73.15,3.884,3.862,3.897,0
73.18333,3.884,3.852,3.897,0
73.21667,3.881,3.859,3.894,0
73.25,3.878,3.836,3.888,0
73.28333,3.881,3.868,3.891,0
73.31667,3.878,3.865,3.894,0
73.35,3.878,3.865,3.891,0
73.38333,3.8735,3.84,3.884,0
73.41667,3.878,3.82,3.891,0
73.45,3.881,3.852,3.92,0
73.48333,3.878,3.856,3.904,0
73.51667,3.881,3.865,3.891,0
73.55,3.881,3.865,3.894,0
73.58333,3.878,3.824,3.891,0
73.61667,3.886,3.859,3.897,0
73.65,3.878,3.859,3.891,0
73.68333,3.8765,3.859,3.9,0
73.71667,3.878,3.836,3.894,0
73.75,3.878,3.83,3.894,0
73.78333,3.878,3.862,3.891,0
73.81667,3.878,3.859,3.888,0
73.85,3.878,3.865,3.891,0
73.88333,3.878,3.865,3.894,0
73.91667,3.878,3.836,3.891,0
