elapsed_min,battery_v,battery_min_v,battery_max_v,coral_fault
24.55,3.932,3.891,3.945,0
24.58333,3.936,3.916,3.945,0
24.61667,3.932,3.916,3.942,0
24.65,3.929,3.916,3.952,0
24.68333,3.929,3.913,3.942,0
24.71667,3.923,3.888,3.942,0
24.75,3.929,3.916,3.945,0
24.78333,3.936,3.913,3.964,0
24.81667,3.9275,3.91,3.942,0
24.85,3.936,3.92,3.942,0
24.88333,3.926,3.862,3.945,0
24.91667,3.932,3.916,3.942,0
24.95,3.9305,3.92,3.942,0
24.98333,3.929,3.916,3.942,0
25.01667,3.923,3.91,3.942,0
25.05,3.9275,3.891,3.948,0
25.08333,3.929,3.916,3.945,0
25.11667,3.932,3.916,3.955,0
25.15,3.936,3.923,3.945,0
25.18333,3.9305,3.92,3.942,0
25.21667,3.929,3.875,3.948,0
25.25,3.929,3.881,3.945,0
25.28333,3.929,3.916,3.942,0
25.31667,3.929,3.875,3.939,0
25.35,3.929,3.9,3.942,0
25.38333,3.932,3.904,3.948,0
25.41667,3.9305,3.916,3.942,0
25.45,3.926,3.875,3.945,0
25.48333,3.929,3.916,3.945,0
25.51667,3.9305,3.916,3.942,0
25.55,3.929,3.913,3.942,0
25.58333,3.926,3.878,3.942,0
25.61667,3.9275,3.859,3.952,0
25.65,3.936,3.916,3.945,0
25.68333,3.929,3.916,3.942,0
25.71667,3.929,3.92,3.945,0
25.75,3.929,3.916,3.948,0
25.78333,3.9305,3.859,3.952,0
25.81667,3.9275,3.916,3.945,0
25.85,3.929,3.868,3.942,0
25.88333,3.929,3.904,3.942,0
25.91667,3.929,3.904,3.945,0
25.95,3.936,3.913,3.948,0
25.98333,3.929,3.9,3.942,0
26.01667,3.929,3.865,3.945,0
26.05,3.929,3.91,3.942,0
26.08333,3.929,3.92,3.948,0
26.11667,3.926,3.862,3.942,0
26.15,3.929,3.907,3.942,0
26.18333,3.929,3.907,3.945,0
26.21667,3.932,3.91,3.952,0
26.25,3.9275,3.907,3.952,0
26.28333,3.929,3.875,3.945,0
26.31667,3.929,3.916,3.952,0
26.35,3.932,3.916,3.961,0
26.38333,3.929,3.92,3.942,0
26.41667,3.929,3.913,3.942,0
26.45,3.926,3.878,3.939,0
26.48333,3.9305,3.916,3.945,0
26.51667,3.9305,3.891,3.948,0
26.55,3.929,3.9,3.952,0
26.58333,3.929,3.91,3.939,0
26.61667,3.929,3.884,3.942,0
26.65,3.929,3.916,3.945,0
26.68333,3.929,3.91,3.939,0
26.71667,3.923,3.904,3.939,0
26.75,3.929,3.894,3.948,0
26.78333,3.929,3.865,3.942,0
26.81667,3.929,3.91,3.942,0
26.85,3.929,3.92,3.942,0
26.88333,3.929,3.916,3.952,0
26.91667,3.932,3.92,3.942,0
26.95,3.9275,3.891,3.942,0
26.98333,3.923,3.913,3.942,0
27.01667,3.929,3.916,3.939,0
27.05,3.932,3.891,3.948,0
27.08333,3.929,3.91,3.942,0
27.11667,3.9305,3.865,3.942,0
27.15,3.932,3.913,3.945,0
27.18333,3.932,3.91,3.952,0
27.21667,3.929,3.907,3.942,0
27.25,3.926,3.916,3.932,0
27.28333,3.923,3.852,3.948,0
27.31667,3.926,3.91,3.942,0
27.35,3.932,3.907,3.968,0
27.38333,3.929,3.907,3.971,0
27.41667,3.929,3.923,3.942,0
27.45,3.9305,3.916,3.939,0
27.48333,3.929,3.862,3.942,0
27.51667,3.929,3.916,3.942,0
27.55,3.929,3.916,3.942,0
27.58333,3.9275,3.907,3.945,0
27.61667,3.932,3.904,3.945,0
27.65,3.9275,3.865,3.952,0
27.68333,3.929,3.91,3.942,0
27.71667,3.929,3.916,3.939,0
27.75,3.9275,3.91,3.942,0
27.78333,3.929,3.916,3.942,0
27.81667,3.9305,3.878,3.942,0
27.85,3.923,3.916,3.945,0
27.88333,3.929,3.907,3.942,0
27.91667,3.929,3.923,4.012,0
27.95,3.929,3.897,3.961,0
27.98333,3.9275,3.888,3.942,0
28.01667,3.926,3.913,3.942,0
28.05,3.929,3.907,3.945,0
28.08333,3.929,3.92,3.939,0
28.11667,3.9275,3.916,3.942,0
28.15,3.926,3.875,3.936,0
28.18333,3.929,3.916,3.945,0
28.21667,3.934,3.91,3.945,0
28.25,3.9275,3.904,3.936,0
28.28333,3.9305,3.913,3.955,0
28.31667,3.929,3.916,3.942,0
28.35,3.929,3.891,3.942,0
28.38333,3.932,3.91,3.942,0
28.41667,3.923,3.913,3.942,0
28.45,3.929,3.91,3.945,0
28.48333,3.936,3.907,3.955,0
28.51667,3.926,3.852,3.948,0
28.55,3.926,3.904,3.939,0
28.58333,3.9305,3.913,3.942,0
28.61667,3.929,3.916,3.942,0
28.65,3.929,3.916,3.942,0
28.68333,3.926,3.872,3.948,0
28.71667,3.923,3.91,3.936,0
28.75,3.929,3.907,3.948,0
28.78333,3.929,3.904,3.948,0
28.81667,3.929,3.904,3.945,0
28.85,3.926,3.881,3.942,0
28.88333,3.929,3.91,3.936,0
28.91667,3.929,3.916,3.939,0
28.95,3.926,3.913,3.942,0
28.98333,3.923,3.91,3.939,0
29.01667,3.9215,3.836,3.945,0
29.05,3.929,3.904,3.942,0
29.08333,3.932,3.904,3.955,0
29.11667,3.929,3.904,3.939,0
29.15,3.926,3.91,3.945,0
29.18333,3.926,3.913,3.942,0
29.21667,3.9245,3.878,3.955,0
29.25,3.926,3.92,3.942,0
29.28333,3.9275,3.904,3.936,0
29.31667,3.9305,3.907,3.945,0
29.35,3.929,3.872,3.945,0
29.38333,3.926,3.913,3.932,0
29.41667,3.9275,3.916,3.942,0
29.45,3.926,3.881,3.936,0
29.48333,3.929,3.904,3.945,0
29.51667,3.929,3.916,3.942,0
29.55,3.923,3.904,3.942,0
29.58333,3.929,3.91,3.942,0
29.61667,3.929,3.904,3.942,0
29.65,3.926,3.891,3.945,0
29.68333,3.926,3.907,3.939,0
29.71667,3.926,3.913,3.936,0
29.75,3.926,3.916,3.939,0
29.78333,3.929,3.916,3.945,0
29.81667,3.926,3.894,3.936,0
29.85,3.9245,3.9,3.945,0
29.88333,3.9305,3.616,3.942,0
29.91667,3.9305,3.91,3.942,0
29.95,3.926,3.913,3.942,0
29.98333,3.9245,3.862,3.939,0
30.01667,3.926,3.907,3.942,0
30.05,3.929,3.916,3.939,0
30.08333,3.9275,3.916,3.971,0
30.11667,3.929,3.907,3.936,0
30.15,3.92,3.888,3.942,0
30.18333,3.929,3.913,3.968,0
30.21667,3.929,3.904,3.939,0
30.25,3.923,3.904,3.929,0
30.28333,3.926,3.916,3.939,0
30.31667,3.926,3.872,3.942,0
30.35,3.926,3.916,3.939,0
30.38333,3.929,3.91,3.942,0
30.41667,3.918,3.859,3.929,0
30.45,3.929,3.916,3.942,0
30.48333,3.929,3.913,3.977,0
30.51667,3.929,3.907,3.942,0
30.55,3.926,3.907,3.952,0
30.58333,3.926,3.878,3.942,0
30.61667,3.929,3.91,3.939,0
30.65,3.929,3.916,3.942,0
30.68333,3.923,3.916,3.932,0
30.71667,3.916,3.904,3.936,0
30.75,3.926,3.868,3.955,0
30.78333,3.9275,3.907,3.942,0
30.81667,3.926,3.904,3.939,0
30.85,3.9275,3.916,3.936,0
30.88333,3.926,3.913,3.939,0
30.91667,3.923,3.878,3.945,0
30.95,3.926,3.916,3.936,0
30.98333,3.926,3.904,3.942,0
31.01667,3.929,3.904,3.942,0
31.05,3.929,3.904,3.945,0
31.08333,3.9245,3.875,3.939,0
31.11667,3.926,3.878,3.936,0
31.15,3.926,3.91,3.936,0
31.18333,3.929,3.91,3.939,0
31.21667,3.926,3.916,3.945,0
31.25,3.923,3.907,3.936,0
31.28333,3.918,3.856,3.929,0
31.31667,3.926,3.904,3.948,0
31.35,3.929,3.907,3.942,0
31.38333,3.926,3.907,3.936,0
31.41667,3.929,3.913,3.939,0
31.45,3.926,3.875,3.945,0
31.48333,3.926,3.9,3.936,0
31.51667,3.9245,3.904,3.936,0
31.55,3.918,3.907,3.936,0
31.58333,3.9215,3.907,3.942,0
31.61667,3.9195,3.881,3.936,0
31.65,3.929,3.9,3.939,0
31.68333,3.926,3.91,3.942,0
31.71667,3.9275,3.913,3.942,0
31.75,3.929,3.913,3.936,0
31.78333,3.9245,3.862,3.942,0
31.81667,3.9275,3.904,3.942,0
31.85,3.92,3.907,3.942,0
31.88333,3.9245,3.904,3.942,0
31.91667,3.929,3.904,3.942,0
31.95,3.9215,3.894,3.942,0
31.98333,3.926,3.868,3.936,0
32.01667,3.9275,3.907,3.939,0
32.05,3.926,3.907,3.942,0
32.08333,3.923,3.904,3.942,0
32.11667,3.923,3.913,3.932,0
32.15,3.92,3.862,3.932,0
32.18333,3.929,3.91,3.942,0
32.21667,3.929,3.894,3.955,0
32.25,3.926,3.897,3.939,0
32.28333,3.9245,3.913,3.942,0
32.31667,3.926,3.862,3.932,0
32.35,3.923,3.907,3.936,0
32.38333,3.926,3.904,3.932,0
32.41667,3.92,3.897,3.929,0
32.45,3.9275,3.91,3.942,0
32.48333,3.92,3.888,3.936,0
32.51667,3.929,3.904,3.968,0
32.55,3.926,3.904,3.936,0
32.58333,3.923,3.916,3.939,0
32.61667,3.926,3.91,3.936,0
32.65,3.9215,3.894,3.942,0
32.68333,3.923,3.904,3.936,0
32.71667,3.916,3.904,3.932,0
32.75,3.9275,3.913,3.936,0
32.78333,3.926,3.91,3.939,0
32.81667,3.923,3.878,3.942,0
32.85,3.926,3.904,3.936,0
32.88333,3.92,3.904,3.939,0
32.91667,3.926,3.904,3.932,0
32.95,3.926,3.907,3.932,0
32.98333,3.92,3.862,3.932,0
33.01667,3.926,3.91,3.945,0
33.05,3.926,3.91,3.945,0
33.08333,3.926,3.904,3.936,0
33.11667,3.926,3.91,3.942,0
33.15,3.9245,3.897,3.936,0
33.18333,3.923,3.868,3.942,0
33.21667,3.9245,3.91,3.936,0
33.25,3.916,3.878,3.939,0
33.28333,3.92,3.904,3.936,0
33.31667,3.9245,3.904,3.942,0
33.35,3.92,3.91,3.936,0
33.38333,3.926,3.904,3.942,0
33.41667,3.926,3.891,3.932,0
33.45,3.926,3.884,3.952,0
33.48333,3.929,3.907,3.948,0
33.51667,3.926,3.916,3.936,0
33.55,3.916,3.881,3.929,0
33.58333,3.923,3.907,3.942,0
33.61667,3.9215,3.891,3.939,0
33.65,3.926,3.907,3.942,0
33.68333,3.923,3.9,3.936,0
33.71667,3.923,3.872,3.942,0
33.75,3.923,3.91,3.942,0
33.78333,3.926,3.904,3.936,0
33.81667,3.923,3.916,3.929,0
33.85,3.916,3.897,3.929,0
33.88333,3.923,3.907,3.939,0
33.91667,3.918,3.862,3.948,0
33.95,3.9195,3.904,3.932,0
33.98333,3.926,3.91,3.932,0
34.01667,3.918,3.91,3.929,0
34.05,3.923,3.897,3.932,0
34.08333,3.92,3.891,3.936,0
34.11667,3.923,3.91,3.936,0
34.15,3.92,3.91,3.936,0
34.18333,3.92,3.891,3.939,0
34.21667,3.926,3.9,3.958,0
34.25,3.923,3.891,3.936,0
34.28333,3.918,3.907,3.945,0
34.31667,3.923,3.904,3.932,0
34.35,3.918,3.907,3.929,0
34.38333,3.9215,3.91,3.936,0
34.41667,3.92,3.862,3.936,0
34.45,3.916,3.904,3.945,0
34.48333,3.926,3.904,3.939,0
34.51667,3.926,3.897,3.936,0
34.55,3.923,3.91,3.939,0
34.58333,3.92,3.868,3.936,0
34.61667,3.9245,3.91,3.932,0
34.65,3.923,3.913,3.932,0
34.68333,3.923,3.904,3.942,0
34.71667,3.92,3.878,3.929,0
34.75,3.923,3.907,3.929,0
34.78333,3.923,3.846,3.939,0
34.81667,3.916,3.904,3.929,0
34.85,3.926,3.907,3.942,0
34.88333,3.923,3.916,3.932,0
34.91667,3.92,3.894,3.932,0
34.95,3.923,3.868,3.936,0
34.98333,3.916,3.891,3.929,0
35.01667,3.92,3.9,3.936,0
35.05,3.9245,3.891,3.945,0
35.08333,3.9245,3.907,3.932,0
35.11667,3.92,3.865,3.942,0
35.15,3.923,3.913,3.936,0
35.18333,3.9245,3.91,3.929,0
35.21667,3.92,3.907,3.936,0
35.25,3.92,3.91,3.936,0
35.28333,3.916,3.875,3.936,0
35.31667,3.9245,3.897,3.939,0
35.35,3.9275,3.904,3.939,0
35.38333,3.923,3.904,3.932,0
35.41667,3.926,3.91,3.936,0
35.45,3.92,3.868,3.936,0
35.48333,3.9215,3.91,3.929,0
35.51667,3.926,3.913,3.936,0
35.55,3.9115,3.894,3.932,0
35.58333,3.9215,3.897,3.942,0
35.61667,3.918,3.852,3.942,0
35.65,3.923,3.891,4.012,0
35.68333,3.926,3.904,3.936,0
35.71667,3.921,3.91,3.932,0
35.75,3.923,3.913,3.936,0
35.78333,3.92,3.91,3.932,0
35.81667,3.9215,3.859,3.936,0
35.85,3.916,3.904,3.942,0
35.88333,3.923,3.904,3.936,0
35.91667,3.926,3.904,3.932,0
35.95,3.923,3.904,4,0
35.98333,3.92,3.852,3.936,0
36.01667,3.923,3.91,3.936,0
36.05,3.92,3.904,3.932,0
36.08333,3.923,3.91,3.939,0
36.11667,3.918,3.9,3.939,0
36.15,3.9115,3.888,3.926,0
36.18333,3.9275,3.9,3.936,0
36.21667,3.923,3.9,3.942,0
36.25,3.92,3.904,3.929,0
36.28333,3.9215,3.91,3.936,0
36.31667,3.92,3.856,3.932,0
36.35,3.923,3.9,3.936,0
36.38333,3.918,3.91,3.929,0
36.41667,3.916,3.891,3.929,0
36.45,3.9145,3.904,3.932,0
36.48333,3.92,3.865,3.939,0
36.51667,3.9215,3.894,3.939,0
36.55,3.9245,3.904,3.945,0
36.58333,3.916,3.907,3.929,0
36.61667,3.916,3.904,3.932,0
36.65,3.916,3.891,3.936,0
36.68333,3.916,3.904,3.936,0
36.71667,3.913,3.904,3.926,0
36.75,3.9245,3.891,3.936,0
36.78333,3.923,3.9,3.942,0
36.81667,3.923,3.865,3.936,0
36.85,3.916,3.897,3.929,0
36.88333,3.923,3.91,3.929,0
36.91667,3.92,3.904,3.939,0
36.95,3.926,3.904,3.932,0
36.98333,3.916,3.904,3.936,0
37.01667,3.916,3.875,3.932,0
37.05,3.923,3.904,3.936,0
37.08333,3.923,3.894,3.942,0
37.11667,3.916,3.891,3.932,0
37.15,3.92,3.904,3.929,0
37.18333,3.918,3.849,3.932,0
37.21667,3.9215,3.904,3.929,0
37.25,3.916,3.897,3.926,0
37.28333,3.916,3.897,3.926,0
37.31667,3.9245,3.894,3.939,0
37.35,3.9195,3.872,3.932,0
37.38333,3.926,3.897,3.936,0
37.41667,3.916,3.897,3.929,0
37.45,3.923,3.904,3.936,0
37.48333,3.918,3.904,3.932,0
37.51667,3.918,3.862,3.929,0
37.55,3.916,3.894,3.932,0
37.58333,3.916,3.904,3.929,0
37.61667,3.916,3.9,3.932,0
37.65,3.923,3.904,3.936,0
37.68333,3.9115,3.865,3.929,0
37.71667,3.916,3.904,3.929,0
37.75,3.92,3.904,3.929,0
37.78333,3.916,3.852,3.932,0
37.81667,3.916,3.904,3.932,0
37.85,3.92,3.91,3.932,0
37.88333,3.916,3.907,3.929,0
37.91667,3.9215,3.91,3.936,0
37.95,3.916,3.884,3.926,0
37.98333,3.92,3.904,3.932,0
38.01667,3.918,3.904,3.929,0
38.05,3.916,3.9,3.932,0
38.08333,3.916,3.897,3.936,1
38.11667,3.918,3.862,3.936,1
38.15,3.916,3.9,3.936,1
38.18333,3.92,3.91,3.929,0
38.21667,3.916,3.904,3.942,0
38.25,3.913,3.904,3.929,0
38.28333,3.916,3.872,3.932,0
38.31667,3.916,3.904,3.942,0
38.35,3.9145,3.904,3.936,0
38.38333,3.918,3.9,3.932,0
38.41667,3.9145,3.904,3.929,0
38.45,3.923,3.904,3.932,0
38.48333,3.918,3.878,3.932,0
38.51667,3.916,3.904,3.929,0
38.55,3.916,3.904,3.932,0
38.58333,3.92,3.904,3.929,0
38.61667,3.916,3.904,3.923,0
38.65,3.918,3.516,3.942,0
38.68333,3.918,3.91,4.009,0
38.71667,3.916,3.904,3.929,0
38.75,3.916,3.913,3.929,0
38.78333,3.918,3.907,3.932,0
38.81667,3.913,3.865,3.929,0
38.85,3.916,3.904,3.936,0
38.88333,3.92,3.897,3.936,0
38.91667,3.9145,3.894,3.929,0
38.95,3.916,3.891,3.936,0
38.98333,3.916,3.856,3.936,0
39.01667,3.916,3.904,3.936,0
39.05,3.916,3.904,3.936,0
39.08333,3.916,3.904,3.929,0
39.11667,3.918,3.907,3.929,0
39.15,3.92,3.872,3.929,0
39.18333,3.916,3.897,3.936,0
39.21667,3.916,3.9,3.942,0
39.25,3.916,3.9,3.942,0
39.28333,3.916,3.891,3.929,0
39.31667,3.913,3.878,3.929,0
39.35,3.916,3.904,3.929,0
39.38333,3.9145,3.904,3.929,0
39.41667,3.9115,3.868,3.926,0
39.45,3.916,3.904,3.926,0
39.48333,3.913,3.9,3.926,0
39.51667,3.913,3.894,3.929,0
39.55,3.92,3.862,3.929,0
39.58333,3.92,3.891,3.955,0
39.61667,3.916,3.904,3.929,0
39.65,3.916,3.91,3.929,0
39.68333,3.913,3.862,3.932,0
39.71667,3.916,3.888,3.929,0
39.75,3.918,3.91,3.932,0
39.78333,3.91,3.897,3.923,0
39.81667,3.916,3.862,3.929,0
39.85,3.916,3.769,3.936,0
39.88333,3.916,3.904,3.932,0
39.91667,3.916,3.897,3.939,0
39.95,3.916,3.891,3.926,0
39.98333,3.916,3.9,3.936,0
40.01667,3.916,3.856,3.929,0
40.05,3.913,3.9,3.926,0
40.08333,3.91,3.878,3.977,0
40.11667,3.916,3.897,3.936,0
40.15,3.923,3.76,3.942,0
40.18333,3.92,3.862,3.929,0
40.21667,3.916,3.907,3.929,0
40.25,3.916,3.904,3.926,0
40.28333,3.916,3.9,3.932,0
40.31667,3.916,3.9,3.929,0
40.35,3.91,3.859,3.929,0
40.38333,3.916,3.904,3.932,0
40.41667,3.923,3.904,3.932,0
40.45,3.916,3.894,3.929,0
40.48333,3.916,3.904,3.929,0
40.51667,3.916,3.872,3.926,0
40.55,3.9145,3.872,3.932,0
40.58333,3.916,3.904,3.936,0
40.61667,3.913,3.904,3.939,0
40.65,3.916,3.904,3.936,0
40.68333,3.916,3.369,3.936,0
40.71667,3.916,3.865,3.926,0
40.75,3.916,3.904,3.929,0
40.78333,3.9145,3.897,3.926,0
40.81667,3.916,3.9,3.923,0
40.85,3.916,3.904,3.929,0
40.88333,3.916,3.856,3.932,0
40.91667,3.907,3.894,3.926,0
40.95,3.916,3.891,3.929,0
40.98333,3.916,3.904,3.936,0
41.01667,3.918,3.888,3.936,0
41.05,3.91,3.872,3.926,0
41.08333,3.916,3.904,3.932,0
41.11667,3.916,3.897,3.923,0
41.15,3.916,3.894,3.926,0
41.18333,3.916,3.888,3.942,0
41.21667,3.904,3.862,3.932,0
41.25,3.916,3.9,3.932,0
41.28333,3.918,3.891,3.929,0
41.31667,3.916,3.904,3.929,0
41.35,3.913,3.904,3.929,0
41.38333,3.913,3.868,3.923,0
41.41667,3.92,3.904,3.929,0
41.45,3.916,3.9,3.929,0
41.48333,3.91,3.891,3.923,0
41.51667,3.916,3.891,3.929,0
41.55,3.9145,3.878,3.939,0
41.58333,3.916,3.904,3.929,0
41.61667,3.913,3.9,3.926,0
41.65,3.916,3.904,3.932,0
41.68333,3.9145,3.891,3.929,0
41.71667,3.916,3.868,3.932,0
41.75,3.9145,3.856,3.929,0
41.78333,3.91,3.891,3.932,0
41.81667,3.916,3.875,3.929,0
41.85,3.9145,3.888,3.936,0
41.88333,3.916,3.9,3.929,0
41.91667,3.91,3.859,3.926,0
41.95,3.916,3.894,3.936,0
41.98333,3.916,3.9,3.929,0
42.01667,3.9145,3.881,3.929,0
42.05,3.907,3.894,3.916,0
42.08333,3.916,3.894,3.932,0
42.11667,3.916,3.894,3.936,0
42.15,3.916,3.894,3.929,0
42.18333,3.913,3.875,3.926,0
42.21667,3.913,3.891,3.929,0
42.25,3.9145,3.897,3.929,0
42.28333,3.9145,3.891,3.929,0
42.31667,3.916,3.904,3.923,0
42.35,3.9085,3.881,3.929,0
42.38333,3.9145,3.904,3.945,0
42.41667,3.916,3.897,3.971,0
42.45,3.913,3.897,3.929,0
42.48333,3.916,3.904,3.926,0
42.51667,3.916,3.897,3.936,0
42.55,3.916,3.865,3.926,0
42.58333,3.916,3.894,3.932,0
42.61667,3.91,3.894,3.926,0
42.65,3.916,3.888,3.929,0
42.68333,3.91,3.891,3.926,0
42.71667,3.9115,3.862,3.926,0
42.75,3.916,3.9,3.929,0
42.78333,3.918,3.897,3.929,0
42.81667,3.9145,3.904,3.926,0
42.85,3.9145,3.9,3.923,0
42.88333,3.907,3.852,3.916,0
42.91667,3.9085,3.884,3.939,0
42.95,3.913,3.891,3.929,0
42.98333,3.916,3.891,3.929,0
43.01667,3.9115,3.891,3.923,0
43.05,3.916,3.852,3.923,0
43.08333,3.913,3.891,3.929,0
43.11667,3.9145,3.904,3.926,0
43.15,3.913,3.891,3.926,0
43.18333,3.907,3.894,3.926,0
43.21667,3.916,3.859,3.932,0
43.25,3.916,3.894,3.929,0
43.28333,3.913,3.888,3.929,0
43.31667,3.913,3.856,3.92,0
43.35,3.9145,3.9,3.929,0
43.38333,3.916,3.904,3.932,0
43.41667,3.913,3.9,3.923,0
43.45,3.91,3.897,3.929,0
43.48333,3.91,3.84,3.92,0
43.51667,3.916,3.891,3.929,0
43.55,3.916,3.878,3.932,0
43.58333,3.916,3.897,3.926,0
43.61667,3.91,3.897,3.923,0
43.65,3.91,3.849,3.929,0
43.68333,3.913,3.891,3.926,0
43.71667,3.9115,3.884,3.92,0
43.75,3.907,3.888,3.929,0
43.78333,3.9115,3.9,3.929,0
43.81667,3.913,3.849,3.929,0
43.85,3.913,3.894,3.929,0
43.88333,3.913,3.897,3.926,0
43.91667,3.91,3.904,3.929,0
43.95,3.9145,3.897,3.923,0
43.98333,3.91,3.875,3.929,0
44.01667,3.91,3.897,3.926,0
44.05,3.9055,3.891,3.929,0
44.08333,3.913,3.894,3.929,0
44.11667,3.91,3.888,3.955,0
44.15,3.9115,3.865,3.926,0
44.18333,3.91,3.852,3.923,0
44.21667,3.91,3.891,3.926,0
44.25,3.916,3.904,3.929,0
44.28333,3.916,3.872,3.936,0
44.31667,3.9055,3.891,3.929,0
44.35,3.9145,3.849,3.929,0
44.38333,3.916,3.884,3.936,0
44.41667,3.91,3.846,3.923,0
44.45,3.913,3.9,3.92,0
44.48333,3.91,3.897,3.939,0
44.51667,3.9145,3.897,3.926,0
44.55,3.9115,3.897,3.926,0
44.58333,3.9055,3.862,3.916,0
44.61667,3.904,3.894,3.926,0
44.65,3.91,3.897,3.926,0
44.68333,3.913,3.904,3.929,0
44.71667,3.907,3.897,3.929,0
44.75,3.91,3.852,3.92,0
44.78333,3.91,3.897,3.926,0
44.81667,3.913,3.9,3.929,0
44.85,3.913,3.897,3.923,0
44.88333,3.9085,3.891,3.932,0
44.91667,3.904,3.836,3.923,0
44.95,3.91,3.878,3.926,0
44.98333,3.91,3.891,3.929,0
45.01667,3.91,3.897,3.926,0
45.05,3.916,3.904,3.923,0
45.08333,3.91,3.9,3.923,0
45.11667,3.907,3.849,3.916,0
45.15,3.907,3.894,3.92,0
45.18333,3.907,3.897,3.92,0
45.21667,3.9145,3.891,3.929,0
45.25,3.913,3.894,3.929,0
45.28333,3.904,3.865,3.926,0
45.31667,3.91,3.891,3.929,0
45.35,3.9115,3.9,3.929,0
45.38333,3.91,3.897,3.92,0
45.41667,3.91,3.878,3.936,0
45.45,3.904,3.852,3.939,0
45.48333,3.913,3.891,3.923,0
45.51667,3.913,3.884,3.929,0
45.55,3.9115,3.888,3.936,0
45.58333,3.91,3.897,3.923,0
45.61667,3.907,3.872,3.916,0
45.65,3.9115,3.9,3.929,0
45.68333,3.91,3.894,3.926,0
45.71667,3.913,3.897,3.923,0
45.75,3.907,3.891,3.926,0
45.78333,3.916,3.76,3.926,0
45.81667,3.91,3.859,3.926,0
45.85,3.91,3.891,3.929,0
45.88333,3.91,3.9,3.916,0
45.91667,3.913,3.904,3.923,0
45.95,3.91,3.904,3.92,0
45.98333,3.91,3.862,3.92,0
46.01667,3.907,3.891,3.916,0
46.05,3.9115,3.894,3.923,0
46.08333,3.9115,3.894,3.923,0
46.11667,3.904,3.888,3.926,0
46.15,3.91,3.852,3.926,0
46.18333,3.91,3.904,3.926,0
46.21667,3.91,3.888,3.926,0
46.25,3.904,3.891,3.92,0
46.28333,3.904,3.894,3.916,0
46.31667,3.9,3.836,3.913,0
46.35,3.907,3.891,3.929,0
46.38333,3.913,3.891,3.929,0
46.41667,3.9085,3.888,3.916,0
46.45,3.91,3.894,3.929,0
46.48333,3.907,3.852,3.929,0
46.51667,3.91,3.9,3.926,0
46.55,3.9145,3.904,3.923,0
46.58333,3.9055,3.881,3.926,0
46.61667,3.904,3.872,3.916,0
46.65,3.9085,3.849,4.012,0
46.68333,3.91,3.881,3.923,0
46.71667,3.907,3.897,3.929,0
46.75,3.907,3.904,3.92,0
46.78333,3.91,3.904,3.923,0
46.81667,3.91,3.849,3.92,0
46.85,3.91,3.891,3.916,0
46.88333,3.904,3.875,3.916,0
46.91667,3.91,3.884,3.923,0
46.95,3.9085,3.884,3.923,0
46.98333,3.91,3.884,3.92,0
47.01667,3.904,3.836,3.92,0
47.05,3.907,3.897,3.936,0
47.08333,3.91,3.897,3.92,0
47.11667,3.91,3.894,3.926,0
47.15,3.904,3.894,3.923,0
47.18333,3.904,3.846,3.929,0
47.21667,3.91,3.891,3.92,0
47.25,3.91,3.884,3.916,0
47.28333,3.904,3.897,3.926,0
47.31667,3.91,3.9,3.923,0
47.35,3.904,3.852,3.92,0
47.38333,3.907,3.894,3.916,0
47.41667,3.9085,3.897,3.929,0
47.45,3.902,3.884,3.91,0
47.48333,3.9085,3.888,3.916,0
47.51667,3.9055,3.862,3.923,0
47.55,3.91,3.897,3.916,0
47.58333,3.91,3.897,3.923,0
47.61667,3.907,3.891,3.92,0
47.65,3.91,3.891,3.92,0
47.68333,3.907,3.862,3.92,0
47.71667,3.904,3.888,3.916,0
47.75,3.902,3.891,3.916,0
47.78333,3.9115,3.884,3.929,0
47.81667,3.9085,3.888,3.926,0
47.85,3.9085,3.862,3.916,0
47.88333,3.9085,3.891,3.926,0
47.91667,3.907,3.891,3.92,0
47.95,3.913,3.891,3.923,0
47.98333,3.91,3.894,3.916,0
48.01667,3.904,3.856,3.916,0
48.05,3.9085,3.862,3.923,0
48.08333,3.916,3.9,3.926,0
48.11667,3.907,3.888,3.929,0
48.15,3.907,3.897,3.916,0
48.18333,3.904,3.897,3.916,0
48.21667,3.904,3.846,3.916,0
48.25,3.91,3.904,3.923,0
48.28333,3.904,3.894,3.916,0
48.31667,3.9,3.884,3.92,0
48.35,3.91,3.891,3.929,0
48.38333,3.904,3.827,3.929,0
48.41667,3.907,3.881,3.916,0
48.45,3.907,3.894,3.916,0
48.48333,3.9055,3.888,3.916,0
48.51667,3.904,3.891,3.916,0
48.55,3.904,3.852,3.926,0
48.58333,3.904,3.878,3.923,0
48.61667,3.907,3.894,3.92,0
48.65,3.907,3.894,3.916,0
48.68333,3.904,3.891,3.942,0
48.71667,3.904,3.862,3.92,0
48.75,3.904,3.9,3.916,0
48.78333,3.904,3.888,3.913,0
48.81667,3.904,3.894,3.92,0
48.85,3.904,3.891,3.916,0
48.88333,3.9,3.862,3.916,0
48.91667,3.9115,3.891,3.929,0
48.95,3.91,3.878,3.929,0
48.98333,3.907,3.862,3.923,0
49.01667,3.907,3.891,3.92,0
49.05,3.9055,3.843,3.932,0
49.08333,3.9055,3.849,3.916,0
49.11667,3.904,3.891,3.916,0
49.15,3.904,3.891,3.916,0
49.18333,3.904,3.891,3.936,0
49.21667,3.907,3.878,3.92,0
