elapsed_min,fix_type,satellites
21.31667,3,8
21.35,3,8
21.38333,3,7
21.41667,3,7
21.45,3,7
21.48333,3,7
21.51667,3,8
21.55,3,8
21.58333,3,8
21.61667,3,8
21.65,3,7
21.68333,3,7
21.71667,3,7
21.75,3,7
21.78333,3,8
21.81667,3,8
21.85,3,8
21.88333,3,8
21.91667,3,8
21.95,3,8
21.98333,3,8
22.01667,3,8
22.05,3,8
22.08333,3,8
22.11667,3,8
22.15,3,8
22.18333,3,8
22.21667,3,8
22.25,3,8
22.28333,3,7
22.31667,3,7
22.35,3,8
22.38333,3,8
22.41667,3,8
22.45,3,8
22.48333,3,8
22.51667,3,8
22.55,3,8
22.58333,3,8
22.61667,3,8
22.65,3,8
22.68333,3,8
22.71667,3,8
22.75,3,8
22.78333,3,8
22.81667,3,8
22.85,3,8
22.88333,3,8
22.91667,3,8
22.95,3,8
22.98333,3,7
23.01667,3,7
23.05,3,8
23.08333,3,8
23.11667,3,8
23.15,3,8
23.18333,3,8
23.21667,3,8
23.25,3,8
23.28333,3,8
23.31667,3,8
23.35,3,8
23.38333,3,8
23.41667,3,8
23.45,3,8
23.48333,3,7.5
23.51667,3,8
23.55,3,8
23.58333,3,8
23.61667,3,8
23.65,3,8
23.68333,3,8
23.71667,3,8
23.75,3,7
23.78333,3,6.5
23.81667,3,8
23.85,3,8
23.88333,3,8
23.91667,3,8
23.95,3,8
23.98333,3,8
24.01667,3,8
24.05,3,8
24.08333,3,8
24.11667,3,8
24.15,3,8
24.18333,3,8
24.21667,3,8
24.25,3,8
24.28333,3,8
24.31667,3,8
24.35,3,8
24.38333,3,8
24.41667,3,8
24.45,3,8
24.48333,3,8
24.51667,3,8
24.55,3,8
24.58333,3,8
24.61667,3,8
24.65,3,8
24.68333,3,8
24.71667,3,8
24.75,3,8
24.78333,3,8
24.81667,3,8
24.85,3,8
24.88333,3,7
24.91667,3,7
24.95,3,8
24.98333,3,8
25.01667,3,8
25.05,3,8
25.08333,3,8
25.11667,3,7
25.15,3,7
25.18333,3,7
25.21667,3,7
25.25,3,8
25.28333,3,8
25.31667,3,8
25.35,3,8
25.38333,3,8
25.41667,3,8
25.45,3,8
25.48333,3,8
25.51667,3,8
25.55,3,7
25.58333,3,7
25.61667,3,7
25.65,3,7
25.68333,3,8
25.71667,3,8
25.75,3,8
25.78333,3,7.5
25.81667,3,7
25.85,3,7
25.88333,3,7
25.91667,3,8
25.95,3,8
25.98333,3,8
26.01667,3,8
26.05,3,8
26.08333,3,8
26.11667,3,8
26.15,3,7
26.18333,3,8
26.21667,3,8
26.25,3,8
26.28333,3,8
26.31667,3,8
26.35,3,8
26.38333,3,7
26.41667,3,8
26.45,3,8
26.48333,3,7
26.51667,3,8
26.55,3,8
26.58333,3,8
26.61667,3,8
26.65,3,8
26.68333,3,8
26.71667,3,8
26.75,3,8
26.78333,3,8
26.81667,3,8
26.85,3,8
26.88333,3,8
26.91667,3,8
26.95,3,8
26.98333,3,8
27.01667,3,8
27.05,3,8
27.08333,3,7
27.11667,3,7
27.15,3,7
27.18333,3,7
27.21667,3,7
27.25,3,7
27.28333,3,7
27.31667,3,7
27.35,3,7
27.38333,3,7
27.41667,3,7
27.45,3,7
27.48333,3,7
27.51667,3,6
27.55,3,7
27.58333,3,7
27.61667,3,7
27.65,3,7
27.68333,3,7
27.71667,3,7
27.75,3,7
27.78333,3,6.5
27.81667,3,6
27.85,3,6
27.88333,3,7
27.91667,3,7
27.95,3,7
27.98333,3,7
28.01667,3,7
28.05,3,7
28.08333,3,7
28.11667,3,7
28.15,3,7
28.18333,3,7
28.21667,3,7
28.25,3,7
28.28333,3,6
28.31667,3,5.5
28.35,3,6
28.38333,3,6
28.41667,3,6
28.45,3,6
28.48333,3,6
28.51667,3,6
28.55,3,6
28.58333,3,6
28.61667,3,7
28.65,3,7
28.68333,3,7
28.71667,3,6
28.75,3,7
28.78333,3,7
28.81667,3,7
28.85,3,7
28.88333,3,7
28.91667,3,6.5
28.95,3,7
28.98333,3,7
29.01667,3,7
29.05,3,7
29.08333,3,7
29.11667,3,6.5
29.15,3,7
29.18333,3,6
29.21667,3,6
29.25,3,7
29.28333,3,7
29.31667,3,7
29.35,3,7
29.38333,3,7
29.41667,3,7
29.45,3,7
29.48333,3,7
29.51667,3,7
29.55,3,7
29.58333,3,7
29.61667,3,6
29.65,3,6
29.68333,3,6
29.71667,3,7
29.75,3,7
29.78333,3,7
29.81667,3,7
29.85,3,7
29.88333,3,7
29.91667,3,7
29.95,3,7
29.98333,3,7
30.01667,3,5.5
30.05,3,6
30.08333,3,6
30.11667,3,6
30.15,3,7
30.18333,3,7
30.21667,3,7
30.25,3,7
30.28333,3,7
30.31667,3,6
30.35,3,7
30.38333,3,7
30.41667,3,7
30.45,3,6.5
30.48333,3,6
30.51667,3,5
30.55,3,5.5
30.58333,3,6
30.61667,3,6
30.65,3,6
30.68333,3,6
30.71667,3,6
30.75,3,6
30.78333,3,6
30.81667,3,6
30.85,3,6
30.88333,3,7
30.91667,3,7
30.95,3,7
30.98333,3,7
31.01667,3,7
31.05,3,7
31.08333,3,7
31.11667,3,7
31.15,3,7
31.18333,3,7
31.21667,3,7
31.25,3,7
31.28333,3,7
31.31667,3,7
31.35,3,7
31.38333,3,7
31.41667,3,7
31.45,3,7
31.48333,3,7
31.51667,3,7
31.55,3,7
31.58333,3,7
31.61667,3,7
31.65,3,7
31.68333,3,7
31.71667,3,7
31.75,3,7
31.78333,3,7
31.81667,3,7
31.85,3,7
31.88333,3,7
31.91667,3,7
31.95,3,7
31.98333,3,6
32.01667,3,6.5
32.05,3,7
32.08333,3,7
32.11667,3,7
32.15,3,7
32.18333,3,7
32.21667,3,7
32.25,3,6
32.28333,3,7
32.31667,3,6.5
32.35,3,6
32.38333,3,6
32.41667,3,6
32.45,3,7
32.48333,3,7
32.51667,3,6
32.55,3,6
32.58333,3,7
32.61667,3,7
32.65,3,7
32.68333,3,7
32.71667,3,7
32.75,3,7
32.78333,3,7
32.81667,3,6
32.85,3,7
32.88333,3,7
32.91667,3,7
32.95,3,7
32.98333,3,6
33.01667,3,7
33.05,3,7
33.08333,3,7
33.11667,3,7
33.15,3,7
33.18333,3,5
33.21667,3,5
33.25,3,5.5
33.28333,3,7
33.31667,3,7
33.35,3,7
33.38333,3,7
33.41667,3,7
33.45,3,7
33.48333,3,7
33.51667,3,6
33.55,3,7
33.58333,3,7
33.61667,3,5
33.65,3,6
33.68333,3,6
33.71667,3,6
33.75,3,7
33.78333,3,6
33.81667,3,7
33.85,3,7
33.88333,3,7
33.91667,3,7
33.95,3,7
33.98333,3,7
34.01667,3,7
34.05,3,7
34.08333,3,7
34.11667,3,7
34.15,3,7
34.18333,3,7
34.21667,3,7
34.25,3,6
34.28333,3,6
34.31667,3,6
34.35,3,6
34.38333,3,6.5
34.41667,3,7
34.45,3,7
34.48333,3,7
34.51667,3,7
34.55,3,7
34.58333,3,7
34.61667,3,6
34.65,3,6
34.68333,3,6
34.71667,3,7
34.75,3,7
34.78333,3,7
34.81667,3,7
34.85,3,7
34.88333,3,7
34.91667,3,7
34.95,3,7
34.98333,3,7
35.01667,3,7
35.05,3,7
35.08333,3,7
35.11667,3,7
35.15,3,7
35.18333,3,7
35.21667,3,7
35.25,3,7
35.28333,3,7
35.31667,3,7
35.35,3,7
35.38333,3,7
35.41667,3,7
35.45,3,7
35.48333,3,7
35.51667,3,7
35.55,3,7
35.58333,3,7
35.61667,3,7
35.65,3,7
35.68333,3,7
35.71667,3,7
35.75,3,7
35.78333,3,5
35.81667,3,7
35.85,3,7
35.88333,3,7
35.91667,3,7
35.95,3,7
35.98333,3,7
36.01667,3,7
36.05,3,7
36.08333,3,7
36.11667,3,5.5
36.15,3,5
36.18333,3,7
36.21667,3,7
36.25,3,7
36.28333,3,7
36.31667,3,7.5
36.35,3,8
36.38333,3,8
36.41667,3,8
36.45,3,9
36.48333,3,9
36.51667,3,9
36.55,3,10
36.58333,3,10
36.61667,3,10
36.65,3,10
36.68333,3,11
36.71667,3,11
36.75,3,11
36.78333,3,12
36.81667,3,12
36.85,3,12
36.88333,3,12
36.91667,3,11
36.95,3,12
36.98333,3,12
37.01667,3,12
37.05,3,12
37.08333,3,12
37.11667,3,12
37.15,3,12
37.18333,3,12
37.21667,3,12
37.25,3,12
37.28333,3,12
37.31667,3,12
37.35,3,11
37.38333,3,12
37.41667,3,12
37.45,3,12
37.48333,3,12
37.51667,3,12
37.55,3,12
37.58333,3,12
37.61667,3,12
37.65,3,12
37.68333,3,12
37.71667,3,12
37.75,3,12
37.78333,3,12
37.81667,3,13
37.85,3,13
37.88333,3,13
37.91667,3,12.5
37.95,2,6.5
37.98333,3,0
38.01667,3,12
38.05,3,13
38.08333,3,13
38.11667,3,12.5
38.15,3,13
38.18333,3,13
38.21667,3,13
38.25,3,13
38.28333,3,13
38.31667,3,13
38.35,3,13
38.38333,3,13
38.41667,3,12
38.45,3,13
38.48333,3,13
38.51667,3,13
38.55,3,13
38.58333,3,13
38.61667,3,13
38.65,3,13
38.68333,3,13
38.71667,3,13
38.75,3,13
38.78333,3,14
38.81667,3,14
38.85,3,14
38.88333,3,14
38.91667,3,14
38.95,3,14
38.98333,3,14
39.01667,3,14
39.05,3,14
39.08333,3,14
39.11667,3,14
39.15,3,14
39.18333,3,14
39.21667,3,14
39.25,3,13
39.28333,3,14
39.31667,3,14
39.35,3,14
39.38333,3,14
39.41667,3,14
39.45,3,14
39.48333,3,14
39.51667,3,14
39.55,3,14
39.58333,3,14
39.61667,3,15
39.65,3,15
39.68333,3,15
39.71667,3,15
39.75,3,15
39.78333,3,15
39.81667,3,15
39.85,3,15
39.88333,3,14.5
39.91667,3,15
39.95,3,15
39.98333,3,15
40.01667,3,15
40.05,3,15
40.08333,3,15
40.11667,3,15
40.15,3,15
40.18333,3,15
40.21667,3,15
40.25,3,15
40.28333,3,15
40.31667,3,15
40.35,3,15
40.38333,3,15
40.41667,3,15
40.45,3,15
40.48333,3,12
40.51667,3,12
40.55,3,13.5
40.58333,3,14
40.61667,3,15
40.65,3,15
40.68333,3,15
40.71667,3,15
40.75,3,15
40.78333,3,15
40.81667,3,15
40.85,3,15
40.88333,3,15
40.91667,3,15
40.95,3,15
40.98333,3,15
41.01667,3,15
41.05,3,15
41.08333,3,14
41.11667,3,15
41.15,3,15
41.18333,3,15
41.21667,3,15
41.25,3,15
41.28333,3,15
41.31667,3,15
41.35,3,15
41.38333,3,15
41.41667,3,14
41.45,3,15
41.48333,3,15
41.51667,3,15
41.55,3,17
41.58333,3,17
41.61667,3,17
41.65,3,17
41.68333,3,17
41.71667,3,17
41.75,3,17
41.78333,3,16
41.81667,3,17
41.85,3,17
41.88333,3,17
41.91667,3,17
41.95,3,17
41.98333,3,17
42.01667,3,17
42.05,3,18
42.08333,3,18
42.11667,3,18
42.15,3,18
42.18333,3,18
42.21667,3,18
42.25,3,18
42.28333,3,17
42.31667,3,18
42.35,3,18
42.38333,3,18
42.41667,3,18.5
42.45,3,19
42.48333,3,19
42.51667,3,19
42.55,3,19
42.58333,3,19
42.61667,3,19
42.65,3,19
42.68333,3,19
42.71667,3,19
42.75,3,19
42.78333,3,19
42.81667,3,19
42.85,3,19
42.88333,3,19
42.91667,3,19
42.95,3,17.5
42.98333,3,19
43.01667,3,18
43.05,3,19
43.08333,3,19
43.11667,3,18.5
43.15,3,18.5
43.18333,3,19
43.21667,3,18.5
43.25,3,19
43.28333,3,19
43.31667,3,19
43.35,3,19
43.38333,3,18
43.41667,3,19
43.45,3,19
43.48333,3,19
43.51667,3,19
43.55,3,19
43.58333,3,19
43.61667,3,19
43.65,3,16.5
43.68333,3,17
43.71667,3,16
43.75,3,18
43.78333,3,18
43.81667,3,17
43.85,3,19
43.88333,3,19
43.91667,3,19
43.95,3,19
43.98333,3,19
44.01667,3,20
44.05,3,18.5
44.08333,3,19
44.11667,3,21
44.15,3,21
44.18333,3,21
44.21667,3,21
44.25,3,21
44.28333,3,21
44.31667,3,20.5
44.35,3,21
44.38333,3,20.5
44.41667,3,21
44.45,3,20
44.48333,3,21
44.51667,3,21
44.55,3,21
44.58333,3,21
44.61667,3,21
44.65,3,21
44.68333,3,20.5
44.71667,3,21
44.75,3,21
44.78333,3,19.5
44.81667,3,21
44.85,3,21
44.88333,3,21
44.91667,3,21
44.95,3,21
44.98333,3,21
45.01667,3,21
45.05,3,21
45.08333,3,21
45.11667,3,20
45.15,3,21
45.18333,3,21
45.21667,3,21
45.25,3,21
45.28333,3,21
45.31667,3,20.5
45.35,3,21
45.38333,3,20
45.41667,3,16
45.45,3,17
45.48333,3,20.5
45.51667,3,18
45.55,3,21
45.58333,3,20.5
45.61667,3,21
45.65,3,20.5
45.68333,3,20.5
45.71667,3,21
45.75,3,20
45.78333,3,20.5
45.81667,3,21
45.85,3,21
45.88333,3,20.5
45.91667,3,21
45.95,3,20.5
45.98333,3,21
46.01667,3,20
46.05,3,20.5
46.08333,3,21
46.11667,3,20
46.15,3,21
46.18333,3,20
46.21667,3,20
46.25,3,20
46.28333,3,15
46.31667,3,18.5
46.35,3,21
46.38333,3,21
46.41667,3,20
46.45,3,21
46.48333,3,21
46.51667,3,21.5
46.55,3,22
46.58333,3,22.5
46.61667,3,24
46.65,3,24
46.68333,3,24
46.71667,3,22.5
46.75,3,24
46.78333,3,24
46.81667,3,24
46.85,3,23.5
46.88333,3,23
46.91667,3,23
46.95,3,24
46.98333,3,23
47.01667,3,24
47.05,3,24
47.08333,3,24
47.11667,3,23.5
47.15,3,22
47.18333,3,23.5
47.21667,3,23.5
47.25,3,24
47.28333,3,22
47.31667,3,24
47.35,3,24
47.38333,3,24
47.41667,3,23.5
47.45,3,25
47.48333,3,24
47.51667,3,25
47.55,3,25
47.58333,3,25
47.61667,3,25
47.65,3,24.5
47.68333,3,24.5
47.71667,3,24
47.75,3,25
47.78333,3,25
47.81667,3,25
47.85,3,25
47.88333,3,21
47.91667,3,18
47.95,3,19
47.98333,3,20.5
48.01667,3,21
48.05,3,24.5
48.08333,3,23
48.11667,3,25
48.15,3,25
48.18333,3,23
48.21667,3,24
48.25,3,25
48.28333,3,23
48.31667,3,25
48.35,3,23
48.38333,3,24
48.41667,3,23
48.45,3,23
48.48333,3,24
48.51667,3,24
48.55,3,25
48.58333,3,25
48.61667,3,23
48.65,3,25
48.68333,3,24
48.71667,3,25
48.75,3,22
48.78333,3,23
48.81667,3,24
48.85,3,25
48.88333,3,25
48.91667,3,25
48.95,3,24.5
48.98333,3,24
49.01667,3,24
49.05,3,25.5
49.08333,3,26
49.11667,3,25
49.15,3,24
49.18333,3,25
49.21667,3,25
49.25,3,26
49.28333,3,25
49.31667,3,25.5
49.35,3,23
49.38333,3,26
49.41667,3,25.5
49.45,3,25
49.48333,3,25.5
49.51667,3,26
49.55,3,26
49.58333,3,26
49.61667,3,25
49.65,3,25.5
49.68333,3,26
49.71667,3,25
49.75,3,26
49.78333,3,25
49.81667,3,26
49.85,3,26
49.88333,3,26
49.91667,3,25
49.95,3,25.5
49.98333,3,26
50.01667,3,26
50.05,3,25.5
50.08333,3,26
50.11667,3,26
50.15,3,26
50.18333,3,25
50.21667,3,26
50.25,3,26
50.28333,3,26
50.31667,3,26
50.35,3,25
50.38333,3,21
50.41667,3,17
50.45,3,24
50.48333,3,24.5
50.51667,3,17.5
50.55,3,17
50.58333,3,21.5
50.61667,3,25
50.65,3,20
50.68333,3,23
50.71667,3,25
50.75,3,26
50.78333,3,25
50.81667,3,25
50.85,3,26
50.88333,3,23
50.91667,3,26
50.95,3,23.5
50.98333,3,25
51.01667,3,25
51.05,3,25
51.08333,3,24
51.11667,3,24
51.15,3,24.5
51.18333,3,26
51.21667,3,22
51.25,3,25
51.28333,3,26
51.31667,3,22
51.35,3,25.5
51.38333,3,24
51.41667,3,25
51.45,3,26
51.48333,3,25.5
51.51667,3,25
51.55,3,25
51.58333,3,26
51.61667,3,26
51.65,3,26
51.68333,3,25
51.71667,3,26
51.75,3,22
51.78333,3,24.5
51.81667,3,26
51.85,3,25
51.88333,3,25.5
51.91667,3,25
51.95,3,25
51.98333,3,25.5
52.01667,3,26
52.05,3,25
52.08333,3,25
52.11667,3,26
52.15,3,23.5
52.18333,3,26
52.21667,3,26
52.25,3,26
52.28333,3,24
52.31667,3,26
52.35,3,25
52.38333,3,26
52.41667,3,25.5
52.45,3,26
52.48333,3,25
52.51667,3,24.5
52.55,3,25
52.58333,3,25
52.61667,3,26
52.65,3,26
52.68333,3,26
52.71667,3,26
52.75,3,26
52.78333,3,24.5
52.81667,3,25
52.85,3,21
52.88333,3,20
52.91667,3,21
52.95,3,23
