elapsed_min,fix_type,satellites
52.98333,3,23
53.01667,3,23
53.05,3,25
53.08333,3,22
53.11667,3,22
53.15,3,21
53.18333,3,25
53.21667,3,23
53.25,3,26
53.28333,3,24
53.31667,3,26
53.35,3,26
53.38333,3,26
53.41667,3,26
53.45,3,25
53.48333,3,25
53.51667,3,25
53.55,3,26
53.58333,3,24
53.61667,3,26
53.65,3,25.5
53.68333,3,26
53.71667,3,26
53.75,3,26
53.78333,3,26
53.81667,3,26
53.85,3,26
53.88333,3,25
53.91667,3,25
53.95,3,26
53.98333,3,25
54.01667,3,26
54.05,3,25
54.08333,3,25.5
54.11667,3,25
54.15,3,24
54.18333,3,26
54.21667,3,25.5
54.25,3,25.5
54.28333,3,25
54.31667,3,24.5
54.35,3,26
54.38333,3,26
54.41667,3,26
54.45,3,26
54.48333,3,26
54.51667,3,25
54.55,3,25
54.58333,3,26
54.61667,3,26
54.65,3,26
54.68333,3,26
54.71667,3,26
54.75,3,26
54.78333,3,26
54.81667,3,25
54.85,3,24
54.88333,3,24
54.91667,3,26
54.95,3,23.5
54.98333,3,24
55.01667,3,26
55.05,3,25.5
55.08333,3,26
55.11667,3,25.5
55.15,3,25
55.18333,3,23
55.21667,3,25
55.25,3,25
55.28333,3,26
55.31667,3,24
55.35,3,17
55.38333,3,22
55.41667,3,25
55.45,3,25
55.48333,3,24.5
55.51667,3,24.5
55.55,3,25.5
55.58333,3,25
55.61667,3,26
55.65,3,21
55.68333,3,23
55.71667,3,24
55.75,3,26
55.78333,3,26
55.81667,3,25.5
55.85,3,26
55.88333,3,26
55.91667,3,25
55.95,3,26
55.98333,3,26
56.01667,3,26
56.05,3,26
56.08333,3,26
56.11667,3,26
56.15,3,25.5
56.18333,3,26
56.21667,3,26
56.25,3,26
56.28333,3,26
56.31667,3,26
56.35,3,26
56.38333,3,26
56.41667,3,25
56.45,3,26
56.48333,3,26
56.51667,3,26
56.55,3,27
56.58333,3,26
56.61667,3,26
56.65,3,28
56.68333,3,28
56.71667,3,28
56.75,3,27
56.78333,3,28
56.81667,3,28
56.85,3,28
56.88333,3,28
56.91667,3,28
56.95,3,28
56.98333,3,28
57.01667,3,28
57.05,3,28
57.08333,3,28
57.11667,3,26
57.15,3,27
57.18333,3,28
57.21667,3,28
57.25,3,27
57.28333,3,27.5
57.31667,3,27
57.35,3,27.5
57.38333,3,26
57.41667,3,27.5
57.45,3,26
57.48333,3,28
57.51667,3,28
57.55,3,28
57.58333,3,28
57.61667,3,27
57.65,3,28
57.68333,3,26.5
57.71667,3,28
57.75,3,26.5
57.78333,3,27
57.81667,3,28
57.85,3,26.5
57.88333,3,22
57.91667,3,14
57.95,3,14
57.98333,3,17
58.01667,3,25.5
58.05,3,24
58.08333,3,26
58.11667,3,22.5
58.15,3,22
58.18333,3,26.5
58.21667,3,27.5
58.25,3,28
58.28333,3,27.5
58.31667,3,26.5
58.35,3,28
58.38333,3,28
58.41667,3,26
58.45,3,28
58.48333,3,28
58.51667,3,28
58.55,3,27
58.58333,3,28
58.61667,3,28
58.65,3,26
58.68333,3,28
58.71667,3,27
58.75,3,28
58.78333,3,24
58.81667,3,28
58.85,3,28
58.88333,3,27
58.91667,3,26.5
58.95,3,28
58.98333,3,28
59.01667,3,24
59.05,3,27
59.08333,3,28
59.11667,3,28
59.15,3,26
59.18333,3,28
59.21667,3,26.5
59.25,3,24
59.28333,3,25.5
59.31667,3,25.5
59.35,3,26
59.38333,3,26.5
59.41667,3,28
59.45,3,28
59.48333,3,27.5
59.51667,3,26
59.55,3,27
59.58333,3,26.5
59.61667,3,27
59.65,3,26
59.68333,3,25
59.71667,3,27.5
59.75,3,27
59.78333,3,28
59.81667,3,28
59.85,3,26.5
59.88333,3,27
59.91667,3,27
59.95,3,27.5
59.98333,3,26
60.01667,3,27
60.05,3,27.5
60.08333,3,27
60.11667,3,26
60.15,3,27
60.18333,3,28
60.21667,3,25
60.25,3,28
60.28333,3,27.5
60.31667,3,28
60.35,3,20
60.38333,3,15.5
60.41667,3,17
60.45,3,20
60.48333,3,26
60.51667,3,23
60.55,3,27
60.58333,3,26
60.61667,3,24
60.65,3,20
60.68333,3,11
60.71667,3,20
60.75,3,23
60.78333,3,25
60.81667,3,26
60.85,3,27.5
60.88333,3,25
60.91667,3,28
60.95,3,26.5
60.98333,3,27
61.01667,3,28
61.05,3,27.5
61.08333,3,28
61.11667,3,26.5
61.15,3,28
61.18333,3,25.5
61.21667,3,28
61.25,3,27
61.28333,3,27.5
61.31667,3,26.5
61.35,3,28
61.38333,3,26
61.41667,3,27.5
61.45,3,27.5
61.48333,3,28
61.51667,3,28
61.55,3,26.5
61.58333,3,27
61.61667,3,27
61.65,3,26
61.68333,3,26
61.71667,3,27
61.75,3,26.5
61.78333,3,26
61.81667,3,26
61.85,3,27
61.88333,3,26.5
61.91667,3,26.5
61.95,3,24
61.98333,3,27
62.01667,3,25
62.05,3,24.5
62.08333,3,26
62.11667,3,24.5
62.15,3,27
62.18333,3,27
62.21667,3,26.5
62.25,3,27
62.28333,3,27
62.31667,3,26.5
62.35,3,27
62.38333,3,26.5
62.41667,3,26
62.45,3,27
62.48333,3,27
62.51667,3,26
62.55,3,27
62.58333,3,27
62.61667,3,27
62.65,3,26.5
62.68333,3,25
62.71667,3,26
62.75,3,27
62.78333,3,26
62.81667,3,24
62.85,3,27
62.88333,3,23.5
62.91667,3,15
62.95,3,16.5
62.98333,3,23
63.01667,3,19.5
63.05,3,23.5
63.08333,3,22
63.11667,3,24
63.15,3,25
63.18333,3,23
63.21667,3,27
63.25,3,26
63.28333,3,26
63.31667,3,27
63.35,3,28
63.38333,3,24.5
63.41667,3,28
63.45,3,25
63.48333,3,26
63.51667,3,28
63.55,3,26.5
63.58333,3,27.5
63.61667,3,27
63.65,3,27
63.68333,3,27
63.71667,3,28
63.75,3,27
63.78333,3,27.5
63.81667,3,27
63.85,3,27.5
63.88333,3,28
63.91667,3,27.5
63.95,3,27
63.98333,3,28
64.01667,3,26.5
64.05,3,28
64.08333,3,28
64.11667,3,27
64.15,3,28
64.18333,3,27
64.21667,3,26
64.25,3,23
64.28333,3,26.5
64.31667,3,23.5
64.35,3,22
64.38333,3,25.5
64.41667,3,22
64.45,3,26
64.48333,3,27.5
64.51667,3,27
64.55,3,25.5
64.58333,3,28
64.61667,3,23
64.65,3,26
64.68333,3,27
64.71667,3,27
64.75,3,25
64.78333,3,24
64.81667,3,13
64.85,3,19.5
64.88333,3,20
64.91667,3,24
64.95,3,21
64.98333,3,20
65.01667,3,22.5
65.05,3,25.5
65.08333,3,24
65.11667,3,24
65.15,3,21
65.18333,3,23
65.21667,3,26.5
65.25,3,24
65.28333,3,26
65.31667,3,27
65.35,3,16
65.38333,3,23.5
65.41667,3,24
65.45,3,25.5
65.48333,3,25
65.51667,3,26
65.55,3,27
65.58333,3,27
65.61667,3,18
65.65,3,22
65.68333,3,24
65.71667,3,26
65.75,3,26
65.78333,3,24
65.81667,3,28
65.85,3,26
65.88333,3,28
65.91667,3,27
65.95,3,27
65.98333,3,26
66.01667,3,27
66.05,3,27
66.08333,3,28
66.11667,3,27
66.15,3,28
66.18333,3,26
66.21667,3,24
66.25,3,26
66.28333,3,25.5
66.31667,3,25.5
66.35,3,26
66.38333,3,26
66.41667,3,27
66.45,3,25.5
66.48333,3,27.5
66.51667,3,26.5
66.55,3,28
66.58333,3,27
66.61667,3,26
66.65,3,28
66.68333,3,28
66.71667,3,25
66.75,3,27
66.78333,3,27
66.81667,3,26
66.85,3,26
66.88333,3,28
66.91667,3,25
66.95,3,25.5
66.98333,3,26
67.01667,3,28
67.05,3,26.5
67.08333,3,27
67.11667,3,26
67.15,3,24
67.18333,3,28
67.21667,3,27.5
67.25,3,27
67.28333,3,26
67.31667,3,27.5
67.35,3,28
67.38333,3,27
67.41667,3,26
67.45,3,27.5
67.48333,3,27
67.51667,3,28
67.55,3,28
67.58333,3,28
67.61667,3,26
67.65,3,27.5
67.68333,3,28
67.71667,3,26.5
67.75,3,27
67.78333,3,18
67.81667,3,25
67.85,3,18
67.88333,3,25.5
67.91667,3,26.5
67.95,3,25
67.98333,3,24
68.01667,3,27
68.05,3,26
68.08333,3,27
68.11667,3,26.5
68.15,3,24
68.18333,3,25
68.21667,3,26
68.25,3,26
68.28333,3,27
68.31667,3,21
68.35,3,27
68.38333,3,25
68.41667,3,28
68.45,3,27.5
68.48333,3,27
68.51667,3,25
68.55,3,26
68.58333,3,24
68.61667,3,28
68.65,3,26.5
68.68333,3,26
68.71667,3,28
68.75,3,28
68.78333,3,28
68.81667,3,27
68.85,3,27.5
68.88333,3,28
68.91667,3,27
68.95,3,28
68.98333,3,28
69.01667,3,28
69.05,3,27.5
69.08333,3,28
69.11667,3,27.5
69.15,3,26
69.18333,3,26
69.21667,3,28
69.25,3,26
69.28333,3,25.5
69.31667,3,27
69.35,3,26
69.38333,3,27.5
69.41667,3,26
69.45,3,26
69.48333,3,28
69.51667,3,28
69.55,3,28
69.58333,3,27.5
69.61667,3,28
69.65,3,28
69.68333,3,28
69.71667,3,27.5
69.75,3,28
69.78333,3,21
69.81667,3,27
69.85,3,27
69.88333,3,25
69.91667,3,26.5
69.95,3,26.5
69.98333,3,27
70.01667,3,27
70.05,3,27
70.08333,3,26
70.11667,3,27
70.15,3,27
70.18333,3,26.5
70.21667,3,27
70.25,3,26
70.28333,3,27
70.31667,3,13
70.35,3,25
70.38333,3,26
70.41667,3,25
70.45,3,26.5
70.48333,3,27
70.51667,3,26
70.55,3,27
70.58333,3,28
70.61667,3,28
70.65,3,27.5
70.68333,3,26
70.71667,3,27.5
70.75,3,27
70.78333,3,27
70.81667,3,25
70.85,3,27
70.88333,3,28
70.91667,3,27
70.95,3,27.5
70.98333,3,28
71.01667,3,27
71.05,3,27
71.08333,3,26
71.11667,3,27
71.15,3,27
71.18333,3,27
71.21667,3,28
71.25,3,25
71.28333,3,26
71.31667,3,28
71.35,3,22
71.38333,3,25
71.41667,3,24
71.45,3,28
71.48333,3,28
71.51667,3,27
71.55,3,27
71.58333,3,27.5
71.61667,3,27
71.65,3,27.5
71.68333,3,27
71.71667,3,28
71.75,3,26
71.78333,3,28
71.81667,3,27
71.85,3,28
71.88333,3,27
71.91667,3,26.5
71.95,3,27
71.98333,3,26
72.01667,3,27
72.05,3,27
72.08333,3,27
72.11667,3,27
72.15,3,25
72.18333,3,17
72.21667,3,24.5
72.25,3,23
72.28333,3,22
72.31667,3,27
72.35,3,26
72.38333,3,26.5
72.41667,3,28
72.45,3,26.5
72.48333,3,27
72.51667,3,27
72.55,3,26.5
72.58333,3,26
72.61667,3,26.5
72.65,3,28
72.68333,3,25
72.71667,3,28
72.75,3,27.5
72.78333,3,25
72.81667,3,28
72.85,3,27.5
72.88333,3,27
72.91667,3,27
72.95,3,24.5
72.98333,3,25
73.01667,3,22
73.05,3,17
73.08333,3,24
73.11667,3,23
73.15,3,22
73.18333,3,27
73.21667,3,21
73.25,3,21
73.28333,3,23.5
73.31667,3,23
73.35,3,23
73.38333,3,27
73.41667,3,22
73.45,3,26.5
73.48333,3,28
73.51667,3,26
73.55,3,27.5
73.58333,3,26
73.61667,3,26
73.65,3,26
73.68333,3,26
73.71667,3,27
73.75,3,27
73.78333,3,26
73.81667,3,27
73.85,3,26.5
73.88333,3,27
73.91667,3,27
73.95,3,26
73.98333,3,25
74.01667,3,25.5
74.05,3,26
74.08333,3,24
74.11667,3,20
74.15,3,26
74.18333,3,26
74.21667,3,25.5
74.25,3,27
74.28333,3,26.5
74.31667,3,27
74.35,3,27
74.38333,3,27
74.41667,3,27
74.45,3,27
74.48333,3,27
74.51667,3,26
74.55,3,26.5
74.58333,3,27
74.61667,3,27
74.65,3,27
74.68333,3,26
74.71667,3,26
74.75,3,27
74.78333,3,27
74.81667,3,27
74.85,3,27
74.88333,3,26.5
74.91667,3,27
74.95,3,27
74.98333,3,27
75.01667,3,27
75.05,3,27
75.08333,3,27
75.11667,3,27
75.15,3,27
75.18333,3,27
75.21667,3,27
75.25,3,27
75.28333,3,21
75.31667,3,15.5
75.35,3,26
75.38333,3,27
75.41667,3,27
75.45,3,27
75.48333,3,25
75.51667,3,21
75.55,3,24
75.58333,3,27
75.61667,3,26
75.65,3,27
75.68333,3,27
75.71667,3,27
75.75,3,27
75.78333,3,27
75.81667,3,27
75.85,3,27
75.88333,3,27
75.91667,3,26.5
75.95,3,27
75.98333,3,27
76.01667,3,27
76.05,3,27
76.08333,3,27
76.11667,3,27
76.15,3,27
76.18333,3,27
76.21667,3,26.5
76.25,3,27
76.28333,3,27
76.31667,3,27
76.35,3,27
76.38333,3,27
76.41667,3,27
76.45,3,27
76.48333,3,27
76.51667,3,27
76.55,3,27
76.58333,3,27
76.61667,3,27
76.65,3,27
76.68333,3,27
76.71667,3,27
76.75,3,27
76.78333,3,27
76.81667,3,27
76.85,3,27
76.88333,3,27
76.91667,3,27
76.95,3,27
76.98333,3,27
77.01667,3,27
77.05,3,27
77.08333,3,27
77.11667,3,27
77.15,3,26
77.18333,3,26.5
77.21667,3,27
77.25,3,27
77.28333,3,27
77.31667,3,27
77.35,3,26.5
77.38333,3,27
77.41667,3,27
77.45,3,27
77.48333,3,27
77.51667,3,27
77.55,3,27
77.58333,3,26.5
77.61667,3,26
77.65,3,27
77.68333,3,27
77.71667,3,27
77.75,3,16.5
77.78333,3,21
77.81667,3,27
77.85,3,27
77.88333,3,26.5
77.91667,3,21.5
77.95,3,26
77.98333,3,26
78.01667,3,26
78.05,3,27
78.08333,3,27
78.11667,3,27
78.15,3,27
78.18333,3,26.5
78.21667,3,24
78.25,3,24
78.28333,3,26
78.31667,3,27
78.35,3,26.5
78.38333,3,26
78.41667,3,27
78.45,3,27
78.48333,3,27
78.51667,3,27
78.55,3,27
78.58333,3,27
78.61667,3,27
78.65,3,26
78.68333,3,27
78.71667,3,27
78.75,3,25
78.78333,3,26
78.81667,3,26
78.85,3,27
78.88333,3,27
78.91667,3,27
78.95,3,27
78.98333,3,27
79.01667,3,25
79.05,3,27
79.08333,3,27
79.11667,3,27
79.15,3,26.5
79.18333,3,26
79.21667,3,27
79.25,3,26.5
79.28333,3,26
79.31667,3,27
79.35,3,26.5
79.38333,3,26
79.41667,3,26
79.45,3,28
79.48333,3,28
79.51667,3,28
79.55,3,27
79.58333,3,28
79.61667,3,28
79.65,3,28
79.68333,3,28
79.71667,3,28
79.75,3,26
79.78333,3,28
79.81667,3,28
79.85,3,28
79.88333,3,27
79.91667,3,28
79.95,3,28
79.98333,3,28
80.01667,3,28
80.05,3,28
80.08333,3,28
80.11667,3,28
80.15,3,28
80.18333,3,28
80.21667,3,28
80.25,3,21
80.28333,3,19
80.31667,3,22
80.35,3,26.5
80.38333,3,27
80.41667,3,25
80.45,3,19.5
80.48333,3,22
80.51667,3,26
80.55,3,27
80.58333,3,27
80.61667,3,27
80.65,3,28
80.68333,3,28
80.71667,3,26.5
80.75,3,27
80.78333,3,28
80.81667,3,28
80.85,3,28
80.88333,3,28
80.91667,3,28
80.95,3,28
80.98333,3,28
81.01667,3,28
81.05,3,28
81.08333,3,28
81.11667,3,28
81.15,3,28
81.18333,3,28
81.21667,3,29
81.25,3,28.5
81.28333,3,29
81.31667,3,29
81.35,3,28.5
81.38333,3,28
81.41667,3,28.5
81.45,3,29
81.48333,3,29
81.51667,3,29
81.55,3,29
81.58333,3,29
81.61667,3,29
81.65,3,29
81.68333,3,29
81.71667,3,28
81.75,3,29
81.78333,3,29
81.81667,3,29
81.85,3,29
81.88333,3,29
81.91667,3,29
81.95,3,29
81.98333,3,28.5
82.01667,3,29
82.05,3,29
82.08333,3,29
82.11667,3,29
82.15,3,29
82.18333,3,28.5
82.21667,3,29
82.25,3,29
82.28333,3,29
82.31667,3,29
82.35,3,29
82.38333,3,29
82.41667,3,28.5
82.45,3,27.5
82.48333,3,29
82.51667,3,29
82.55,3,29
82.58333,3,28.5
82.61667,3,29
82.65,3,29
82.68333,3,29
82.71667,3,29
82.75,3,29
82.78333,3,29
82.81667,3,29
82.85,3,29
82.88333,3,29
82.91667,3,29
82.95,3,27
82.98333,3,23
83.01667,3,22
83.05,3,20.5
83.08333,3,19
83.11667,3,26
83.15,3,27
83.18333,3,27
83.21667,3,29
83.25,3,28.5
83.28333,3,29
83.31667,3,29
83.35,3,29
83.38333,3,29
83.41667,3,29
83.45,3,29
83.48333,3,29
83.51667,3,29
83.55,3,28
83.58333,3,29
83.61667,3,28.5
83.65,3,29
83.68333,3,29
83.71667,3,29
83.75,3,29
83.78333,3,29
83.81667,3,29
83.85,3,29
83.88333,3,28.5
83.91667,3,28
83.95,3,29
83.98333,3,29
84.01667,3,29
84.05,3,29
84.08333,3,29
84.11667,3,29
84.15,3,28.5
84.18333,3,28
84.21667,3,29
84.25,3,29
84.28333,3,29
84.31667,3,29
84.35,3,29
84.38333,3,29
84.41667,3,29
84.45,3,29
84.48333,3,29
84.51667,3,29
84.55,3,29
84.58333,3,28.5
84.61667,3,29
84.65,3,29
84.68333,3,29
84.71667,3,29
84.75,3,29
84.78333,3,28
84.81667,3,29
84.85,3,29
84.88333,3,29
84.91667,3,29
84.95,3,28
84.98333,3,29
85.01667,3,29
85.05,3,28.5
85.08333,3,29
85.11667,3,29
85.15,3,28.5
85.18333,3,29
85.21667,3,29
85.25,3,28
85.28333,3,18
85.31667,3,19
85.35,3,23
85.38333,3,20
85.41667,3,22.5
85.45,3,28
85.48333,3,28
85.51667,3,28
85.55,3,29
85.58333,3,29
85.61667,3,29
85.65,3,28
85.68333,3,29
85.71667,3,29
85.75,3,29
85.78333,3,28.5
85.81667,3,29
85.85,3,29
85.88333,3,29
85.91667,3,29
85.95,3,29
85.98333,3,29
86.01667,3,29
86.05,3,28.5
86.08333,3,29
86.11667,3,28.5
86.15,3,29
86.18333,3,29
86.21667,3,29
86.25,3,28.5
86.28333,3,29
86.31667,3,29
86.35,3,29
86.38333,3,29
86.41667,3,29
86.45,3,29
86.48333,3,29
86.51667,3,29
86.55,3,29
86.58333,3,29
86.61667,3,28
86.65,3,29
86.68333,3,29
86.71667,3,29
86.75,3,28
86.78333,3,28
86.81667,3,28
86.85,3,28
86.88333,3,28.5
86.91667,3,29
86.95,3,29
86.98333,3,28.5
87.01667,3,29
87.05,3,29
87.08333,3,29
87.11667,3,28.5
87.15,3,29
87.18333,3,29
87.21667,3,29
87.25,3,29
87.28333,3,28
87.31667,3,29
87.35,3,29
87.38333,3,29
87.41667,3,29
87.45,3,29
87.48333,3,29
87.51667,3,28
87.55,3,29
87.58333,3,29
87.61667,3,29
87.65,3,25
87.68333,3,21
87.71667,3,23.5
87.75,3,25
87.78333,3,23
87.81667,3,21
87.85,3,21
87.88333,3,25.5
87.91667,3,28
87.95,3,28
87.98333,3,28
88.01667,3,29
88.05,3,28
88.08333,3,28
88.11667,3,27
88.15,3,29
88.18333,3,29
88.21667,3,29
88.25,3,28.5
88.28333,3,28
88.31667,3,28
88.35,3,28
88.38333,3,29
88.41667,3,29
88.45,3,28.5
88.48333,3,28
88.51667,3,29
88.55,3,29
88.58333,3,29
88.61667,3,28
88.65,3,29
88.68333,3,29
88.71667,3,29
88.75,3,29
88.78333,3,29
88.81667,3,29
88.85,3,29
88.88333,3,29
88.91667,3,29
88.95,3,29
88.98333,3,28.5
89.01667,3,28
89.05,3,29
89.08333,3,29
89.11667,3,29
89.15,3,28
89.18333,3,29
89.21667,3,28
89.25,3,28
89.28333,3,28
89.31667,3,29
89.35,3,29
89.38333,3,28
89.41667,3,28
89.45,3,28
89.48333,3,29
89.51667,3,29
89.55,3,29
89.58333,3,29
89.61667,3,29
89.65,3,29
89.68333,3,29
89.71667,3,29
89.75,3,29
89.78333,3,29
89.81667,3,28
89.85,3,28
89.88333,3,28
89.91667,3,28
89.95,3,27
89.98333,3,27
90.01667,3,28
90.05,3,29
90.08333,3,29
90.11667,3,29
90.15,3,29
90.18333,3,26.5
90.21667,3,20
90.25,3,27
90.28333,3,21
90.31667,3,19
90.35,3,23.5
90.38333,3,25
90.41667,3,28
90.45,3,29
90.48333,3,29
90.51667,3,29
90.55,3,29
90.58333,3,29
90.61667,3,29
90.65,3,30
90.68333,3,30
90.71667,3,30
90.75,3,30
90.78333,3,30
90.81667,3,30
90.85,3,30
90.88333,3,30
90.91667,3,30
90.95,3,30
90.98333,3,30
91.01667,3,30
91.05,3,30
91.08333,3,30
91.11667,3,30
91.15,3,30
91.18333,3,30
91.21667,3,30
91.25,3,30
91.28333,3,30
91.31667,3,30
91.35,3,30
91.38333,3,29
91.41667,3,29
91.45,3,28.5
91.48333,3,29
91.51667,3,28.5
91.55,3,29
91.58333,3,29
91.61667,3,29
91.65,3,28
91.68333,3,29
91.71667,3,29
91.75,3,29
91.78333,3,29
91.81667,3,29
91.85,3,28
91.88333,3,28
91.91667,3,29.5
91.95,3,30
91.98333,3,30
92.01667,3,29
92.05,3,30
92.08333,3,29
92.11667,3,28
92.15,3,30
92.18333,3,30
92.21667,3,30
92.25,3,30
92.28333,3,30
92.31667,3,28
92.35,3,29
92.38333,3,29
92.41667,3,29
92.45,3,29
92.48333,3,29
92.51667,3,27.5
92.55,3,28.5
92.58333,3,29
92.61667,3,27.5
92.65,3,24
92.68333,3,16
92.71667,3,22
92.75,3,25
92.78333,3,25
92.81667,3,23
92.85,3,19
92.88333,3,24
92.91667,3,28
92.95,3,29.5
92.98333,3,30
93.01667,3,28.5
93.05,3,28
93.08333,3,28
93.11667,3,29
93.15,3,29
93.18333,3,29
93.21667,3,29
93.25,3,29
93.28333,3,29
93.31667,3,29
93.35,3,29
93.38333,3,29
93.41667,3,30
93.45,3,30
93.48333,3,30
93.51667,3,30
93.55,3,30
93.58333,3,30
93.61667,3,30
93.65,3,30
93.68333,3,29
93.71667,3,29.5
93.75,3,29
93.78333,3,28
93.81667,3,29
93.85,3,30
93.88333,3,30
93.91667,3,30
93.95,3,30
93.98333,3,30
94.01667,3,30
94.05,3,30
94.08333,3,30
94.11667,3,30
94.15,3,30
94.18333,3,29.5
94.21667,3,30
94.25,3,30
94.28333,3,30
94.31667,3,30
94.35,3,30
94.38333,3,29
94.41667,3,29
94.45,3,29.5
94.48333,3,30
94.51667,3,30
94.55,3,30
94.58333,3,30
94.61667,3,30
94.65,3,30
94.68333,3,30
94.71667,3,30
94.75,3,30
94.78333,3,30
94.81667,3,30
94.85,3,30
94.88333,3,29.5
94.91667,3,29.5
94.95,3,30
94.98333,3,30
95.01667,3,30
95.05,3,29
95.08333,3,29
95.11667,3,30
95.15,3,29.5
95.18333,3,29.5
95.21667,3,29
95.25,3,28
95.28333,3,24
95.31667,3,22
95.35,3,26
95.38333,3,28
95.41667,3,29
95.45,3,29
95.48333,3,30
95.51667,3,30
95.55,3,23.5
95.58333,3,20
95.61667,3,25
95.65,3,27
95.68333,3,27
95.71667,3,27
95.75,3,28
95.78333,3,29
95.81667,3,29
95.85,3,29
95.88333,3,29
95.91667,3,29
95.95,3,29
95.98333,3,28
96.01667,3,28.5
96.05,3,29
96.08333,3,29
96.11667,3,29
96.15,3,29
96.18333,3,30
96.21667,3,30
96.25,3,30
96.28333,3,30
96.31667,3,30
96.35,3,30
96.38333,3,30
96.41667,3,30
96.45,3,30
96.48333,3,29
96.51667,3,29.5
96.55,3,30
96.58333,3,30
96.61667,3,30
96.65,3,30
96.68333,3,30
96.71667,3,30
96.75,3,29
96.78333,3,29
96.81667,3,30
96.85,3,30
96.88333,3,30
96.91667,3,30
96.95,3,30
96.98333,3,30
97.01667,3,30
97.05,3,30
97.08333,3,30
97.11667,3,30
97.15,3,29
97.18333,3,29
97.21667,3,30
97.25,3,30
97.28333,3,30
97.31667,3,30
97.35,3,30
97.38333,3,30
97.41667,3,30
97.45,3,28
97.48333,3,29
97.51667,3,30
97.55,3,29
97.58333,3,25
97.61667,3,20
97.65,3,24
97.68333,3,29
97.71667,3,30
97.75,3,30
97.78333,3,20.5
97.81667,3,23
97.85,3,27
97.88333,3,28
97.91667,3,28
97.95,3,27
97.98333,3,26
98.01667,3,27
98.05,3,28.5
98.08333,3,29.5
98.11667,3,30
98.15,3,30
98.18333,3,30
98.21667,3,29
98.25,3,30
98.28333,3,30
98.31667,3,30
98.35,3,30
98.38333,3,30
98.41667,3,30
98.45,3,30
98.48333,3,30
98.51667,3,30
98.55,3,29
98.58333,3,29
98.61667,3,28.5
98.65,3,30
98.68333,3,30
98.71667,3,29.5
98.75,3,29
98.78333,3,27
98.81667,3,29
98.85,3,29
98.88333,3,28
98.91667,3,28
98.95,3,28
98.98333,3,28
99.01667,3,28
99.05,3,28
99.08333,3,29
99.11667,3,29
99.15,3,29
99.18333,3,29
99.21667,3,29
99.25,3,29
99.28333,3,29
99.31667,3,29
99.35,3,29
99.38333,3,29
99.41667,3,29
99.45,3,29
99.48333,3,29
99.51667,3,29
99.55,3,29
99.58333,3,29
99.61667,3,29
99.65,3,29
99.68333,3,29
99.71667,3,29
99.75,3,29
99.78333,3,29
99.81667,3,29
99.85,3,29
99.88333,3,29
99.91667,3,27.5
99.95,3,26
99.98333,3,26
100.01667,3,25
100.05,3,20
100.08333,3,23.5
100.11667,3,26
100.15,3,28
100.18333,3,29
100.21667,3,29
100.25,3,27
100.28333,3,24
100.31667,3,25
100.35,3,27
100.38333,3,27
100.41667,3,28
100.45,3,27
100.48333,3,28
100.51667,3,29
100.55,3,29
100.58333,3,28.5
100.61667,3,29
100.65,3,29
100.68333,3,29
100.71667,3,29
100.75,3,29
100.78333,3,29
100.81667,3,29
100.85,3,28
100.88333,3,29
100.91667,3,29
100.95,3,28
100.98333,3,29
101.01667,3,29
101.05,3,29
101.08333,3,29
101.11667,3,29
101.15,3,28
101.18333,3,27
101.21667,3,27
101.25,3,27
101.28333,3,28
101.31667,3,29
101.35,3,29
101.38333,3,29
101.41667,3,29
101.45,3,29
101.48333,3,29
101.51667,3,29
101.55,3,28.5
101.58333,3,29
101.61667,3,28.5
101.65,3,29
101.68333,3,29
101.71667,3,29
101.75,3,29
101.78333,3,29
101.81667,3,29
101.85,3,29
101.88333,3,29
101.91667,3,29
101.95,3,29
101.98333,3,29
102.01667,3,29
102.05,3,29
102.08333,3,29
102.11667,3,29
102.15,3,29
102.18333,3,29
102.21667,3,29
102.25,3,29
102.28333,3,29
102.31667,3,29
102.35,3,29
102.38333,3,29
102.41667,3,29
102.45,3,29
102.48333,3,29
102.51667,3,29
102.55,3,29
102.58333,3,28.5
102.61667,3,24
102.65,3,16
102.68333,3,27
102.71667,3,27
102.75,3,28
102.78333,3,25.5
102.81667,3,27
102.85,3,22
102.88333,3,26
102.91667,3,27
102.95,3,27
102.98333,3,26
103.01667,3,27
103.05,3,28
103.08333,3,28
103.11667,3,28
103.15,3,29
103.18333,3,29
103.21667,3,29
103.25,3,29
103.28333,3,29
103.31667,3,29
103.35,3,29
103.38333,3,29
103.41667,3,29
103.45,3,26
103.48333,3,27
103.51667,3,28
103.55,3,29
103.58333,3,29
103.61667,3,29
103.65,3,29
103.68333,3,29
103.71667,3,29
103.75,3,29
103.78333,3,28.5
103.81667,3,28
103.85,3,28
103.88333,3,29
103.91667,3,29
103.95,3,29
103.98333,3,29
104.01667,3,29
104.05,3,29
104.08333,3,29
104.11667,3,28
104.15,3,28.5
104.18333,3,29
104.21667,3,29
104.25,3,29
104.28333,3,29
104.31667,3,29
104.35,3,29
104.38333,3,29
104.41667,3,29
104.45,3,29
104.48333,3,29
104.51667,3,28
104.55,3,29
104.58333,3,28
104.61667,3,29
104.65,3,29
104.68333,3,28
104.71667,3,29
104.75,3,28
104.78333,3,28
104.81667,3,28.5
104.85,3,29
104.88333,3,28
104.91667,3,27.5
104.95,3,28
104.98333,3,28
105.01667,3,28
105.05,3,28
105.08333,3,28
