pc_receive_time_iso,pc_receive_time_unix,lora_downlink_rssi_dbm,lora_downlink_snr_db,lora_crc_error,telemetry_valid,packet_type,protocol_version,packet_type_ok,protocol_version_ok,length_ok,crc_ok,received_crc16,calculated_crc16,sequence_number,sequence_session_reset,lost_packets_since_previous,total_lost_packets,is_duplicate_packet,consecutive_duplicate_packets,total_duplicate_packets,utc_timestamp,obc_uptime_ms,sample_age_ms,gnss_utc_sod,flight_state,flight_state_name,status_flags_raw,GNSS_FIX_VALID,GNSS_TIME_VALID,IMU_VALID,BARO_VALID,BARO_RANGE_VALID,BATTERY_VALID,CORAL_VALID,CORAL_NEW,SD_LOGGING_OK,LAST_LORA_TX_OK,COMMAND_RX_SINCE_LAST,OBC_TIME_FALLBACK,GPS_ERROR,IMU_ERROR,BARO_ERROR,SD_ERROR,battery_mv,battery_v,gnss_fix_type,gnss_satellites_used,latitude_deg,longitude_deg,gnss_altitude_m,ground_speed_ms,vertical_speed_ms,course_deg,latitude_e7,longitude_e7,gnss_altitude_dm,vertical_speed_cms,ground_speed_cms,course_cdeg,baro_pressure_pa,baro_temperature_c,baro_altitude_m,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_rads,gyro_y_rads,gyro_z_rads,accel_x_mg,accel_y_mg,accel_z_mg,gyro_x_ddeg_s,gyro_y_ddeg_s,gyro_z_ddeg_s,baro_altitude_dm,baro_temperature_cdeg,reset_cause_raw,PIN_RESET,BOR_RESET,SOFTWARE_RESET,IWDG_RESET,WWDG_RESET,LOW_POWER_RESET,OPTION_BYTE_RESET,FIREWALL_RESET,boot_count,sd_error_counter,gnss_fix_valid_raw,gps_valid_raw,imu_accel_x_g,imu_accel_y_g,imu_accel_z_g,imu_accel_mag_g,imu_gyro_x_dps,imu_gyro_y_dps,imu_gyro_z_dps,imu_valid_raw,baro_valid_raw,i2c_bus_state_raw,batt_valid_raw,coral_valid_raw,scv_mission_elapsed_ms,scv_equipment_enabled,scv_equipment_enabled_decoded,scv_equipment_faults,scv_equipment_faults_decoded,scv_sd_fault_count,scv_watchdog_reset_count,reset_reason_name,uplink_last_status,uplink_last_status_name,uplink_last_command_id,uplink_last_ack_status,uplink_last_ack_status_name,lora_last_event,lora_last_event_name,lora_consecutive_failures,lora_recovery_count,lora_rx_mode_active,lora_last_rx_status,lora_last_rx_status_name,lora_ack_timeout_count,lora_tx_fault_count,coral_status,coral_result_age_s,coral_sequence_low,coral_fraction_q16,coral_fraction_percent,coral_payload_text,coral_payload_hex
2026-07-28T15:16:01.802459+00:00,1785251761.802459,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:16:12.122247+00:00,1785251772.122247,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:16:16.829468+00:00,1785251776.829468,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:16:19.531543+00:00,1785251779.531543,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:16:22.401974+00:00,1785251782.401974,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:16:32.751419+00:00,1785251792.751419,-119,-1.0,False,True,1,8,True,True,True,True,0x7CFF,0x7CFF,145,False,12,14,False,0,0,54992,1503000,96,54992,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3718,3.718,3,20,47.8794785,11.6922007,692.0,0.14,-0.04,356.96,478794785,116922007,6920,-4,14,35696,94341.0,22.83,116.7,0.5982056499999999,-1.7848102999999997,-10.071429549999998,-0.015707963267948967,0.0017453292519943296,-0.019198621771937627,61,-182,-1027,-9,1,-11,1167,2283,1,False,False,False,False,False,False,False,False,6,0,1,1,0.061,-0.182,-1.027,1.044784188241763,-0.9,0.1,-1.1,1,1,0,1,1,9424000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,13,ACK_TIMEOUT,0,0,1,1,ACTIVE,143,0,0,12,1010,5887,8.982986190585184,seq=1010 cloud=8.98% status=0x00,f2 03 ff 16 00 0c 00
2026-07-28T15:16:43.045661+00:00,1785251803.045661,-120,-4.5,False,True,1,8,True,True,True,True,0x39A2,0x39A2,146,False,0,14,False,0,0,55003,1513000,88,55003,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3734,3.734,3,19,47.879467,11.6921968,692.0,0.02,-0.06,356.96,478794670,116921968,6920,-6,2,35696,94335.0,22.88,117.2,0.53936575,-1.85345685,-10.0812362,-0.015707963267948967,0.006981317007977318,-0.019198621771937627,55,-189,-1028,-9,4,-11,1172,2288,1,False,False,False,False,False,False,False,False,6,0,1,1,0.055,-0.189,-1.028,1.0466756899823364,-0.9,0.4,-1.1,1,1,0,1,1,9424000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,13,ACK_TIMEOUT,0,0,1,3,CRC_ERROR,144,0,0,5,1011,3071,4.686045624475471,seq=1011 cloud=4.69% status=0x00,f3 03 ff 0b 00 05 00
2026-07-28T15:16:46.729699+00:00,1785251806.729699,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:17:24.231852+00:00,1785251844.231852,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:17:55.435558+00:00,1785251875.435558,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:18:05.733682+00:00,1785251885.733682,-118,1.25,False,True,1,8,True,True,True,True,0x7B94,0x7B94,154,False,7,21,False,0,0,55085,1596000,30,55085,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3728,3.728,3,21,47.8794708,11.6921921,693.0,0.09,-0.08,96.23,478794708,116921921,6930,-8,9,9623,94335.0,23.28,117.2,0.55897905,-1.77500365,-10.0420096,-0.017453292519943295,0.003490658503988659,-0.024434609527920613,57,-181,-1024,-10,2,-14,1172,2328,1,False,False,False,False,False,False,False,False,6,0,1,1,0.057,-0.181,-1.024,1.041434587480174,-1.0,0.2,-1.4,1,1,0,1,1,9475000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,13,ACK_TIMEOUT,0,0,1,1,ACTIVE,152,0,0,6,1015,3327,5.076676585030899,seq=1015 cloud=5.08% status=0x00,f7 03 ff 0c 00 06 00
2026-07-28T15:18:16.519311+00:00,1785251896.519311,-113,7.25,False,True,1,8,True,True,True,True,0xD087,0xD087,155,False,0,21,False,0,0,55096,1607000,481,55096,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3737,3.737,3,20,47.8794746,11.6922035,694.0,0.07,0.03,96.23,478794746,116922035,6940,3,7,9623,94334.0,23.32,117.3,0.55897905,-1.8240368999999999,-10.0420096,-0.015707963267948967,0.0017453292519943296,-0.017453292519943295,57,-186,-1024,-9,1,-10,1173,2332,1,False,False,False,False,False,False,False,False,6,0,1,1,0.057,-0.186,-1.024,1.042315211440378,-0.9,0.1,-1.0,1,1,0,1,1,9535000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,152,0,0,0,1016,3583,5.467307545586328,seq=1016 cloud=5.47% status=0x00,f8 03 ff 0d 00 00 00
2026-07-28T15:18:26.813815+00:00,1785251906.813815,-113,6.5,False,True,1,8,True,True,True,True,0xC83F,0xC83F,156,False,0,21,False,0,0,55107,1617000,15,55107,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3731,3.731,3,21,47.8794785,11.6922092,695.0,0.05,0.08,96.23,478794785,116922092,6950,8,5,9623,94337.0,23.37,117.0,0.6276256,-1.7259703999999998,-10.09104285,-0.020943951023931952,0.003490658503988659,-0.020943951023931952,64,-176,-1029,-12,2,-12,1170,2337,1,False,False,False,False,False,False,False,False,6,0,1,1,0.064,-0.176,-1.029,1.0459029591697309,-1.2,0.2,-1.2,1,1,0,1,1,9535000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,152,0,0,10,1016,3583,5.467307545586328,seq=1016 cloud=5.47% status=0x00,f8 03 ff 0d 00 0a 00
2026-07-28T15:18:37.127681+00:00,1785251917.127681,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:18:47.419151+00:00,1785251927.419151,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:18:57.725214+00:00,1785251937.725214,-108,10.0,False,True,1,8,True,True,True,True,0x7AB1,0x7AB1,159,False,2,23,False,0,0,55137,1648000,94,55137,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3728,3.728,3,21,47.8794937,11.6922045,696.0,0.05,-0.18,18.56,478794937,116922045,6960,-18,5,1856,94332.0,23.51,117.5,0.5982056499999999,-1.7848102999999997,-10.032202949999999,-0.015707963267948967,0.005235987755982988,-0.020943951023931952,61,-182,-1023,-9,3,-12,1175,2351,1,False,False,False,False,False,False,False,False,6,0,1,1,0.061,-0.182,-1.023,1.0408525351844995,-0.9,0.3,-1.2,1,1,0,1,1,9535000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,13,ACK_TIMEOUT,0,0,1,1,ACTIVE,154,0,0,5,1018,3327,5.076676585030899,seq=1018 cloud=5.08% status=0x00,fa 03 ff 0c 00 05 00
2026-07-28T15:19:08.031017+00:00,1785251948.031017,-94,12.0,False,True,1,8,True,True,True,True,0x140F,0x140F,160,False,0,23,False,0,0,55148,1658000,24,55148,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3731,3.731,3,20,47.8794861,11.6922064,695.0,0.05,-0.05,18.56,478794861,116922064,6950,-5,5,1856,94334.0,23.55,117.3,0.5295591,-1.7946169499999998,-10.1400761,-0.017453292519943295,0.0017453292519943296,-0.022689280275926284,54,-183,-1034,-10,1,-13,1173,2355,1,False,False,False,False,False,False,False,False,6,0,1,1,0.054,-0.183,-1.034,1.0514566087100314,-1.0,0.1,-1.3,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,16,1018,3327,5.076676585030899,seq=1018 cloud=5.08% status=0x00,fa 03 ff 0c 00 10 00
2026-07-28T15:19:18.333546+00:00,1785251958.333546,-98,10.5,False,True,1,8,True,True,True,True,0xBB52,0xBB52,161,False,0,23,False,0,0,55158,1669000,82,55158,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3731,3.731,3,20,47.8794823,11.6922216,696.0,0.13,0.05,18.56,478794823,116922216,6960,5,13,1856,94329.0,23.6,117.7,0.5295591,-1.765197,-10.130269449999998,-0.019198621771937627,0.0017453292519943296,-0.019198621771937627,54,-180,-1033,-11,1,-11,1177,2360,1,False,False,False,False,False,False,False,False,6,0,1,1,0.054,-0.18,-1.033,1.049954760930203,-1.1,0.1,-1.1,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,9,1019,4863,7.42046234836347,seq=1019 cloud=7.42% status=0x00,fb 03 ff 12 00 09 00
2026-07-28T15:19:25.820893+00:00,1785251965.820893,,,True,False,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28T15:19:28.627082+00:00,1785251968.627082,-118,1.75,False,True,1,8,True,True,True,True,0x7274,0x7274,162,False,0,23,False,0,0,55168,1679000,61,55168,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3731,3.731,3,22,47.8794823,11.6922293,696.0,0.2,0.13,18.56,478794823,116922293,6960,13,20,1856,94331.0,23.64,117.6,0.61781895,-1.7553903499999999,-10.071429549999998,-0.019198621771937627,0.005235987755982988,-0.019198621771937627,63,-179,-1027,-11,3,-11,1176,2364,1,False,False,False,False,False,False,False,False,6,0,1,1,0.063,-0.179,-1.027,1.0443845077364944,-1.1,0.3,-1.1,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,2,1020,3583,5.467307545586328,seq=1020 cloud=5.47% status=0x00,fc 03 ff 0d 00 02 00
2026-07-28T15:19:38.906411+00:00,1785251978.906411,-100,12.25,False,True,1,8,True,True,True,True,0xF222,0xF222,163,False,0,23,False,0,0,55179,1689000,36,55179,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3740,3.74,3,22,47.8794861,11.6922274,695.0,0.04,-0.07,48.43,478794861,116922274,6950,-7,4,4843,94337.0,23.69,117.0,0.5295591,-1.765197,-10.100849499999999,-0.017453292519943295,0.003490658503988659,-0.022689280275926284,54,-180,-1030,-10,2,-13,1170,2369,1,False,False,False,False,False,False,False,False,6,0,1,1,0.054,-0.18,-1.03,1.047003342879095,-1.0,0.2,-1.3,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,13,1020,3583,5.467307545586328,seq=1020 cloud=5.47% status=0x00,fc 03 ff 0d 00 0d 00
2026-07-28T15:19:49.461342+00:00,1785251989.461342,-95,12.0,False,True,1,8,True,True,True,True,0x17A1,0x17A1,164,False,0,23,False,0,0,55189,1700000,235,55189,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3724,3.724,3,22,47.8794861,11.692215,694.0,0.05,-0.19,309.56,478794861,116922150,6940,-19,5,30956,94333.0,23.73,117.4,0.5687857,-1.7357770499999998,-10.071429549999998,-0.017453292519943295,0.005235987755982988,-0.017453292519943295,58,-177,-1027,-10,3,-10,1174,2373,1,False,False,False,False,False,False,False,False,6,0,1,1,0.058,-0.177,-1.027,1.0437538023882835,-1.0,0.3,-1.0,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,6,1021,2815,4.295414663920043,seq=1021 cloud=4.30% status=0x00,fd 03 ff 0a 00 06 00
2026-07-28T15:19:59.988592+00:00,1785251999.988592,-98,10.75,False,True,1,8,True,True,True,True,0x0F75,0x0F75,165,False,0,23,False,0,0,55199,1710000,271,55199,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3699,3.699,3,23,47.8794861,11.6922064,694.0,0.06,-0.04,309.56,478794861,116922064,6940,-4,6,30956,94334.0,23.77,117.3,0.5099457999999999,-1.8044235999999998,-10.0223963,-0.013962634015954637,-0.0017453292519943296,-0.020943951023931952,52,-184,-1022,-8,-1,-12,1173,2377,1,False,False,False,False,False,False,False,False,6,0,1,1,0.052,-0.184,-1.022,1.0397326579462627,-0.8,-0.1,-1.2,1,1,0,1,1,9595000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,0,1022,5119,7.811093308918898,seq=1022 cloud=7.81% status=0x00,fe 03 ff 13 00 00 00
2026-07-28T15:20:10.451748+00:00,1785252010.451748,-97,11.5,False,True,1,8,True,True,True,True,0xD06F,0xD06F,166,False,0,23,False,0,0,55210,1721000,233,55210,5,LANDING,31,True,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,3731,3.731,3,23,47.8794899,11.6922007,693.0,0.05,-0.05,309.56,478794899,116922007,6930,-5,5,30956,94331.0,23.81,117.6,0.55897905,-1.8142302499999998,-10.071429549999998,-0.017453292519943295,0.003490658503988659,-0.020943951023931952,57,-185,-1027,-10,2,-12,1176,2381,1,False,False,False,False,False,False,False,False,6,0,1,1,0.057,-0.185,-1.027,1.0450851639938248,-1.0,0.2,-1.2,1,1,0,1,1,9655000,0x007F,"GPS, IMU, BARO, CORAL, SD, LORA, EPS_ADC",0x0000,NONE,0,0,POWER_ON,0,NONE,0,1,ACCEPTED,9,RX_OK,0,0,1,2,PACKET_OK,154,0,0,10,1022,5119,7.811093308918898,seq=1022 cloud=7.81% status=0x00,fe 03 ff 13 00 0a 00
