pc_time_iso,pc_time_unix,event_type,severity,message,sequence_number,lora_rssi_dbm,lora_snr_db,receiver_running,radio_enabled,radio_initialized,non_telemetry_packets,decode_errors,lora_crc_errors,command_tx_count,command_tx_failures,details_json
2026-07-28T11:26:51.835991+00:00,1785238011.835991,backend_started,info,Ground-station backend started,,,,False,False,False,0,0,0,0,0,"{""frequency_hz"":869525000,""ground_event_csv_path"":""logs\\ground_station_events_20260728_132651.csv"",""host"":""127.0.0.1"",""port"":8000,""radio_enabled"":true,""spreading_factor"":8,""sync_word"":18,""telemetry_csv_path"":""logs\\telemetry_20260728_132651.csv"",""tx_power_dbm"":17}"
2026-07-28T11:26:51.838502+00:00,1785238011.838502,receiver_starting,info,Opening CH347/RFM95W ground radio,,,,True,True,False,0,0,0,0,0,{}
2026-07-28T11:26:52.190959+00:00,1785238012.190959,radio_initialized,info,Ground RFM95W initialized in continuous RX mode,,,,True,True,True,0,0,0,0,0,"{""version_register"":""0x12""}"
2026-07-28T11:26:57.755577+00:00,1785238017.755577,dashboard_connected,info,Dashboard WebSocket connected,,,,True,True,True,0,0,0,0,0,"{""active_connections"":1,""client_host"":""2001:4ca0:0:f296:7c16:8c1f:207c:c8de"",""client_port"":0}"
2026-07-28T11:27:00.357152+00:00,1785238020.357152,telemetry_ack_sent,info,Ground acknowledged received telemetry,6,,,True,True,True,0,0,0,0,0,"{""payload"":""ACK,6""}"
2026-07-28T11:27:00.357152+00:00,1785238020.357152,telemetry_received,info,Received v8 telemetry sequence 6,6,-69,12.5,True,True,True,0,0,0,0,0,"{""crc_ok"":true,""flight_state"":""STANDBY"",""lost_packets_since_previous"":0,""packet_length"":92,""packet_type"":1,""protocol_version"":8}"
2026-07-28T11:27:04.261474+00:00,1785238024.261474,dashboard_connected,info,Dashboard WebSocket connected,,,,True,True,True,0,0,0,0,0,"{""active_connections"":2,""client_host"":""2001:4ca0:e:49:497f:7e9e:10d2:4248"",""client_port"":0}"
2026-07-28T11:27:10.659628+00:00,1785238030.659628,telemetry_ack_sent,info,Ground acknowledged received telemetry,7,,,True,True,True,0,0,0,0,0,"{""payload"":""ACK,7""}"
2026-07-28T11:27:10.659628+00:00,1785238030.659628,telemetry_received,info,Received v8 telemetry sequence 7,7,-61,12.5,True,True,True,0,0,0,0,0,"{""crc_ok"":true,""flight_state"":""STANDBY"",""lost_packets_since_previous"":0,""packet_length"":92,""packet_type"":1,""protocol_version"":8}"
2026-07-28T11:27:20.961540+00:00,1785238040.96154,telemetry_ack_sent,info,Ground acknowledged received telemetry,8,,,True,True,True,0,0,0,0,0,"{""payload"":""ACK,8""}"
2026-07-28T11:27:20.961540+00:00,1785238040.96154,telemetry_received,info,Received v8 telemetry sequence 8,8,-58,12.25,True,True,True,0,0,0,0,0,"{""crc_ok"":true,""flight_state"":""STANDBY"",""lost_packets_since_previous"":0,""packet_length"":92,""packet_type"":1,""protocol_version"":8}"
2026-07-28T11:27:31.596439+00:00,1785238051.596439,telemetry_ack_sent,info,Ground acknowledged received telemetry,9,,,True,True,True,0,0,0,0,0,"{""payload"":""ACK,9""}"
